0.3138 	WARNING 	Movie2 stim could not be imported and won't be available
20.5874 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x107cd440>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.5875 	EXP 	window1: recordFrameIntervals = False
20.7535 	EXP 	window1: recordFrameIntervals = True
20.9372 	EXP 	window1: recordFrameIntervals = False
21.0213 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
21.0451 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'X', units=u'norm', win=Window(...), wrapWidth=1)
21.0497 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
21.0508 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
21.0520 	EXP 	New trial (rep=0, index=0): None
21.0523 	EXP 	window1: recordFrameIntervals = False
21.0710 	EXP 	text: autoDraw = True
21.0711 	EXP 	window1: recordFrameIntervals = False
21.6551 	DATA 	Keypress: space
21.6714 	EXP 	text: autoDraw = False
21.6714 	EXP 	text_2: autoDraw = False
21.6714 	EXP 	text_3: autoDraw = True
22.6568 	EXP 	New trial (rep=1, index=0): None
22.6570 	EXP 	window1: recordFrameIntervals = False
22.6726 	EXP 	text_3: autoDraw = False
22.6726 	EXP 	text_3: autoDraw = False
22.6726 	EXP 	text: autoDraw = True
22.6728 	EXP 	window1: recordFrameIntervals = False
23.1273 	DATA 	Keypress: space
23.1900 	EXP 	text: autoDraw = False
23.1900 	EXP 	text_2: autoDraw = False
23.1900 	EXP 	text_3: autoDraw = True
24.1751 	EXP 	New trial (rep=2, index=0): None
