trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.894143104553,0.67,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
1,0,1,0,space,0,1.08415579796,0.86,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
2,0,2,0,space,0,1.0501229763,0.86,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
3,0,3,0,space,0,0.549956083298,0.66,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
4,0,4,0,space,0,0.917379140854,0.73,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
5,0,5,0,space,0,1.2173268795,0.99,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
6,0,6,0,space,0,1.15108299255,0.93,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
7,0,7,0,space,0,1.00078105927,0.79,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
8,0,8,0,space,0,0.867050170898,0.66,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
9,0,9,0,space,0,0.517248153687,0.91,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
10,0,10,0,space,0,0.767045021057,0.55,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
11,0,11,0,space,0,1.16703510284,0.95,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
12,0,12,0,space,0,1.10067915916,0.91,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
13,0,13,0,space,0,1.15102696419,0.95,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
14,0,14,0,space,0,0.850548028946,0.63,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
15,0,15,0,space,0,1.08384180069,0.88,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
16,0,16,0,space,0,0.783210992813,0.59,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
17,0,17,0,space,0,1.08412694931,0.89,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
18,0,18,0,space,0,1.13406014442,0.93,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
19,0,19,0,space,0,0.850198030472,0.64,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
20,0,20,0,space,0,0.733705997467,0.84,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
21,0,21,0,space,0,1.18392491341,0.96,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
22,0,22,0,space,0,0.867107152939,0.62,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
23,0,23,0,space,0,1.0174908638,0.82,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
24,0,24,0,space,0,0.817649126053,0.6,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
25,0,25,0,space,0,1.01736593246,0.83,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
26,0,26,0,space,0,1.08349204063,0.89,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
27,0,27,0,space,0,0.917539834976,0.73,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
28,0,28,0,space,0,0.967767000198,0.75,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
29,0,29,0,space,0,1.05045700073,0.83,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
30,0,30,0,space,0,0.850466966629,0.66,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
31,0,31,0,space,0,0.766888856888,0.5,2015_Jun_02_1612,59.9566582232,DondersAuditory3,003,102,
