0.3359 	WARNING 	Movie2 stim could not be imported and won't be available
7.4458 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xcb97c88>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.4458 	EXP 	window1: recordFrameIntervals = False
7.6118 	EXP 	window1: recordFrameIntervals = True
7.7957 	EXP 	window1: recordFrameIntervals = False
7.8411 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.2017 	EXP 	Set  sound=C
10.2348 	EXP 	Set  sound=900.0
10.2348 	EXP 	Sound  set volume 0.200
10.2402 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
10.2453 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
10.2463 	EXP 	New trial (rep=0, index=0): None
10.2467 	EXP 	window1: recordFrameIntervals = False
10.2647 	EXP 	text: autoDraw = True
10.2648 	EXP 	window1: recordFrameIntervals = False
11.0667 	EXP 	Sound  started
11.2495 	EXP 	Sound  stopped
11.3164 	DATA 	Keypress: space
11.3186 	EXP 	Sound  stopped
11.3330 	EXP 	text: autoDraw = False
11.3330 	EXP 	text_3: autoDraw = True
12.3182 	EXP 	New trial (rep=1, index=0): None
12.3184 	EXP 	window1: recordFrameIntervals = False
12.3338 	EXP 	text_3: autoDraw = False
12.3338 	EXP 	text_3: autoDraw = False
12.3338 	EXP 	text: autoDraw = True
12.3340 	EXP 	window1: recordFrameIntervals = False
12.8682 	EXP 	Sound  started
13.0518 	EXP 	Sound  stopped
13.0683 	DATA 	Keypress: space
13.0695 	EXP 	Sound  stopped
13.0847 	EXP 	text: autoDraw = False
13.0847 	EXP 	text_3: autoDraw = True
14.0703 	EXP 	New trial (rep=2, index=0): None
14.0705 	EXP 	window1: recordFrameIntervals = False
14.0860 	EXP 	text_3: autoDraw = False
14.0860 	EXP 	text_3: autoDraw = False
14.0860 	EXP 	text: autoDraw = True
14.0863 	EXP 	window1: recordFrameIntervals = False
14.7869 	EXP 	Sound  started
14.9371 	DATA 	Keypress: space
14.9386 	EXP 	Sound  stopped
14.9539 	EXP 	text: autoDraw = False
14.9539 	EXP 	text_3: autoDraw = True
15.9392 	EXP 	New trial (rep=3, index=0): None
15.9394 	EXP 	window1: recordFrameIntervals = False
15.9545 	EXP 	text_3: autoDraw = False
15.9545 	EXP 	text_3: autoDraw = False
15.9545 	EXP 	text: autoDraw = True
15.9547 	EXP 	window1: recordFrameIntervals = False
16.6728 	EXP 	Sound  started
16.8556 	EXP 	Sound  stopped
16.8727 	DATA 	Keypress: space
16.8743 	EXP 	Sound  stopped
16.8888 	EXP 	text: autoDraw = False
16.8888 	EXP 	text_3: autoDraw = True
17.8751 	EXP 	New trial (rep=4, index=0): None
17.8753 	EXP 	window1: recordFrameIntervals = False
17.8900 	EXP 	text_3: autoDraw = False
17.8900 	EXP 	text_3: autoDraw = False
17.8900 	EXP 	text: autoDraw = True
17.8902 	EXP 	window1: recordFrameIntervals = False
18.7248 	EXP 	Sound  started
18.9083 	DATA 	Keypress: space
18.9085 	EXP 	Sound  stopped
18.9095 	EXP 	Sound  stopped
18.9246 	EXP 	text: autoDraw = False
18.9246 	EXP 	text_3: autoDraw = True
19.9101 	EXP 	New trial (rep=5, index=0): None
19.9103 	EXP 	window1: recordFrameIntervals = False
19.9258 	EXP 	text_3: autoDraw = False
19.9258 	EXP 	text_3: autoDraw = False
19.9258 	EXP 	text: autoDraw = True
19.9260 	EXP 	window1: recordFrameIntervals = False
20.6769 	EXP 	Sound  started
20.8604 	EXP 	Sound  stopped
20.8770 	DATA 	Keypress: space
20.8783 	EXP 	Sound  stopped
20.8934 	EXP 	text: autoDraw = False
20.8934 	EXP 	text_3: autoDraw = True
21.8790 	EXP 	New trial (rep=6, index=0): None
21.8792 	EXP 	window1: recordFrameIntervals = False
21.8944 	EXP 	text_3: autoDraw = False
21.8944 	EXP 	text_3: autoDraw = False
21.8944 	EXP 	text: autoDraw = True
21.8946 	EXP 	window1: recordFrameIntervals = False
22.5622 	EXP 	Sound  started
22.7463 	DATA 	Keypress: space
22.7476 	EXP 	Sound  stopped
22.7622 	EXP 	text: autoDraw = False
22.7622 	EXP 	text_3: autoDraw = True
23.7475 	EXP 	New trial (rep=7, index=0): None
23.7476 	EXP 	window1: recordFrameIntervals = False
23.7633 	EXP 	text_3: autoDraw = False
23.7633 	EXP 	text_3: autoDraw = False
23.7633 	EXP 	text: autoDraw = True
23.7635 	EXP 	window1: recordFrameIntervals = False
24.7484 	EXP 	Sound  started
24.9317 	DATA 	Keypress: space
24.9319 	EXP 	Sound  stopped
24.9330 	EXP 	Sound  stopped
24.9480 	EXP 	text: autoDraw = False
24.9480 	EXP 	text_3: autoDraw = True
25.9338 	EXP 	New trial (rep=8, index=0): None
25.9340 	EXP 	window1: recordFrameIntervals = False
25.9492 	EXP 	text_3: autoDraw = False
25.9492 	EXP 	text_3: autoDraw = False
25.9492 	EXP 	text: autoDraw = True
25.9495 	EXP 	window1: recordFrameIntervals = False
26.6502 	EXP 	Sound  started
26.8339 	EXP 	Sound  stopped
26.8669 	DATA 	Keypress: space
26.8682 	EXP 	Sound  stopped
26.8834 	EXP 	text: autoDraw = False
26.8834 	EXP 	text_3: autoDraw = True
27.8688 	EXP 	New trial (rep=9, index=0): None
27.8690 	EXP 	window1: recordFrameIntervals = False
27.8847 	EXP 	text_3: autoDraw = False
27.8847 	EXP 	text_3: autoDraw = False
27.8847 	EXP 	text: autoDraw = True
27.8849 	EXP 	window1: recordFrameIntervals = False
28.7529 	EXP 	Sound  started
28.9527 	EXP 	Sound  stopped
28.9694 	DATA 	Keypress: space
28.9707 	EXP 	Sound  stopped
28.9863 	EXP 	text: autoDraw = False
28.9863 	EXP 	text_3: autoDraw = True
29.9712 	EXP 	New trial (rep=10, index=0): None
29.9714 	EXP 	window1: recordFrameIntervals = False
29.9869 	EXP 	text_3: autoDraw = False
29.9869 	EXP 	text_3: autoDraw = False
29.9869 	EXP 	text: autoDraw = True
29.9871 	EXP 	window1: recordFrameIntervals = False
30.7883 	EXP 	Sound  started
30.9718 	EXP 	Sound  stopped
31.0050 	DATA 	Keypress: space
31.0065 	EXP 	Sound  stopped
31.0213 	EXP 	text: autoDraw = False
31.0213 	EXP 	text_3: autoDraw = True
32.0071 	EXP 	New trial (rep=11, index=0): None
32.0073 	EXP 	window1: recordFrameIntervals = False
32.0225 	EXP 	text_3: autoDraw = False
32.0225 	EXP 	text_3: autoDraw = False
32.0225 	EXP 	text: autoDraw = True
32.0226 	EXP 	window1: recordFrameIntervals = False
32.5406 	EXP 	Sound  started
32.7408 	EXP 	Sound  stopped
32.7904 	DATA 	Keypress: space
32.7918 	EXP 	Sound  stopped
32.8071 	EXP 	text: autoDraw = False
32.8071 	EXP 	text_3: autoDraw = True
33.7926 	EXP 	New trial (rep=12, index=0): None
33.7928 	EXP 	window1: recordFrameIntervals = False
33.8077 	EXP 	text_3: autoDraw = False
33.8077 	EXP 	text_3: autoDraw = False
33.8077 	EXP 	text: autoDraw = True
33.8079 	EXP 	window1: recordFrameIntervals = False
34.7761 	EXP 	Sound  started
34.9759 	EXP 	Sound  stopped
35.0093 	DATA 	Keypress: space
35.0106 	EXP 	Sound  stopped
35.0256 	EXP 	text: autoDraw = False
35.0256 	EXP 	text_3: autoDraw = True
36.0113 	EXP 	New trial (rep=13, index=0): None
