0.3150 	WARNING 	Movie2 stim could not be imported and won't be available
18.8506 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xc397c88>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.8507 	EXP 	window1: recordFrameIntervals = False
19.0170 	EXP 	window1: recordFrameIntervals = True
19.2004 	EXP 	window1: recordFrameIntervals = False
19.2454 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
20.6988 	EXP 	Set  sound=C
20.7311 	EXP 	Set  sound=900.0
20.7311 	EXP 	Sound  set volume 0.200
20.7367 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
20.7422 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
20.7432 	EXP 	New trial (rep=0, index=0): None
20.7436 	EXP 	window1: recordFrameIntervals = False
20.7509 	EXP 	text: autoDraw = True
20.7512 	EXP 	window1: recordFrameIntervals = False
21.4200 	EXP 	Sound  started
21.6036 	EXP 	Sound  stopped
21.6369 	DATA 	Keypress: space
21.6387 	EXP 	Sound  stopped
21.6532 	EXP 	text: autoDraw = False
21.6532 	EXP 	text_3: autoDraw = True
22.6387 	EXP 	New trial (rep=1, index=0): None
22.6388 	EXP 	window1: recordFrameIntervals = False
22.6543 	EXP 	text_3: autoDraw = False
22.6543 	EXP 	text_3: autoDraw = False
22.6543 	EXP 	text: autoDraw = True
22.6545 	EXP 	window1: recordFrameIntervals = False
23.5059 	EXP 	Sound  started
23.6890 	EXP 	Sound  stopped
23.7227 	DATA 	Keypress: space
23.7242 	EXP 	Sound  stopped
23.7390 	EXP 	text: autoDraw = False
23.7390 	EXP 	text_3: autoDraw = True
24.7248 	EXP 	New trial (rep=2, index=0): None
24.7250 	EXP 	window1: recordFrameIntervals = False
24.7397 	EXP 	text_3: autoDraw = False
24.7397 	EXP 	text_3: autoDraw = False
24.7397 	EXP 	text: autoDraw = True
24.7400 	EXP 	window1: recordFrameIntervals = False
25.5919 	EXP 	Sound  started
25.7748 	DATA 	Keypress: space
25.7750 	EXP 	Sound  stopped
25.7762 	EXP 	Sound  stopped
25.7909 	EXP 	text: autoDraw = False
25.7909 	EXP 	text_3: autoDraw = True
26.7766 	EXP 	New trial (rep=3, index=0): None
26.7768 	EXP 	window1: recordFrameIntervals = False
26.7924 	EXP 	text_3: autoDraw = False
26.7924 	EXP 	text_3: autoDraw = False
26.7924 	EXP 	text: autoDraw = True
26.7927 	EXP 	window1: recordFrameIntervals = False
27.3265 	DATA 	Keypress: space
27.3278 	EXP 	Sound  stopped
27.3428 	EXP 	text: autoDraw = False
27.3428 	EXP 	text_3: autoDraw = True
28.3283 	EXP 	New trial (rep=4, index=0): None
28.3284 	EXP 	window1: recordFrameIntervals = False
28.3440 	EXP 	text_3: autoDraw = False
28.3440 	EXP 	text_3: autoDraw = False
28.3440 	EXP 	text: autoDraw = True
28.3442 	EXP 	window1: recordFrameIntervals = False
29.0621 	EXP 	Sound  started
29.2455 	DATA 	Keypress: space
29.2469 	EXP 	Sound  stopped
29.2618 	EXP 	text: autoDraw = False
29.2618 	EXP 	text_3: autoDraw = True
30.2473 	EXP 	New trial (rep=5, index=0): None
30.2475 	EXP 	window1: recordFrameIntervals = False
30.2630 	EXP 	text_3: autoDraw = False
30.2630 	EXP 	text_3: autoDraw = False
30.2630 	EXP 	text: autoDraw = True
30.2632 	EXP 	window1: recordFrameIntervals = False
31.2479 	EXP 	Sound  started
31.4307 	EXP 	Sound  stopped
31.4646 	DATA 	Keypress: space
31.4658 	EXP 	Sound  stopped
31.4807 	EXP 	text: autoDraw = False
31.4807 	EXP 	text_3: autoDraw = True
32.4662 	EXP 	New trial (rep=6, index=0): None
32.4664 	EXP 	window1: recordFrameIntervals = False
32.4821 	EXP 	text_3: autoDraw = False
32.4821 	EXP 	text_3: autoDraw = False
32.4821 	EXP 	text: autoDraw = True
32.4823 	EXP 	window1: recordFrameIntervals = False
33.4000 	EXP 	Sound  started
33.6001 	EXP 	Sound  stopped
33.6172 	DATA 	Keypress: space
33.6186 	EXP 	Sound  stopped
33.6333 	EXP 	text: autoDraw = False
33.6333 	EXP 	text_3: autoDraw = True
34.6183 	EXP 	New trial (rep=7, index=0): None
34.6184 	EXP 	window1: recordFrameIntervals = False
34.6342 	EXP 	text_3: autoDraw = False
34.6342 	EXP 	text_3: autoDraw = False
34.6342 	EXP 	text: autoDraw = True
34.6344 	EXP 	window1: recordFrameIntervals = False
35.4188 	EXP 	Sound  started
35.6024 	EXP 	Sound  stopped
35.6190 	DATA 	Keypress: space
35.6202 	EXP 	Sound  stopped
35.6355 	EXP 	text: autoDraw = False
35.6355 	EXP 	text_3: autoDraw = True
36.6208 	EXP 	New trial (rep=8, index=0): None
36.6209 	EXP 	window1: recordFrameIntervals = False
36.6364 	EXP 	text_3: autoDraw = False
36.6364 	EXP 	text_3: autoDraw = False
36.6364 	EXP 	text: autoDraw = True
36.6366 	EXP 	window1: recordFrameIntervals = False
37.2876 	EXP 	Sound  started
37.4716 	EXP 	Sound  stopped
37.4877 	DATA 	Keypress: space
37.4889 	EXP 	Sound  stopped
37.5041 	EXP 	text: autoDraw = False
37.5041 	EXP 	text_3: autoDraw = True
38.4897 	EXP 	New trial (rep=9, index=0): None
38.4899 	EXP 	window1: recordFrameIntervals = False
38.5053 	EXP 	text_3: autoDraw = False
38.5053 	EXP 	text_3: autoDraw = False
38.5053 	EXP 	text: autoDraw = True
38.5056 	EXP 	window1: recordFrameIntervals = False
39.0069 	DATA 	Keypress: space
39.0083 	EXP 	Sound  stopped
39.0227 	EXP 	text: autoDraw = False
39.0227 	EXP 	text_3: autoDraw = True
40.0083 	EXP 	New trial (rep=10, index=0): None
40.0085 	EXP 	window1: recordFrameIntervals = False
40.0240 	EXP 	text_3: autoDraw = False
40.0240 	EXP 	text_3: autoDraw = False
40.0240 	EXP 	text: autoDraw = True
40.0242 	EXP 	window1: recordFrameIntervals = False
40.5747 	EXP 	Sound  started
40.7581 	EXP 	Sound  stopped
40.7751 	DATA 	Keypress: space
40.7765 	EXP 	Sound  stopped
40.7911 	EXP 	text: autoDraw = False
40.7911 	EXP 	text_3: autoDraw = True
41.7769 	EXP 	New trial (rep=11, index=0): None
41.7771 	EXP 	window1: recordFrameIntervals = False
41.7922 	EXP 	text_3: autoDraw = False
41.7922 	EXP 	text_3: autoDraw = False
41.7922 	EXP 	text: autoDraw = True
41.7924 	EXP 	window1: recordFrameIntervals = False
42.7438 	EXP 	Sound  started
42.9272 	EXP 	Sound  stopped
42.9438 	DATA 	Keypress: space
42.9451 	EXP 	Sound  stopped
42.9602 	EXP 	text: autoDraw = False
42.9602 	EXP 	text_3: autoDraw = True
43.9457 	EXP 	New trial (rep=12, index=0): None
43.9459 	EXP 	window1: recordFrameIntervals = False
43.9614 	EXP 	text_3: autoDraw = False
43.9614 	EXP 	text_3: autoDraw = False
43.9614 	EXP 	text: autoDraw = True
43.9616 	EXP 	window1: recordFrameIntervals = False
44.8628 	EXP 	Sound  started
45.0463 	DATA 	Keypress: space
45.0465 	EXP 	Sound  stopped
45.0476 	EXP 	Sound  stopped
45.0626 	EXP 	text: autoDraw = False
45.0626 	EXP 	text_3: autoDraw = True
46.0479 	EXP 	New trial (rep=13, index=0): None
46.0481 	EXP 	window1: recordFrameIntervals = False
46.0637 	EXP 	text_3: autoDraw = False
46.0637 	EXP 	text_3: autoDraw = False
46.0637 	EXP 	text: autoDraw = True
46.0638 	EXP 	window1: recordFrameIntervals = False
46.9986 	EXP 	Sound  started
47.1988 	DATA 	Keypress: space
47.1990 	EXP 	Sound  stopped
47.2001 	EXP 	Sound  stopped
47.2152 	EXP 	text: autoDraw = False
47.2152 	EXP 	text_3: autoDraw = True
48.2004 	EXP 	New trial (rep=14, index=0): None
48.2005 	EXP 	window1: recordFrameIntervals = False
48.2164 	EXP 	text_3: autoDraw = False
48.2164 	EXP 	text_3: autoDraw = False
48.2164 	EXP 	text: autoDraw = True
48.2166 	EXP 	window1: recordFrameIntervals = False
48.8339 	EXP 	Sound  started
49.0338 	EXP 	Sound  stopped
49.0508 	DATA 	Keypress: space
49.0521 	EXP 	Sound  stopped
49.0670 	EXP 	text: autoDraw = False
49.0670 	EXP 	text_3: autoDraw = True
50.0526 	EXP 	New trial (rep=15, index=0): None
50.0527 	EXP 	window1: recordFrameIntervals = False
50.0683 	EXP 	text_3: autoDraw = False
50.0683 	EXP 	text_3: autoDraw = False
50.0683 	EXP 	text: autoDraw = True
50.0685 	EXP 	window1: recordFrameIntervals = False
50.9365 	EXP 	Sound  started
51.1207 	DATA 	Keypress: space
51.1365 	EXP 	Sound  stopped
51.1377 	EXP 	Sound  stopped
51.1528 	EXP 	text: autoDraw = False
51.1528 	EXP 	text_3: autoDraw = True
52.1386 	EXP 	New trial (rep=16, index=0): None
52.1388 	EXP 	window1: recordFrameIntervals = False
52.1545 	EXP 	text_3: autoDraw = False
52.1545 	EXP 	text_3: autoDraw = False
52.1545 	EXP 	text: autoDraw = True
52.1547 	EXP 	window1: recordFrameIntervals = False
52.7381 	EXP 	Sound  started
52.9217 	DATA 	Keypress: space
52.9219 	EXP 	Sound  stopped
52.9232 	EXP 	Sound  stopped
52.9379 	EXP 	text: autoDraw = False
52.9379 	EXP 	text_3: autoDraw = True
53.9234 	EXP 	New trial (rep=17, index=0): None
53.9237 	EXP 	window1: recordFrameIntervals = False
53.9392 	EXP 	text_3: autoDraw = False
53.9392 	EXP 	text_3: autoDraw = False
53.9392 	EXP 	text: autoDraw = True
53.9393 	EXP 	window1: recordFrameIntervals = False
54.8241 	EXP 	Sound  started
55.0076 	DATA 	Keypress: space
55.0077 	EXP 	Sound  stopped
55.0088 	EXP 	Sound  stopped
55.0238 	EXP 	text: autoDraw = False
55.0238 	EXP 	text_3: autoDraw = True
56.0090 	EXP 	New trial (rep=18, index=0): None
56.0092 	EXP 	window1: recordFrameIntervals = False
56.0247 	EXP 	text_3: autoDraw = False
56.0247 	EXP 	text_3: autoDraw = False
56.0247 	EXP 	text: autoDraw = True
56.0249 	EXP 	window1: recordFrameIntervals = False
56.9430 	EXP 	Sound  started
57.1430 	DATA 	Keypress: space
57.1432 	EXP 	Sound  stopped
57.1442 	EXP 	Sound  stopped
57.1594 	EXP 	text: autoDraw = False
57.1594 	EXP 	text_3: autoDraw = True
58.1448 	EXP 	New trial (rep=19, index=0): None
58.1450 	EXP 	window1: recordFrameIntervals = False
58.1606 	EXP 	text_3: autoDraw = False
58.1606 	EXP 	text_3: autoDraw = False
58.1606 	EXP 	text: autoDraw = True
58.1608 	EXP 	window1: recordFrameIntervals = False
58.7950 	EXP 	Sound  started
58.9782 	EXP 	Sound  stopped
58.9949 	DATA 	Keypress: space
58.9961 	EXP 	Sound  stopped
59.0113 	EXP 	text: autoDraw = False
59.0113 	EXP 	text_3: autoDraw = True
59.9969 	EXP 	New trial (rep=20, index=0): None
59.9970 	EXP 	window1: recordFrameIntervals = False
60.0127 	EXP 	text_3: autoDraw = False
60.0127 	EXP 	text_3: autoDraw = False
60.0127 	EXP 	text: autoDraw = True
60.0129 	EXP 	window1: recordFrameIntervals = False
60.7305 	DATA 	Keypress: space
60.7317 	EXP 	Sound  stopped
60.7467 	EXP 	text: autoDraw = False
60.7467 	EXP 	text_3: autoDraw = True
61.7323 	EXP 	New trial (rep=21, index=0): None
61.7324 	EXP 	window1: recordFrameIntervals = False
61.7480 	EXP 	text_3: autoDraw = False
61.7480 	EXP 	text_3: autoDraw = False
61.7480 	EXP 	text: autoDraw = True
61.7482 	EXP 	window1: recordFrameIntervals = False
62.6993 	EXP 	Sound  started
62.8829 	EXP 	Sound  stopped
62.9000 	DATA 	Keypress: space
62.9173 	EXP 	Sound  stopped
62.9325 	EXP 	text: autoDraw = False
62.9325 	EXP 	text_3: autoDraw = True
63.9180 	EXP 	New trial (rep=22, index=0): None
63.9182 	EXP 	window1: recordFrameIntervals = False
63.9337 	EXP 	text_3: autoDraw = False
63.9337 	EXP 	text_3: autoDraw = False
63.9337 	EXP 	text: autoDraw = True
63.9339 	EXP 	window1: recordFrameIntervals = False
64.5511 	EXP 	Sound  started
64.7347 	EXP 	Sound  stopped
64.7850 	DATA 	Keypress: space
64.7863 	EXP 	Sound  stopped
64.8012 	EXP 	text: autoDraw = False
64.8012 	EXP 	text_3: autoDraw = True
65.7868 	EXP 	New trial (rep=23, index=0): None
65.7870 	EXP 	window1: recordFrameIntervals = False
65.8028 	EXP 	text_3: autoDraw = False
65.8028 	EXP 	text_3: autoDraw = False
65.8028 	EXP 	text: autoDraw = True
65.8029 	EXP 	window1: recordFrameIntervals = False
66.6204 	EXP 	Sound  started
66.8042 	DATA 	Keypress: space
66.8044 	EXP 	Sound  stopped
66.8056 	EXP 	Sound  stopped
66.8199 	EXP 	text: autoDraw = False
66.8199 	EXP 	text_3: autoDraw = True
67.8054 	EXP 	New trial (rep=24, index=0): None
67.8056 	EXP 	window1: recordFrameIntervals = False
67.8214 	EXP 	text_3: autoDraw = False
67.8214 	EXP 	text_3: autoDraw = False
67.8214 	EXP 	text: autoDraw = True
67.8216 	EXP 	window1: recordFrameIntervals = False
68.4225 	EXP 	Sound  started
68.6058 	EXP 	Sound  stopped
68.6229 	DATA 	Keypress: space
68.6242 	EXP 	Sound  stopped
68.6391 	EXP 	text: autoDraw = False
68.6391 	EXP 	text_3: autoDraw = True
69.6244 	EXP 	New trial (rep=25, index=0): None
69.6245 	EXP 	window1: recordFrameIntervals = False
69.6400 	EXP 	text_3: autoDraw = False
69.6400 	EXP 	text_3: autoDraw = False
69.6400 	EXP 	text: autoDraw = True
69.6402 	EXP 	window1: recordFrameIntervals = False
70.4580 	EXP 	Sound  started
70.6416 	DATA 	Keypress: space
70.6431 	EXP 	Sound  stopped
70.6578 	EXP 	text: autoDraw = False
70.6578 	EXP 	text_3: autoDraw = True
71.6435 	EXP 	New trial (rep=26, index=0): None
71.6437 	EXP 	window1: recordFrameIntervals = False
71.6589 	EXP 	text_3: autoDraw = False
71.6589 	EXP 	text_3: autoDraw = False
71.6589 	EXP 	text: autoDraw = True
71.6591 	EXP 	window1: recordFrameIntervals = False
72.5438 	EXP 	Sound  started
72.7110 	DATA 	Keypress: space
72.7271 	EXP 	Sound  stopped
72.7283 	EXP 	Sound  stopped
72.7434 	EXP 	text: autoDraw = False
72.7434 	EXP 	text_3: autoDraw = True
73.7289 	EXP 	New trial (rep=27, index=0): None
73.7290 	EXP 	window1: recordFrameIntervals = False
73.7446 	EXP 	text_3: autoDraw = False
73.7446 	EXP 	text_3: autoDraw = False
73.7446 	EXP 	text: autoDraw = True
73.7448 	EXP 	window1: recordFrameIntervals = False
74.4625 	EXP 	Sound  started
74.6463 	DATA 	Keypress: space
74.6476 	EXP 	Sound  stopped
74.6626 	EXP 	text: autoDraw = False
74.6626 	EXP 	text_3: autoDraw = True
75.6478 	EXP 	New trial (rep=28, index=0): None
75.6479 	EXP 	window1: recordFrameIntervals = False
75.6636 	EXP 	text_3: autoDraw = False
75.6636 	EXP 	text_3: autoDraw = False
75.6636 	EXP 	text: autoDraw = True
75.6638 	EXP 	window1: recordFrameIntervals = False
76.3985 	EXP 	Sound  started
76.5981 	EXP 	Sound  stopped
76.6154 	DATA 	Keypress: space
76.6167 	EXP 	Sound  stopped
76.6311 	EXP 	text: autoDraw = False
76.6311 	EXP 	text_3: autoDraw = True
77.6167 	EXP 	New trial (rep=29, index=0): None
77.6169 	EXP 	window1: recordFrameIntervals = False
77.6322 	EXP 	text_3: autoDraw = False
77.6322 	EXP 	text_3: autoDraw = False
77.6322 	EXP 	text: autoDraw = True
77.6324 	EXP 	window1: recordFrameIntervals = False
78.4508 	EXP 	Sound  started
78.6504 	EXP 	Sound  stopped
78.6511 	DATA 	Keypress: space
78.6686 	EXP 	Sound  stopped
78.6832 	EXP 	text: autoDraw = False
78.6832 	EXP 	text_3: autoDraw = True
79.6690 	EXP 	New trial (rep=30, index=0): None
79.6691 	EXP 	window1: recordFrameIntervals = False
79.6846 	EXP 	text_3: autoDraw = False
79.6846 	EXP 	text_3: autoDraw = False
79.6846 	EXP 	text: autoDraw = True
79.6848 	EXP 	window1: recordFrameIntervals = False
80.3360 	EXP 	Sound  started
80.5193 	DATA 	Keypress: space
80.5195 	EXP 	Sound  stopped
80.5206 	EXP 	Sound  stopped
80.5357 	EXP 	text: autoDraw = False
80.5357 	EXP 	text_3: autoDraw = True
80.7362 	DATA 	Keypress: space
81.5211 	EXP 	New trial (rep=31, index=0): None
81.5213 	EXP 	window1: recordFrameIntervals = False
81.5371 	EXP 	text_3: autoDraw = False
81.5371 	EXP 	text_3: autoDraw = False
81.5371 	EXP 	text: autoDraw = True
81.5373 	EXP 	window1: recordFrameIntervals = False
82.0375 	EXP 	Sound  started
82.2210 	EXP 	Sound  stopped
82.2879 	DATA 	Keypress: space
82.2891 	EXP 	Sound  stopped
82.3042 	EXP 	text: autoDraw = False
82.3042 	EXP 	text_3: autoDraw = True
83.2895 	EXP 	New trial (rep=32, index=0): None
83.2897 	EXP 	window1: recordFrameIntervals = False
83.3053 	EXP 	text_3: autoDraw = False
83.3053 	EXP 	text_3: autoDraw = False
83.3053 	EXP 	text: autoDraw = True
83.3055 	EXP 	window1: recordFrameIntervals = False
83.9068 	DATA 	Keypress: space
83.9080 	EXP 	Sound  stopped
83.9231 	EXP 	text: autoDraw = False
83.9231 	EXP 	text_3: autoDraw = True
84.9084 	EXP 	New trial (rep=33, index=0): None
84.9086 	EXP 	window1: recordFrameIntervals = False
84.9244 	EXP 	text_3: autoDraw = False
84.9244 	EXP 	text_3: autoDraw = False
84.9244 	EXP 	text: autoDraw = True
84.9246 	EXP 	window1: recordFrameIntervals = False
85.6250 	EXP 	Sound  started
85.8082 	EXP 	Sound  stopped
85.8585 	DATA 	Keypress: space
85.8598 	EXP 	Sound  stopped
85.8750 	EXP 	text: autoDraw = False
85.8750 	EXP 	text_3: autoDraw = True
86.8602 	EXP 	New trial (rep=34, index=0): None
86.8604 	EXP 	window1: recordFrameIntervals = False
86.8760 	EXP 	text_3: autoDraw = False
86.8760 	EXP 	text_3: autoDraw = False
86.8760 	EXP 	text: autoDraw = True
86.8762 	EXP 	window1: recordFrameIntervals = False
87.4768 	DATA 	Keypress: space
87.4781 	EXP 	Sound  stopped
87.4933 	EXP 	text: autoDraw = False
87.4933 	EXP 	text_3: autoDraw = True
88.4788 	EXP 	New trial (rep=35, index=0): None
88.4790 	EXP 	window1: recordFrameIntervals = False
88.4945 	EXP 	text_3: autoDraw = False
88.4945 	EXP 	text_3: autoDraw = False
88.4945 	EXP 	text: autoDraw = True
88.4947 	EXP 	window1: recordFrameIntervals = False
89.1788 	EXP 	Sound  started
89.3626 	EXP 	Sound  stopped
89.3958 	DATA 	Keypress: space
89.3970 	EXP 	Sound  stopped
89.4121 	EXP 	text: autoDraw = False
89.4121 	EXP 	text_3: autoDraw = True
90.3976 	EXP 	New trial (rep=36, index=0): None
90.3978 	EXP 	window1: recordFrameIntervals = False
90.4134 	EXP 	text_3: autoDraw = False
90.4134 	EXP 	text_3: autoDraw = False
90.4134 	EXP 	text: autoDraw = True
90.4136 	EXP 	window1: recordFrameIntervals = False
91.0812 	EXP 	Sound  started
91.2813 	DATA 	Keypress: space
91.2814 	EXP 	Sound  stopped
91.2830 	EXP 	Sound  stopped
91.2975 	EXP 	text: autoDraw = False
91.2975 	EXP 	text_3: autoDraw = True
92.2831 	EXP 	New trial (rep=37, index=0): None
92.2833 	EXP 	window1: recordFrameIntervals = False
92.2986 	EXP 	text_3: autoDraw = False
92.2986 	EXP 	text_3: autoDraw = False
92.2986 	EXP 	text: autoDraw = True
92.2988 	EXP 	window1: recordFrameIntervals = False
93.0000 	EXP 	Sound  started
93.1832 	EXP 	Sound  stopped
93.2167 	DATA 	Keypress: space
93.2180 	EXP 	Sound  stopped
93.2332 	EXP 	text: autoDraw = False
93.2332 	EXP 	text_3: autoDraw = True
94.2188 	EXP 	New trial (rep=38, index=0): None
94.2191 	EXP 	window1: recordFrameIntervals = False
94.2344 	EXP 	text_3: autoDraw = False
94.2344 	EXP 	text: autoDraw = True
94.2345 	EXP 	window1: recordFrameIntervals = False
95.1522 	EXP 	Sound  started
95.3524 	DATA 	Keypress: space
95.3526 	EXP 	Sound  stopped
95.3540 	EXP 	Sound  stopped
95.3691 	EXP 	text: autoDraw = False
95.3691 	EXP 	text_3: autoDraw = True
96.3541 	EXP 	New trial (rep=39, index=0): None
96.3542 	EXP 	window1: recordFrameIntervals = False
96.3698 	EXP 	text_3: autoDraw = False
96.3698 	EXP 	text_3: autoDraw = False
96.3698 	EXP 	text: autoDraw = True
96.3699 	EXP 	window1: recordFrameIntervals = False
97.2044 	EXP 	Sound  started
97.3882 	DATA 	Keypress: space
97.3884 	EXP 	Sound  stopped
97.3897 	EXP 	Sound  stopped
97.4043 	EXP 	text: autoDraw = False
97.4043 	EXP 	text_3: autoDraw = True
98.3900 	EXP 	New trial (rep=40, index=0): None
98.3902 	EXP 	window1: recordFrameIntervals = False
98.4055 	EXP 	text_3: autoDraw = False
98.4055 	EXP 	text_3: autoDraw = False
98.4055 	EXP 	text: autoDraw = True
98.4057 	EXP 	window1: recordFrameIntervals = False
99.3246 	EXP 	Sound  started
99.5239 	EXP 	Sound  stopped
99.7740 	DATA 	Keypress: space
99.7753 	EXP 	Sound  stopped
99.7903 	EXP 	text: autoDraw = False
99.7903 	EXP 	text_3: autoDraw = True
100.7759 	EXP 	New trial (rep=41, index=0): None
100.7761 	EXP 	window1: recordFrameIntervals = False
100.7914 	EXP 	text_3: autoDraw = False
100.7914 	EXP 	text_3: autoDraw = False
100.7914 	EXP 	text: autoDraw = True
100.7916 	EXP 	window1: recordFrameIntervals = False
101.7768 	EXP 	Sound  started
101.9432 	DATA 	Keypress: space
101.9444 	EXP 	Sound  stopped
101.9595 	EXP 	text: autoDraw = False
101.9595 	EXP 	text_3: autoDraw = True
102.9452 	EXP 	New trial (rep=42, index=0): None
102.9453 	EXP 	window1: recordFrameIntervals = False
102.9609 	EXP 	text_3: autoDraw = False
102.9609 	EXP 	text_3: autoDraw = False
102.9609 	EXP 	text: autoDraw = True
102.9611 	EXP 	window1: recordFrameIntervals = False
103.4617 	EXP 	Sound  started
103.6447 	EXP 	Sound  stopped
103.6952 	DATA 	Keypress: space
103.6966 	EXP 	Sound  stopped
