trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,1.01275014877,0.62,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
1,0,1,0,space,0,1.11722898483,0.81,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
2,0,2,0,space,0,0.984139204025,0.65,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
3,0,3,0,space,0,1.08403110504,0.85,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
4,0,4,0,space,0,1.13432598114,0.86,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
5,0,5,0,space,0,1.20101094246,0.96,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
6,0,6,0,space,0,1.01708197594,0.6,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
7,0,7,0,space,0,1.15110898018,0.9,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
8,0,8,0,space,0,0.983506917953,0.72,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
9,0,9,0,space,0,0.86704993248,0.6,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
10,0,10,0,space,0,0.900427103043,0.68,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
11,0,11,0,space,0,0.967272043228,0.75,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
12,0,12,0,space,0,1.03390407562,0.79,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
13,0,13,0,space,0,0.833460092545,0.55,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
14,0,14,0,space,0,0.784115791321,0.54,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
15,0,15,0,space,0,0.767333984375,0.53,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
16,0,16,0,space,0,1.1005089283,0.85,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
17,0,17,0,space,0,1.06748700142,0.83,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
18,0,18,0,space,0,1.15002799034,0.87,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
19,0,19,0,space,0,1.15049386024,0.84,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
20,0,20,0,space,0,0.984447956085,0.65,2015_Jun_02_1518,59.653765851,DondersAuditory2,001,103,
