trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,1.07061100006,0.81,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
1,0,1,0,space,0,0.750194072723,0.54,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
2,0,2,0,space,0,0.866959810257,0.71,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
3,0,3,0,space,0,0.933614015579,0.72,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
4,0,4,0,space,0,1.03327798843,0.84,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
5,0,5,0,space,0,0.967003107071,0.76,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
6,0,6,0,space,0,0.867340087891,0.68,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
7,0,7,0,space,0,1.18434715271,0.99,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
8,0,8,0,space,0,0.933237075806,0.71,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
9,0,9,0,space,0,1.1006500721,0.88,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
10,0,10,0,space,0,1.03384304047,0.8,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
11,0,11,0,space,0,0.783496856689,0.53,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
12,0,12,0,space,0,1.2167930603,0.98,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
13,0,13,0,space,0,0.833850860596,0.57,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
14,0,14,0,space,0,0.916725158691,0.64,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
15,0,15,0,space,0,1.08374404907,0.82,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
16,0,16,0,space,0,0.900537967682,0.66,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
17,0,17,0,space,0,1.10054397583,0.85,2015_Jun_02_1608,60.053233605,DondersAuditory3,003,101,
