trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.93994307518,0.59,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
1,0,1,0,space,0,1.00038409233,0.72,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
2,0,2,0,space,0,0.833918094635,0.55,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
3,0,3,0,space,0,0.983691930771,0.74,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
4,0,4,0,space,0,0.900394201279,0.65,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
5,0,5,0,space,0,1.00020384789,0.75,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
6,0,6,0,space,0,0.801120996475,0.96,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
7,0,7,0,space,0,0.883494853973,0.63,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
8,0,8,0,space,0,1.00034403801,0.73,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
9,0,9,0,space,0,1.10123705864,0.86,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
10,0,10,0,space,0,1.05145311356,0.6,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
11,0,11,0,space,0,0.850277900696,0.55,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
12,0,12,0,space,0,0.783932924271,0.58,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
13,0,13,0,space,0,0.933964967728,0.7,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
14,0,14,0,space,0,0.650207042694,0.9,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
15,0,15,0,space,0,0.817429065704,0.57,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
16,0,16,0,space,0,1.23403215408,0.99,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
17,0,17,0,space,0,1.16721391678,0.91,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
18,0,18,0,space,0,0.833532094955,0.6,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
19,0,19,0,space,0,0.917356967926,0.69,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
20,0,20,0,space,0,1.01762294769,0.76,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
21,0,21,0,space,0,0.800203800201,0.52,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
22,0,22,0,space,0,1.06751704216,0.82,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
23,0,23,0,space,0,0.817049980164,0.81,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
24,0,24,0,space,0,1.03385996819,0.79,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
25,0,25,0,space,0,0.816907167435,0.57,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
26,0,26,0,space,0,0.833885192871,0.55,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
27,0,27,0,space,0,1.21746301651,0.83,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
28,0,28,0,space,0,1.11724805832,0.86,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
29,0,29,0,space,0,0.800907850266,0.52,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
30,0,30,0,space,0,1.33462309837,0.98,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
31,0,31,0,space,0,0.766691923141,0.52,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
32,0,32,0,space,0,1.13421106339,0.86,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
33,0,33,0,space,0,1.23513388634,0.98,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
34,0,34,0,space,0,1.20061016083,0.94,2015_Jun_02_1527,59.972861173,DondersVisual,001,104,
