trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.60360121727,0.83,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
1,0,1,0,space,0,0.516147851944,0.54,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
2,0,2,0,space,0,0.5163230896,0.65,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
3,0,3,0,space,0,1.13425111771,0.64,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
4,0,4,0,space,0,0.767695903778,0.51,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
5,0,5,0,space,0,0.767251968384,0.53,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
6,0,6,0,space,0,0.800200939178,0.57,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
7,0,7,0,space,0,0.750004053116,0.56,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
8,0,8,0,space,0,0.733424901962,0.63,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
9,0,9,0,space,0,0.76680803299,0.59,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
10,0,10,0,space,0,0.884074926376,0.68,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
11,0,11,0,space,0,1.03405213356,0.82,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
12,0,12,0,space,0,1.06749916077,0.84,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
13,0,13,0,space,0,0.83379817009,0.61,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
14,0,14,0,space,0,0.934176921844,0.79,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
15,0,15,0,space,0,0.799966096878,0.7,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
16,0,16,0,space,0,1.00048708916,0.94,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
17,0,17,0,space,0,1.08422994614,0.88,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
18,0,18,0,space,0,0.817101955414,0.54,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
19,0,19,0,space,0,0.817420005798,0.57,2015_Jun_02_1523,59.9524588875,DondersVisual,002,103,
