0.3470 	WARNING 	Movie2 stim could not be imported and won't be available
76.6100 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xeb12eb8>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
76.6100 	EXP 	window1: recordFrameIntervals = False
76.7753 	EXP 	window1: recordFrameIntervals = True
76.9590 	EXP 	window1: recordFrameIntervals = False
78.4998 	EXP 	Set  sound=C
78.5310 	EXP 	Set  sound=900.0
78.5311 	EXP 	Sound  set volume 0.200
78.5847 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
78.5890 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
78.5902 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
78.5911 	EXP 	New trial (rep=0, index=0): None
78.5915 	EXP 	window1: recordFrameIntervals = False
78.6100 	EXP 	text: autoDraw = True
78.6101 	EXP 	window1: recordFrameIntervals = False
79.1608 	EXP 	Sound  started
79.3441 	EXP 	Sound  stopped
79.4445 	DATA 	Keypress: space
79.4451 	EXP 	Sound  stopped
79.4604 	EXP 	text: autoDraw = False
79.4604 	EXP 	text_3: autoDraw = True
80.4454 	EXP 	New trial (rep=1, index=0): None
80.4456 	EXP 	window1: recordFrameIntervals = False
80.4613 	EXP 	text_3: autoDraw = False
80.4613 	EXP 	text_3: autoDraw = False
80.4613 	EXP 	text: autoDraw = True
80.4614 	EXP 	window1: recordFrameIntervals = False
81.2788 	EXP 	Sound  started
81.4621 	EXP 	Sound  stopped
81.5957 	DATA 	Keypress: space
81.5960 	EXP 	Sound  stopped
81.6121 	EXP 	text: autoDraw = False
81.6121 	EXP 	text_3: autoDraw = True
82.5974 	EXP 	New trial (rep=2, index=0): None
82.5977 	EXP 	window1: recordFrameIntervals = False
82.6131 	EXP 	text_3: autoDraw = False
82.6131 	EXP 	text_3: autoDraw = False
82.6131 	EXP 	text: autoDraw = True
82.6133 	EXP 	window1: recordFrameIntervals = False
83.4303 	EXP 	Sound  started
83.6303 	EXP 	Sound  stopped
83.6972 	DATA 	Keypress: space
83.6976 	EXP 	Sound  stopped
83.7136 	EXP 	text: autoDraw = False
83.7136 	EXP 	text_3: autoDraw = True
84.6988 	EXP 	New trial (rep=3, index=0): None
84.6990 	EXP 	window1: recordFrameIntervals = False
84.7143 	EXP 	text_3: autoDraw = False
84.7143 	EXP 	text_3: autoDraw = False
84.7143 	EXP 	text: autoDraw = True
84.7145 	EXP 	window1: recordFrameIntervals = False
85.6153 	EXP 	Sound  started
85.7985 	EXP 	Sound  stopped
85.8822 	DATA 	Keypress: space
85.8824 	EXP 	Sound  stopped
85.8985 	EXP 	text: autoDraw = False
85.8985 	EXP 	text_3: autoDraw = True
86.8836 	EXP 	New trial (rep=4, index=0): None
86.8838 	EXP 	window1: recordFrameIntervals = False
86.8993 	EXP 	text_3: autoDraw = False
86.8993 	EXP 	text_3: autoDraw = False
86.8993 	EXP 	text: autoDraw = True
86.8994 	EXP 	window1: recordFrameIntervals = False
87.7337 	EXP 	Sound  started
87.9172 	EXP 	Sound  stopped
88.0173 	DATA 	Keypress: space
88.0175 	EXP 	Sound  stopped
88.0338 	EXP 	text: autoDraw = False
88.0338 	EXP 	text_3: autoDraw = True
89.0189 	EXP 	New trial (rep=5, index=0): None
89.0191 	EXP 	window1: recordFrameIntervals = False
89.0345 	EXP 	text_3: autoDraw = False
89.0345 	EXP 	text_3: autoDraw = False
89.0345 	EXP 	text: autoDraw = True
89.0346 	EXP 	window1: recordFrameIntervals = False
90.0191 	EXP 	Sound  started
90.2023 	EXP 	Sound  stopped
90.3026 	DATA 	Keypress: space
90.3029 	EXP 	Sound  stopped
90.3190 	EXP 	text: autoDraw = False
90.3190 	EXP 	text_3: autoDraw = True
91.3040 	EXP 	New trial (rep=6, index=0): None
91.3042 	EXP 	window1: recordFrameIntervals = False
91.3197 	EXP 	text_3: autoDraw = False
91.3197 	EXP 	text_3: autoDraw = False
91.3197 	EXP 	text: autoDraw = True
91.3199 	EXP 	window1: recordFrameIntervals = False
91.8205 	EXP 	Sound  started
92.0036 	EXP 	Sound  stopped
92.1706 	DATA 	Keypress: space
92.1709 	EXP 	Sound  stopped
92.1870 	EXP 	text: autoDraw = False
92.1870 	EXP 	text_3: autoDraw = True
93.1722 	EXP 	New trial (rep=7, index=0): None
