trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.846801042557,0.55,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
1,0,1,0,space,0,0.984019041061,0.7,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
2,0,2,0,space,0,0.867290019989,0.64,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
3,0,3,0,space,0,0.767014980316,0.53,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
4,0,4,0,space,0,0.833913087845,0.62,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
5,0,5,0,space,0,0.866962194443,0.64,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
6,0,6,0,space,0,0.850631952286,0.56,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
7,0,7,0,space,0,0.83392906189,0.75,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
8,0,8,0,space,0,1.00034999847,0.68,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
9,0,9,0,space,0,1.11750197411,0.81,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
10,0,10,0,space,0,0.983845949173,0.69,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
11,0,11,0,space,0,1.20160603523,0.89,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
12,0,12,0,space,0,0.850126981735,0.55,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
13,0,13,0,space,0,1.03399515152,0.75,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
14,0,14,0,space,0,1.23465895653,0.95,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
15,0,15,0,space,0,0.867650032043,0.59,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
16,0,16,0,space,0,0.933974981308,0.68,2015_Jun_02_1458,59.8268371099,DondersAuditory2,001,101,
