0.3274 	WARNING 	Movie2 stim could not be imported and won't be available
45.5317 	EXP 	Sound  started
45.7148 	EXP 	Sound  stopped
45.7319 	DATA 	Keypress: space
45.7321 	EXP 	Sound  stopped
45.7481 	EXP 	text: autoDraw = False
45.7481 	EXP 	text_3: autoDraw = True
46.7330 	EXP 	New trial (rep=18, index=0): None
46.7332 	EXP 	window1: recordFrameIntervals = False
46.7487 	EXP 	text_3: autoDraw = False
46.7487 	EXP 	text_3: autoDraw = False
46.7487 	EXP 	text: autoDraw = True
46.7489 	EXP 	window1: recordFrameIntervals = False
47.2665 	EXP 	Sound  started
47.4333 	EXP 	Sound  stopped
47.6003 	DATA 	Keypress: space
47.6006 	EXP 	Sound  stopped
47.6168 	EXP 	text: autoDraw = False
47.6168 	EXP 	text_3: autoDraw = True
48.6015 	EXP 	New trial (rep=19, index=0): None
48.6017 	EXP 	window1: recordFrameIntervals = False
48.6173 	EXP 	text_3: autoDraw = False
48.6173 	EXP 	text_3: autoDraw = False
48.6173 	EXP 	text: autoDraw = True
48.6175 	EXP 	window1: recordFrameIntervals = False
48.9023 	DATA 	Keypress: escape
