0.3140 	WARNING 	Movie2 stim could not be imported and won't be available
58.6737 	EXP 	text_2: autoDraw = True
58.8737 	EXP 	text_2: autoDraw = False
58.8910 	DATA 	Keypress: space
58.9239 	EXP 	text: autoDraw = False
58.9239 	EXP 	text_2: autoDraw = False
58.9239 	EXP 	text_3: autoDraw = True
59.9092 	EXP 	New trial (rep=27, index=0): None
59.9095 	EXP 	window1: recordFrameIntervals = False
59.9250 	EXP 	text_3: autoDraw = False
59.9250 	EXP 	text: autoDraw = True
59.9252 	EXP 	window1: recordFrameIntervals = False
60.7595 	EXP 	text_2: autoDraw = True
60.8935 	DATA 	Keypress: space
60.9095 	EXP 	text: autoDraw = False
60.9095 	EXP 	text_2: autoDraw = False
60.9095 	EXP 	text_3: autoDraw = True
61.8944 	EXP 	New trial (rep=28, index=0): None
61.8945 	EXP 	window1: recordFrameIntervals = False
61.9100 	EXP 	text_3: autoDraw = False
61.9100 	EXP 	text_3: autoDraw = False
61.9100 	EXP 	text: autoDraw = True
61.9101 	EXP 	window1: recordFrameIntervals = False
62.4275 	EXP 	text_2: autoDraw = True
62.6113 	EXP 	text_2: autoDraw = False
62.6778 	DATA 	Keypress: space
62.6943 	EXP 	text: autoDraw = False
62.6943 	EXP 	text_2: autoDraw = False
62.6943 	EXP 	text_3: autoDraw = True
63.6798 	EXP 	New trial (rep=29, index=0): None
63.6799 	EXP 	window1: recordFrameIntervals = False
63.6955 	EXP 	text_3: autoDraw = False
63.6955 	EXP 	text_3: autoDraw = False
63.6955 	EXP 	text: autoDraw = True
63.6958 	EXP 	window1: recordFrameIntervals = False
64.2961 	EXP 	text_2: autoDraw = True
64.4798 	EXP 	text_2: autoDraw = False
64.5303 	DATA 	Keypress: space
64.5465 	EXP 	text: autoDraw = False
64.5465 	EXP 	text_2: autoDraw = False
64.5465 	EXP 	text_3: autoDraw = True
65.5323 	EXP 	New trial (rep=30, index=0): None
65.5325 	EXP 	window1: recordFrameIntervals = False
65.5482 	EXP 	text_3: autoDraw = False
65.5482 	EXP 	text: autoDraw = True
65.5484 	EXP 	window1: recordFrameIntervals = False
66.3990 	DATA 	Keypress: space
66.4152 	EXP 	text_2: autoDraw = True
66.4152 	EXP 	text: autoDraw = False
66.4152 	EXP 	text_2: autoDraw = False
66.4152 	EXP 	text_3: autoDraw = True
67.4008 	EXP 	New trial (rep=31, index=0): None
67.4009 	EXP 	window1: recordFrameIntervals = False
67.4165 	EXP 	text_3: autoDraw = False
67.4165 	EXP 	text_3: autoDraw = False
67.4165 	EXP 	text: autoDraw = True
67.4167 	EXP 	window1: recordFrameIntervals = False
68.3344 	EXP 	text_2: autoDraw = True
68.5174 	EXP 	text_2: autoDraw = False
68.5845 	DATA 	Keypress: space
68.6009 	EXP 	text: autoDraw = False
68.6009 	EXP 	text_2: autoDraw = False
68.6009 	EXP 	text_3: autoDraw = True
69.5866 	EXP 	New trial (rep=32, index=0): None
69.5867 	EXP 	window1: recordFrameIntervals = False
69.6022 	EXP 	text_3: autoDraw = False
69.6022 	EXP 	text_3: autoDraw = False
69.6022 	EXP 	text: autoDraw = True
69.6025 	EXP 	window1: recordFrameIntervals = False
70.4030 	EXP 	text_2: autoDraw = True
70.6033 	EXP 	text_2: autoDraw = False
70.6205 	DATA 	Keypress: space
70.6366 	EXP 	text: autoDraw = False
70.6366 	EXP 	text_2: autoDraw = False
70.6366 	EXP 	text_3: autoDraw = True
71.6219 	EXP 	New trial (rep=33, index=0): None
71.6221 	EXP 	window1: recordFrameIntervals = False
71.6376 	EXP 	text_3: autoDraw = False
71.6376 	EXP 	text_3: autoDraw = False
71.6376 	EXP 	text: autoDraw = True
71.6378 	EXP 	window1: recordFrameIntervals = False
72.3217 	EXP 	text_2: autoDraw = True
72.5054 	EXP 	text_2: autoDraw = False
72.5556 	DATA 	Keypress: space
72.5721 	EXP 	text: autoDraw = False
72.5721 	EXP 	text_2: autoDraw = False
72.5721 	EXP 	text_3: autoDraw = True
73.5575 	EXP 	New trial (rep=34, index=0): None
73.5576 	EXP 	window1: recordFrameIntervals = False
73.5732 	EXP 	text_3: autoDraw = False
73.5732 	EXP 	text_3: autoDraw = False
73.5732 	EXP 	text: autoDraw = True
73.5734 	EXP 	window1: recordFrameIntervals = False
74.2904 	EXP 	text_2: autoDraw = True
74.4741 	EXP 	text_2: autoDraw = False
74.5081 	DATA 	Keypress: space
74.5243 	EXP 	text: autoDraw = False
74.5243 	EXP 	text_2: autoDraw = False
74.5243 	EXP 	text_3: autoDraw = True
75.5100 	EXP 	New trial (rep=35, index=0): None
75.5102 	EXP 	window1: recordFrameIntervals = False
75.5258 	EXP 	text_3: autoDraw = False
75.5258 	EXP 	text: autoDraw = True
75.5261 	EXP 	window1: recordFrameIntervals = False
76.4602 	EXP 	text_2: autoDraw = True
76.4767 	DATA 	Keypress: space
76.4930 	EXP 	text: autoDraw = False
76.4930 	EXP 	text_2: autoDraw = False
76.4930 	EXP 	text_3: autoDraw = True
77.4788 	EXP 	New trial (rep=36, index=0): None
77.4789 	EXP 	window1: recordFrameIntervals = False
77.4945 	EXP 	text_3: autoDraw = False
77.4945 	EXP 	text_3: autoDraw = False
77.4945 	EXP 	text: autoDraw = True
77.4947 	EXP 	window1: recordFrameIntervals = False
78.4118 	EXP 	text_2: autoDraw = True
78.5955 	EXP 	text_2: autoDraw = False
78.7124 	DATA 	Keypress: space
78.7294 	EXP 	text: autoDraw = False
78.7294 	EXP 	text_2: autoDraw = False
78.7294 	EXP 	text_3: autoDraw = True
79.7144 	EXP 	New trial (rep=37, index=0): None
79.7147 	EXP 	window1: recordFrameIntervals = False
79.7302 	EXP 	text_3: autoDraw = False
79.7302 	EXP 	text: autoDraw = True
79.7304 	EXP 	window1: recordFrameIntervals = False
80.4307 	EXP 	text_2: autoDraw = True
80.6308 	EXP 	text_2: autoDraw = False
80.6648 	DATA 	Keypress: space
80.6811 	EXP 	text: autoDraw = False
80.6811 	EXP 	text_2: autoDraw = False
80.6811 	EXP 	text_3: autoDraw = True
81.6667 	EXP 	New trial (rep=38, index=0): None
81.6669 	EXP 	window1: recordFrameIntervals = False
81.6824 	EXP 	text_3: autoDraw = False
81.6824 	EXP 	text_3: autoDraw = False
81.6824 	EXP 	text: autoDraw = True
81.6827 	EXP 	window1: recordFrameIntervals = False
82.2995 	EXP 	text_2: autoDraw = True
82.4834 	EXP 	text_2: autoDraw = False
82.6001 	DATA 	Keypress: space
82.6165 	EXP 	text: autoDraw = False
82.6165 	EXP 	text_2: autoDraw = False
82.6165 	EXP 	text_3: autoDraw = True
83.6021 	EXP 	New trial (rep=39, index=0): None
