corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,space,0.334717988968,,,,,,,,,,,,,,,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,0,0,0,0,,,0.25,stop,squaremagenta.gif,z,1,0.317547082901,0,0,0,1,0,0,1,0.2,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,0,1,1,1,,,-1,go,triangleblue.gif,m,1,0.317248106003,1,0.317248106003,1,1,0,0,2,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,1,0,2,0,,,-1,go,triangleblue.gif,z,1,0.334131002426,2,0.651379108429,2,1,0,0,3,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,1,1,3,1,,,-1,go,circleyellow.gif,m,1,0.35072517395,3,1.00210428238,3,1,0,0,4,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,2,0,4,0,,,0.2,stop,diamondcyan.gif,z,1,0.250777959824,3,1.00210428238,3,2,0,0,5,0.15,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,2,1,5,1,,,0.25,stop,hexagongray.gif,m,1,0.283874034882,3,1.00210428238,3,3,0,0,6,0.2,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,3,0,6,1,,,-1,go,linewhite.gif,m,1,0.317353010178,4,1.31945729256,4,3,0,0,7,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,3,1,7,0,,,-1,go,invertedtriangleorange.gif,z,1,0.367332935333,5,1.68679022789,5,3,0,0,8,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,4,0,8,1,,,0.2,stop,hexagongray.gif,m,1,0.384169816971,5,1.68679022789,5,4,0,0,9,0.15,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,4,1,9,1,,,-1,go,circleyellow.gif,m,1,0.384150981903,6,2.07094120979,6,4,0,0,10,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,5,0,10,1,,,0.15,stop,hexagongray.gif,m,1,0.334197998047,6,2.07094120979,6,5,0,0,11,0.1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,5,1,11,1,,,-1,go,diamondcyan.gif,m,1,0.36750793457,7,2.43844914436,7,5,0,0,12,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,6,0,12,0,,,0.15,stop,crossgreen.gif,z,1,0.317306995392,7,2.43844914436,7,6,0,0,13,0.1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,6,1,13,1,,,-1,go,linewhite.gif,m,1,0.41743516922,8,2.85588431358,8,6,0,0,14,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,7,0,14,0,,,-1,go,squaremagenta.gif,z,1,0.334078073502,9,3.18996238708,9,6,0,0,15,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,-1,go,hexagongray.gif,z,1,0.384179115295,10,3.57414150238,10,6,0,0,16,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,8,0,16,0,,,-1,go,linewhite.gif,z,1,0.400913953781,11,3.97505545616,11,6,0,0,17,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
m,0,200,,,,,0,0,0,0,None,8,1,17,1,,,-1,go,invertedtriangleorange.gif,m,1,0.500968933105,12,4.47602438927,12,6,0,0,18,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,9,0,18,0,,,-1,go,linewhite.gif,z,1,0.4343791008,13,4.91040349007,13,6,0,0,19,-1,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
z,0,-200,,,,,0,0,0,0,None,9,1,19,0,,,0.1,stop,hexagongray.gif,None,0,,13,4.91040349007,13,7,1,0,20,0.15,LearningTask,,,59.9609438661,3,2015_Mar_31_1455,2080,
