xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,key_resp_7.keys,key_resp_7.rt,expName,gender (m/f),age,frameRate,session,date,participant,
-200,a,-200,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,50.8833670616,None,0,,0.503699064255,0.00143194198608,53.8887369633,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.516057014465,0.00100493431091,56.8894951344,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,2,0,2,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515314817429,0.00168085098267,59.8899700642,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515372991562,0.00157403945923,62.8901131153,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515512943268,0.00171494483948,65.890568018,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,65.9708900452,None,0,,0.501607179642,0.000910043716431,68.9743750095,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.51580619812,0.00125813484192,71.9749441147,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,2,0,2,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515262126923,0.00177812576294,74.9750261307,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515784978867,0.00173687934875,77.9757049084,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,4,0,4,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515560865402,0.0017569065094,80.9760870934,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,0,9,9,6,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,81.0641789436,None,0,,0.510577917099,0.000893831253052,84.0596690178,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,0,9,9,6,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515684127808,0.00176906585693,87.060147047,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,0,9,9,6,2,0,2,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,0.515736103058,0.00171709060669,90.0607190132,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,0,9,9,6,3,0,3,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.217761993408,0.515475988388,0.00175786018372,93.0612120628,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,94.3370499611,,,,,,97.3311491013,-1,go,linegray.gif,m,1,0.48428106308,1,0.48428106308,1,0,0,0,0,0.00198006629944,0.506447076797,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,97.331977129,,,,,,100.330686092,0.25,stop,invertedtrianglemagenta.gif,None,0,,1,0.48428106308,1,1,1,0,0,0.00123190879822,0.512286901474,0.762372016907,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,100.33146596,,,,,,103.331180096,0.25,stop,invertedtrianglemagenta.gif,z,1,0.767154932022,1,0.48428106308,1,2,1,0,0,0.00133800506592,0.513310909271,0.763329982758,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,m,0,200,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,103.332029104,,,,,,106.331396103,0.25,stop,crossblue.gif,z,0,0.750801086426,1,0.48428106308,1,3,1,0,0,0.00131177902222,0.512757778168,0.762797832489,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,106.332250118,,,,,,109.331949949,0.25,stop,crossblue.gif,m,1,0.534127950668,1,0.48428106308,1,4,1,0,0,0.00126004219055,0.513056993484,0.763126134872,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,109.332808018,,,,,,112.332318068,0.25,stop,crossblue.gif,None,0,,1,0.48428106308,1,5,2,0,0,0.00134110450745,0.5130610466,0.762894153595,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,112.333171129,,,,,,115.332816124,0.25,stop,crossblue.gif,None,0,,1,0.48428106308,1,6,3,0,0,0.00133609771729,0.512892961502,0.762892007828,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,115.333498001,,,,,,118.333121061,0.25,stop,invertedtrianglemagenta.gif,m,1,0.617135047913,1,0.48428106308,1,7,3,0,0,0.00124883651733,0.513469934464,0.763575792313,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,z,0,-200,,,,,,,,,,4,0,8,0,,,,,,,,,,,,,,,,,,,,,118.333972931,,,,,,121.332760096,0.25,stop,circleyellow.gif,None,0,,1,0.48428106308,1,8,4,0,0,0.00136494636536,0.513086080551,0.763127088547,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,z,0,-200,,,,,,,,,,4,1,9,0,,,,,,,,,,,,,,,,,,,,,121.333347082,,,,,,124.333832979,0.25,stop,invertedtrianglemagenta.gif,None,0,,1,0.48428106308,1,9,5,0,0,0.00120878219604,0.514447927475,0.764437913895,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.95793485641,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.716412067413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,None,,,,,,,,127.258243084,q,1,0.601057052612,0.506105899811,0.00113296508789,130.24951911,,,,,,,,,,,,,,,,,,,0.45,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,None,,,,,,,,130.423257113,w,1,0.384553909302,0.507780075073,0.00150394439697,133.416898966,,,,,,,,,,,,,,,,,,,1.86,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,0,0,0,0,None,,,,,,,,133.596584082,w,1,0.367603063583,0.501966953278,0.000938892364502,136.600562096,,,,,,,,,,,,,,,,,,,1.97,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,0,0,0,0,None,,,,,,,,136.784657955,q,1,0.334032058716,0.514528036118,0.000945806503296,139.784289122,,,,,,,,,,,,,,,,,,,1.8,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,0,0,0,0,None,,,,,,,,139.975893974,a,0,0.567408800125,0.506998062134,0.000898122787476,142.968080044,,,,,,,,,,,,,,,,,,,2.18,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,1,0,1,0,None,,,,,,,,,None,0,,0.515448093414,0.00176405906677,145.968513966,,,,,,,,,,,,,,,,,,,2.19,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,2,0,2,0,None,,,,,,,,,q,0,0.41761302948,0.515355110168,0.00175499916077,148.968986034,,,,,,,,,,,,,,,,,,,1.81,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,3,0,3,0,None,,,,,,,,,None,0,,0.515377044678,0.00155782699585,151.969308138,,,,,,,,,,,,,,,,,,,2.19,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,4,0,4,0,None,,,,,,,,,None,0,,0.515497922897,0.00159502029419,154.970050097,,,,,,,,,,,,,,,,,,,1.96,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,0,0,0,0,None,,,,,,,,155.222856045,None,0,,0.512059926987,0.000977039337158,158.220170021,,,,,,,,,,,,,,,,,,,1.05,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,1,0,1,0,None,,,,,,,,,s,1,0.384394884109,0.515498161316,0.00174903869629,161.220680952,,,,,,,,,,,,,,,,,,,1.13,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,0,0,0,0,None,,,,,,,,161.436268091,None,0,,0.516160964966,0.000949859619141,164.437886953,,,,,,,,,,,,,,,,,,,3.91,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,1,0,1,0,None,,,,,,,,,None,0,,0.515199899673,0.00156283378601,167.438169956,,,,,,,,,,,,,,,,,,,3.96,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,2,0,2,0,None,,,,,,,,,a,1,0.383538961411,0.515648126602,0.00170707702637,170.438565016,,,,,,,,,,,,,,,,,,,4.23,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,0,0,0,0,None,,,,,,,,170.662349939,q,1,0.500923871994,0.508223056793,0.000951051712036,173.655632973,,,,,,,,,,,,,,,,,,,0.29,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,0,0,0,0,None,,,,,,,,173.878099918,None,0,,0.509538888931,0.000931024551392,176.872865915,,,,,,,,,,,,,,,,,,,3.99,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,1,0,1,0,None,,,,,,,,,None,0,,0.515426874161,0.00181579589844,179.873501062,,,,,,,,,,,,,,,,,,,3.89,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,2,0,2,0,None,,,,,,,,,None,0,,0.515171051025,0.00175595283508,182.873748064,,,,,,,,,,,,,,,,,,,3.81,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,3,0,3,0,None,,,,,,,,,w,1,0.334029912949,0.515468835831,0.00165796279907,185.874181032,,,,,,,,,,,,,,,,,,,4.05,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,0,0,0,0,None,,,,,,,,186.111246109,s,1,0.600980043411,0.511168956757,0.000975847244263,189.107967138,,,,,,,,,,,,,,,,,,,0.36,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,0,0,0,0,0,None,,,,,,,,189.375778913,w,1,0.817615032196,0.513988018036,0.000901937484741,192.374944925,,,,,,,,,,,,,,,,,,,2.1,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,0,0,0,0,None,,,,,,,,192.627111912,None,0,,0.513122081757,0.000918865203857,195.625688076,,,,,,,,,,,,,,,,,,,3.88,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,1,0,1,0,None,,,,,,,,,None,0,,0.515173912048,0.0017728805542,198.625808001,,,,,,,,,,,,,,,,,,,4.23,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,2,0,2,0,None,,,,,,,,,None,0,,0.515407085419,0.0017511844635,201.626248121,,,,,,,,,,,,,,,,,,,4.06,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,3,0,3,0,None,,,,,,,,,None,0,,0.515442848206,0.00168585777283,204.626733065,,,,,,,,,,,,,,,,,,,4.23,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,4,0,4,0,None,,,,,,,,,None,0,,0.515476942062,0.00175595283508,207.627056122,,,,,,,,,,,,,,,,,,,3.99,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,0,0,0,0,None,,,,,,,,207.882723093,None,0,,0.509558916092,0.00101900100708,210.877658129,,,,,,,,,,,,,,,,,,,0.54,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,1,0,1,0,None,,,,,,,,,None,0,,0.515362977982,0.00148701667786,213.878268957,,,,,,,,,,,,,,,,,,,0.34,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,2,0,2,0,None,,,,,,,,,None,0,,0.515265226364,0.00178408622742,216.878351927,,,,,,,,,,,,,,,,,,,0.65,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,3,0,3,0,None,,,,,,,,,None,0,,0.516120910645,0.00100994110107,219.878890991,,,,,,,,,,,,,,,,,,,0.32,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,4,0,4,0,None,,,,,,,,,None,0,,0.51596903801,0.00126600265503,222.879389048,,,,,,,,,,,,,,,,,,,0.49,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,0,0,0,0,None,,,,,,,,223.14547801,None,0,,0.515838861465,0.000933885574341,226.146081924,,,,,,,,,,,,,,,,,,,2.02,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,1,0,1,0,None,,,,,,,,,None,0,,0.515882968903,0.0012800693512,229.146778107,,,,,,,,,,,,,,,,,,,2.17,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,2,0,2,0,None,,,,,,,,,None,0,,0.515441894531,0.00173997879028,232.147105932,,,,,,,,,,,,,,,,,,,2.02,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,3,0,3,0,None,,,,,,,,,None,0,,0.515520095825,0.00167107582092,235.147489071,,,,,,,,,,,,,,,,,,,2.25,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,4,0,4,0,None,,,,,,,,,None,0,,0.515498876572,0.0015389919281,238.148118019,,,,,,,,,,,,,,,,,,,2.04,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,0,0,0,0,None,,,,,,,,238.435250998,q,1,0.400707006454,0.511255979538,0.00163006782532,241.431656122,,,,,,,,,,,,,,,,,,,0.83,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,0,0,0,0,None,,,,,,,,241.750126123,q,1,0.384152889252,0.513756036758,0.000967025756836,244.749108076,,,,,,,,,,,,,,,,,,,1.07,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,0,0,0,0,None,,,,,,,,245.036778927,q,1,0.400851011276,0.510803937912,0.00092601776123,248.032781124,,,,,,,,,,,,,,,,,,,0.31,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,1,0,0,0,0,None,,,,,,,,248.332109928,q,1,0.617645978928,0.515825033188,0.00102186203003,251.333176136,,,,,,,,,,,,,,,,,,,0.76,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,2,0,0,0,0,None,,,,,,,,251.663414955,s,1,0.434339046478,0.501725912094,0.00118613243103,254.666872025,,,,,,,,,,,,,,,,,,,0.28,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,0,0,0,0,None,,,,,,,,255.014665127,w,1,0.500895023346,0.500920057297,0.000993013381958,258.017614126,,,,,,,,,,,,,,,,,,,4.17,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,0,0,0,0,None,,,,,,,,258.335201979,q,1,0.401051044464,0.513957977295,0.00119090080261,261.334826946,,,,,,,,,,,,,,,,,,,0.83,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,0,0,0,0,None,,,,,,,,261.670563936,w,1,0.384107112885,0.512531042099,0.00108003616333,264.66863203,,,,,,,,,,,,,,,,,,,1.19,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,0,0,0,0,None,,,,,,,,264.994991064,s,1,0.417615890503,0.50546002388,0.000923156738281,267.98555398,,,,,,,,,,,,,,,,,,,0.71,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,1,0,0,0,0,None,,,,,,,,268.364454031,q,1,0.784465789795,0.5030169487,0.000923871994019,271.369308949,,,,,,,,,,,,,,,,,,,2.21,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
