xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,key_resp_7.keys,key_resp_7.rt,expName,gender (m/f),age,frameRate,session,date,participant,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,2,0,0,0,0,None,,,,,,,,271.717554092,s,1,0.55074596405,0.500468969345,0.000956058502197,274.719711065,,,,,,,,,,,,,,,,,,,1.07,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,2,0,0,0,0,None,,,,,,,,275.075864077,s,1,0.534417867661,0.509104013443,0.000926971435547,278.070276976,,,,,,,,,,,,,,,,,,,0.26,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,1,0,0,0,0,None,,,,,,,,278.445472002,q,1,0.500421047211,0.506921052933,0.00104689598083,281.437379122,,,,,,,,,,,,,,,,,,,2.01,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,3,0,0,0,0,None,,,,,,,,281.854449987,a,1,0.767493009567,0.514911174774,0.000974178314209,284.854524136,,,,,,,,,,,,,,,,,,,1.85,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,0,0,0,0,None,,,,,,,,285.229146957,q,1,0.400563955307,0.507386922836,0.000996828079224,288.221904039,,,,,,,,,,,,,,,,,,,1.76,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,0,0,0,0,None,,,,,,,,288.605395079,w,1,0.350826978683,0.514940977097,0.000961065292358,291.605649948,,,,,,,,,,,,,,,,,,,2.22,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,2,0,0,0,0,None,,,,,,,,292.043384075,s,1,0.484088897705,0.510890960693,0.00094199180603,295.039505005,,,,,,,,,,,,,,,,,,,0.87,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,0,0,0,0,0,None,,,,,,,,295.46203804,w,1,0.534316062927,0.508960962296,0.00144386291504,298.456485033,,,,,,,,,,,,,,,,,,,0.26,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,3,0,0,0,0,None,,,,,,,,298.874773979,a,1,0.367547035217,0.513756990433,0.000959157943726,301.873693943,,,,,,,,,,,,,,,,,,,2.08,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,3,0,0,0,0,None,,,,,,,,302.344010115,a,1,0.517650842667,0.511686086655,0.000963926315308,305.340739012,,,,,,,,,,,,,,,,,,,1.17,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,0,0,0,0,0,None,,,,,,,,305.767292976,w,1,0.867803812027,0.505523920059,0.000917911529541,308.757972002,,,,,,,,,,,,,,,,,,,4.22,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,0,0,0,0,None,,,,,,,,309.187179089,s,1,0.701145887375,0.502794027328,0.000910043716431,312.191798925,,,,,,,,,,,,,,,,,,,3.91,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,3,0,0,0,0,None,,,,,,,,312.676137924,q,0,0.334251880646,0.514293909073,0.000988006591797,315.675658941,,,,,,,,,,,,,,,,,,,4.13,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,3,1,0,1,0,None,,,,,,,,,a,1,0.200834035873,0.515661001205,0.00163817405701,318.676147938,,,,,,,,,,,,,,,,,,,3.78,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,0,0,0,0,0,None,,,,,,,,319.131415129,w,1,0.350909948349,0.5099401474,0.00116109848022,322.126667023,,,,,,,,,,,,,,,,,,,1.98,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,3,0,0,0,0,None,,,,,,,,322.588638067,a,1,0.450871944427,0.50332403183,0.000972986221313,325.593717098,,,,,,,,,,,,,,,,,,,1.14,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,2,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,0,0,0,0,0,None,,,,,,,,326.09876895,w,1,0.33401799202,0.510235071182,0.00097393989563,329.094166994,,,,,,,,,,,,,,,,,,,4.0,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,2,0,0,0,0,None,,,,,,,,329.578948021,s,1,0.450993061066,0.513864994049,0.000954866409302,332.578201056,,,,,,,,,,,,,,,,,,,4.08,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,0,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,0,0,0,0,None,,,,,,,,333.067337036,q,1,0.417320966721,0.509567022324,0.000981092453003,336.061928034,,,,,,,,,,,,,,,,,,,0.25,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,2,0,0,0,0,None,,,,,,,,336.601257086,s,1,0.467660903931,0.509032964706,0.000963926315308,339.595650911,,,,,,,,,,,,,,,,,,,1.82,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,10,2,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,1,0,0,0,0,None,,,,,,,,340.088684082,None,0,,0.505835056305,0.000919103622437,343.079666138,,,,,,,,,,,,,,,,,,,4.08,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,1,1,0,1,0,None,,,,,,,,,q,1,0.667587041855,0.515311956406,0.00174498558044,346.079903126,,,,,,,,,,,,,,,,,,,3.94,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,10,3,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,1,0,0,0,0,None,,,,,,,,346.583815098,q,1,0.451002120972,0.511435985565,0.000984907150269,349.580498934,,,,,,,,,,,,,,,,,,,0.55,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,0,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,0,0,0,0,None,,,,,,,,350.143887997,s,1,0.717825889587,0.501751184464,0.00093412399292,353.147578955,,,,,,,,,,,,,,,,,,,0.4,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,1,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,1,0,0,0,0,None,,,,,,,,353.658262014,w,0,0.767564058304,0.504690170288,0.000971078872681,356.648133039,,,,,,,,,,,,,,,,,,,0.9,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,1,1,0,1,0,None,,,,,,,,,q,1,0.800150156021,0.515558958054,0.00146198272705,359.648646116,,,,,,,,,,,,,,,,,,,0.85,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,11,2,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,3,0,0,0,0,None,,,,,,,,360.188471079,w,0,0.60066318512,0.508863925934,0.000977993011475,363.182249069,,,,,,,,,,,,,,,,,,,0.48,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,3,1,0,1,0,None,,,,,,,,,a,1,0.717418909073,0.515686988831,0.0017249584198,366.183085918,,,,,,,,,,,,,,,,,,,0.73,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,11,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,1,0,0,0,0,None,,,,,,,,366.75108099,q,1,0.783711194992,0.513640165329,0.00124216079712,369.75010705,,,,,,,,,,,,,,,,,,,1.14,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,12,0,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,3,0,0,0,0,None,,,,,,,,370.281266928,a,1,0.700762987137,0.500488042831,0.00133299827576,373.283795118,,,,,,,,,,,,,,,,,,,0.81,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,1,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,0,0,0,0,0,None,,,,,,,,373.878502131,w,1,0.967712879181,0.503913164139,0.00100111961365,376.884592056,,,,,,,,,,,,,,,,,,,0.52,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,12,2,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,2,0,0,0,0,None,,,,,,,,377.442842007,s,1,0.734223127365,0.506846904755,0.000972032546997,380.435061932,,,,,,,,,,,,,,,,,,,1.85,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,12,3,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,3,0,0,0,0,None,,,,,,,,380.994483948,a,1,0.801103115082,0.505645036697,0.000931978225708,383.985239983,,,,,,,,,,,,,,,,,,,1.92,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,0,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,1,53,3,0,0,0,0,None,,,,,,,,384.585730076,a,1,0.65086889267,0.514756917953,0.000929832458496,387.585804939,,,,,,,,,,,,,,,,,,,0.87,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,1,53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,2,54,2,0,0,0,0,None,,,,,,,,388.168782949,s,1,0.650833129883,0.515777111053,0.000992059707642,391.169665098,,,,,,,,,,,,,,,,,,,4.15,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,2,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,3,55,3,0,0,0,0,None,,,,,,,,391.818037033,a,1,0.550880908966,0.50031208992,0.00142288208008,394.82013011,,,,,,,,,,,,,,,,,,,0.33,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,13,3,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,2,0,0,0,0,None,,,,,,,,395.437773943,None,0,,0.514407873154,0.000975847244263,398.437403917,,,,,,,,,,,,,,,,,,,1.05,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,2,1,0,1,0,None,,,,,,,,,None,0,,0.515711069107,0.00173306465149,401.437777996,,,,,,,,,,,,,,,,,,,1.18,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,2,2,0,2,0,None,,,,,,,,,None,0,,0.515805006027,0.00148105621338,404.43822813,,,,,,,,,,,,,,,,,,,1.13,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,2,3,0,3,0,None,,,,,,,,,s,1,0.451035022736,0.515567064285,0.00156021118164,407.438588142,,,,,,,,,,,,,,,,,,,0.84,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,0,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,1,57,3,0,0,0,0,None,,,,,,,,408.0864501,a,1,0.534237861633,0.501155853271,0.000927925109863,411.089165926,,,,,,,,,,,,,,,,,,,0.8,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,1,57,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,2,58,3,0,0,0,0,None,,,,,,,,411.70454812,a,1,0.484116077423,0.500148057938,0.00102305412292,414.706538916,,,,,,,,,,,,,,,,,,,0.29,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,14,2,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,14,3,59,0,0,0,0,0,None,,,,,,,,415.363820076,w,1,0.484059095383,0.507972002029,0.00092601776123,418.35687995,,,,,,,,,,,,,,,,,,,1.06,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,14,3,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,0,60,2,0,0,0,0,None,,,,,,,,418.99770999,s,1,0.801213026047,0.50782585144,0.000906944274902,421.990864038,,,,,,,,,,,,,,,,,,,0.35,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,0,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,1,61,1,0,0,0,0,None,,,,,,,,422.627563,s,0,0.417814016342,0.511698961258,0.000994920730591,425.624773979,,,,,,,,,,,,,,,,,,,0.52,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,1,61,1,1,0,1,0,None,,,,,,,,,s,0,0.41717004776,0.515537977219,0.00177407264709,428.625169039,,,,,,,,,,,,,,,,,,,0.5,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,1,61,1,2,0,2,0,None,,,,,,,,,q,1,0.916980981827,0.515542984009,0.00178098678589,431.625378132,,,,,,,,,,,,,,,,,,,0.29,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,15,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,2,62,2,0,0,0,0,None,,,,,,,,432.330388069,None,0,,0.510592937469,0.000962972640991,435.326035023,,,,,,,,,,,,,,,,,,,1.75,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,2,62,2,1,0,1,0,None,,,,,,,,,None,0,,0.515405893326,0.00169897079468,438.326600075,,,,,,,,,,,,,,,,,,,2.21,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,2,62,2,2,0,2,0,None,,,,,,,,,s,1,0.450855970383,0.515425920486,0.00160789489746,441.327147007,,,,,,,,,,,,,,,,,,,1.86,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,3,63,3,0,0,0,0,None,,,,,,,,441.965363026,a,1,0.583866834641,0.510432004929,0.000912189483643,444.960763931,,,,,,,,,,,,,,,,,,,4.14,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,15,3,63,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,16,0,64,0,0,0,0,0,None,,,,,,,,445.663213015,w,1,0.550786018372,0.513041973114,0.000931978225708,448.661653996,,,,,,,,,,,,,,,,,,,0.52,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,16,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,16,1,65,1,0,0,0,0,None,,,,,,,,449.317137003,q,1,0.584124088287,0.509584903717,0.000968933105469,452.311959982,,,,,,,,,,,,,,,,,,,1.12,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,16,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,2,66,3,0,0,0,0,None,,,,,,,,453.024524927,a,1,0.634307146072,0.50265288353,0.00092887878418,456.028989077,,,,,,,,,,,,,,,,,,,2.12,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,16,2,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,60.001688051,3,2015_May_27_1625,5,
