xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,EndingSSD,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,auctionResponse.keys,auctionResponse.rt,key_resp_6.keys,key_resp_6.rt,expName,gender (m/f),age,frameRate,session,date,participant,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,20,1,81,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.333611011505,0.509099960327,0.00113487243652,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,20,1,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,20,2,82,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.283932924271,0.509912014008,0.000948905944824,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,20,3,83,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.451359033585,0.514627933502,0.000943899154663,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,20,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,21,0,84,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.466679096222,0.50536108017,0.000964164733887,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,1,85,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.516674041748,0.502830028534,0.00114989280701,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,2,86,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.516741037369,0.507742881775,0.000977039337158,,,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,2,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,3,87,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.518529176712,0.508189916611,0.00100898742676,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,21,3,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,0,88,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.500339984894,0.515402078629,0.00092601776123,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,22,1,89,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.400650024414,0.510553121567,0.000952959060669,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,22,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,22,2,90,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.400531053543,0.505670070648,0.00092601776123,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,22,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,3,91,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.434221982956,0.507076978683,0.000952959060669,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,22,3,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,0,92,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.500447034836,0.513025999069,0.000916004180908,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,23,1,93,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.500665903091,0.507091999054,0.000946998596191,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,23,1,93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,2,94,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,0,0.400957107544,0.503859996796,0.000964164733887,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,2,94,0,1,0,1,0,None,,,,,,,,,,,,,,,,,,,w,1,0.316699981689,0.516919136047,0.00105905532837,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,3,95,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,w,1,0.468319892883,0.504832029343,0.00117301940918,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,23,3,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,24,0,96,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,q,1,0.350722074509,0.50594997406,0.000924110412598,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,24,0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,1,97,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.417825222015,0.513768911362,0.00092887878418,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,1,97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,2,98,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,a,1,0.700628995895,0.504415988922,0.000909090042114,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,3,99,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,s,1,0.416829824448,0.51017999649,0.00120186805725,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,24,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.25,stop,diamondyellow.gif,None,0,,6,2.97017621994,5,5,3,1,0,0.00121688842773,0.506991863251,0.75660777092,,,,0.3,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,-1,go,linemagenta.gif,m,1,0.333347082138,7,3.30352330208,6,5,3,1,0,0.00123691558838,0.51193189621,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,-1,go,circleorange.gif,m,1,0.550466060638,8,3.85398936272,7,5,3,1,0,0.00134491920471,0.513008832932,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,-1,go,linemagenta.gif,z,1,0.433292150497,9,4.28728151321,8,5,3,1,0,0.00126481056213,0.513338804245,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,,-1,go,squareblue.gif,z,1,0.60157084465,10,4.88885235786,9,5,3,1,0,0.00123691558838,0.512181997299,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,z,1,0.533323049545,11,5.42217540741,10,5,3,1,0,0.00127601623535,0.513227939606,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,6,1,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,m,1,0.533335924149,12,5.95551133156,11,5,3,1,0,0.00125193595886,0.51268196106,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,7,0,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,z,1,0.616953849792,13,6.57246518135,12,5,3,1,0,0.00125312805176,0.513287067413,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,,-1,go,squareblue.gif,m,1,0.534002065659,14,7.10646724701,13,5,3,1,0,0.00123310089111,0.512732982635,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,9,0,,,,,,,,,,,,,,,,0.3,stop,diamondyellow.gif,z,1,0.518033981323,14,7.10646724701,13,6,3,1,0,0.00127196311951,0.512768030167,0.813477039337,,,,0.25,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,0,,,,,,,,,,,,,,,,0.25,stop,diamondyellow.gif,z,1,0.434694051743,14,7.10646724701,13,7,3,1,0,0.00127005577087,0.511832952499,0.762548923492,,,,0.2,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,1,11,0,,,,,,,,,,,,,,,,-1,go,circleorange.gif,z,1,0.450970172882,15,7.55743741989,14,7,3,1,0,0.00126886367798,0.512863874435,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,12,1,,,,,,,,,,,,,,,,0.25,stop,circleorange.gif,m,1,0.600870132446,15,7.55743741989,14,8,3,1,0,0.00125002861023,0.512625932693,0.762954950333,,,,0.2,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,1,13,0,,,,,,,,,,,,,,,,-1,go,squareblue.gif,z,1,0.383980035782,16,7.94141745567,15,8,3,1,0,0.00124216079712,0.51145195961,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,14,1,,,,,,,,,,,,,,,,-1,go,trianglegray.gif,m,1,0.300488948822,17,8.2419064045,16,8,3,1,0,0.00157403945923,0.512588024139,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,15,1,,,,,,,,,,,,,,,,-1,go,crosswhite.gif,m,1,0.435315847397,18,8.67722225189,17,8,3,1,0,0.00124406814575,0.51168513298,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,16,0,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,z,1,0.400387048721,19,9.07760930061,18,8,3,1,0,0.00123596191406,0.513379096985,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,1,17,0,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,z,1,0.417728900909,20,9.49533820152,19,8,3,1,0,0.00121879577637,0.51242685318,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,18,0,,,,,,,,,,,,,,,,0.2,stop,hexagoncyan.gif,z,1,0.566504955292,20,9.49533820152,19,9,3,1,0,0.00128388404846,0.513429880142,0.713356971741,,,,0.15,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,1,19,1,,,,,,,,,,,,,,,,-1,go,trianglegray.gif,m,1,0.350078105927,21,9.84541630745,20,9,3,1,0,0.00123286247253,0.512875795364,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,20,0,,,,,,,,,,,,,,,,0.15,stop,circleorange.gif,None,0,,21,9.84541630745,20,10,4,1,0,0.001131772995,0.514783859253,0.651450872421,,,,0.2,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,1,21,0,,,,,,,,,,,,,,,,-1,go,trianglegray.gif,z,1,0.65113401413,22,10.4965503216,21,10,4,1,0,0.00123691558838,0.512427806854,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,22,1,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,m,1,0.551017045975,23,11.0475673676,22,10,4,1,0,0.0012149810791,0.512447834015,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,1,23,1,,,,,,,,,,,,,,,,-1,go,crosswhite.gif,m,1,0.583556175232,24,11.6311235428,23,10,4,1,0,0.00124192237854,0.512992858887,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,24,1,,,,,,,,,,,,,,,,0.2,stop,diamondyellow.gif,None,0,,24,11.6311235428,23,11,5,1,0,0.00123190879822,0.512331962585,0.712264060974,,,,0.25,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,1,25,0,,,,,,,,,,,,,,,,-1,go,trianglegray.gif,z,1,0.583896875381,25,12.2150204182,24,11,5,1,0,0.00120496749878,0.513063907623,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,26,1,,,,,,,,,,,,,,,,0.25,stop,diamondyellow.gif,m,1,0.450850009918,25,12.2150204182,24,12,5,1,0,0.00128507614136,0.511714935303,0.762479066849,,,,0.2,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,1,27,0,,,,,,,,,,,,,,,,-1,go,crosswhite.gif,z,1,0.449959039688,26,12.6649794579,25,12,5,1,0,0.00107407569885,0.513514995575,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,28,1,,,,,,,,,,,,,,,,-1,go,linemagenta.gif,m,1,0.333096981049,27,12.9980764389,26,12,5,1,0,0.00123190879822,0.513120889664,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,1,29,1,,,,,,,,,,,,,,,,-1,go,crosswhite.gif,m,1,0.550941944122,28,13.549018383,27,12,5,1,0,0.0012321472168,0.512762069702,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,30,0,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,z,1,0.45027089119,29,13.9992892742,28,12,5,1,0,0.00123190879822,0.512476921082,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,1,31,0,,,,,,,,,,,,,,,,0.2,stop,diamondyellow.gif,None,0,,29,13.9992892742,28,13,6,1,0,0.00120711326599,0.512499094009,0.712249040604,,,,0.25,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,32,1,,,,,,,,,,,,,,,,-1,go,squareblue.gif,m,1,0.767220973969,30,14.7665102482,29,13,6,1,0,0.00121092796326,0.512196063995,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,1,33,1,,,,,,,,,,,,,,,,-1,go,hexagoncyan.gif,m,1,0.58408498764,31,15.3505952358,30,13,6,1,0,0.00127005577087,0.512840032578,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,34,1,,,,,,,,,,,,,,,,0.2,stop,hexagoncyan.gif,m,1,0.616779088974,31,15.3505952358,30,14,6,1,0,0.0012469291687,0.513471126556,0.713627099991,,,,0.15,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,1,35,1,,,,,,,,,,,,,,,,-1,go,invertedtrianglegreen.gif,m,1,0.598443984985,32,15.9490392208,31,14,6,1,0,0.00121808052063,0.51443195343,,,,,-1,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.8580291271,,,,,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0799911022186,,,,,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.3159480095,y,1.83382892609,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1.09890913963,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1.28324198723,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,1.58366990089,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1.71627902985,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1.25058603287,,,LearningTask,,,59.8154042738,3,2015_Apr_12_1910,61,
