xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionBlocks.thisTrial,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,auctionTrials.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,EndingSSD,key_resp_4.keys,key_resp_4.rt,expName,gender (m/f),age,frameRate,session,date,participant,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,7,2,30,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.417573928833,0.514621973038,0.00092601776123,,,,,,,,,,,,,,,,,,,0.73,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,7,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,7,3,31,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.467340946198,0.501012086868,0.000932931900024,,,,,,,,,,,,,,,,,,,0.91,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,7,3,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,8,0,32,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.467991113663,0.515220880508,0.000918865203857,,,,,,,,,,,,,,,,,,,4.0,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,8,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,1,33,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.434470891953,0.513369083405,0.000871181488037,,,,,,,,,,,,,,,,,,,2.15,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,2,34,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.451364040375,0.506181955338,0.000944852828979,,,,,,,,,,,,,,,,,,,4.15,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,8,3,35,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.350979804993,0.515152931213,0.000907897949219,,,,,,,,,,,,,,,,,,,0.39,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,8,3,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,0,36,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.434247970581,0.504641056061,0.000908136367798,,,,,,,,,,,,,,,,,,,0.91,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,9,0,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,1,37,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.417884111404,0.509634017944,0.000884056091309,,,,,,,,,,,,,,,,,,,3.8,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.417741775513,0.505613088608,0.000881910324097,,,,,,,,,,,,,,,,,,,4.06,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,9,2,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.584432125092,0.51567196846,0.000877857208252,,,,,,,,,,,,,,,,,,,0.55,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,9,3,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,0,40,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.401044130325,0.506087064743,0.000913143157959,,,,,,,,,,,,,,,,,,,2.05,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,10,1,41,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.483847141266,0.513943910599,0.000879049301147,,,,,,,,,,,,,,,,,,,0.65,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,10,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,2,42,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.45111489296,0.505686998367,0.000875949859619,,,,,,,,,,,,,,,,,,,1.1,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,3,43,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.6347219944,0.516484975815,0.000883817672729,,,,,,,,,,,,,,,,,,,1.13,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,10,3,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,11,0,44,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.383816957474,0.501451015472,0.000879049301147,,,,,,,,,,,,,,,,,,,3.96,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,11,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,1,45,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.36750793457,0.511779069901,0.000895977020264,,,,,,,,,,,,,,,,,,,0.91,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,1,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,2,46,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.384793043137,0.512162923813,0.000871896743774,,,,,,,,,,,,,,,,,,,1.09,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,11,2,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,3,47,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.550961017609,0.513852834702,0.000933885574341,,,,,,,,,,,,,,,,,,,0.74,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,11,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,0,48,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.484061956406,0.516540050507,0.000924110412598,,,,,,,,,,,,,,,,,,,2.02,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,0,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.484658002853,0.505066156387,0.000913143157959,,,,,,,,,,,,,,,,,,,0.55,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,1,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.434359073639,0.513172864914,0.000874996185303,,,,,,,,,,,,,,,,,,,2.03,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,12,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.384207010269,0.509203910828,0.000927925109863,,,,,,,,,,,,,,,,,,,4.0,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,12,3,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.367774009705,0.506453990936,0.000871181488037,,,,,,,,,,,,,,,,,,,0.86,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,13,0,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.38476395607,0.501311063766,0.000877141952515,,,,,,,,,,,,,,,,,,,3.83,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,1,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.434018850327,0.507510900497,0.000888824462891,,,,,,,,,,,,,,,,,,,3.99,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,2,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.567523002625,0.507561922073,0.000881910324097,,,,,,,,,,,,,,,,,,,1.99,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,13,3,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.517692804337,0.500087976456,0.000906944274902,,,,,,,,,,,,,,,,,,,0.78,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,0,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.433808088303,0.500530004501,0.00088095664978,,,,,,,,,,,,,,,,,,,2.21,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,1,57,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.48419213295,0.512533903122,0.000882863998413,,,,,,,,,,,,,,,,,,,0.97,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,2,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,0,0.483960866928,0.515565156937,0.000875949859619,,,,,,,,,,,,,,,,,,,1.88,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,2,1,0,1,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.467986106873,0.516638994217,0.000940084457397,,,,,,,,,,,,,,,,,,,1.99,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,14,3,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.467563867569,0.508325099945,0.000895977020264,,,,,,,,,,,,,,,,,,,2.19,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,15,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.43398809433,0.500510931015,0.000957012176514,,,,,,,,,,,,,,,,,,,0.75,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.400782823563,0.505343914032,0.000876903533936,,,,,,,,,,,,,,,,,,,1.21,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.417432069778,0.510013103485,0.000956058502197,,,,,,,,,,,,,,,,,,,3.88,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.434679031372,0.515465021133,0.000885009765625,,,,,,,,,,,,,,,,,,,1.04,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.467648983002,0.505795001984,0.000883102416992,,,,,,,,,,,,,,,,,,,3.78,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.551566123962,0.501869916916,0.000921964645386,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.450886964798,0.509490966797,0.000902891159058,,,,,,,,,,,,,,,,,,,1.75,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.500952959061,0.504017114639,0.000869035720825,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.417515039444,0.509523868561,0.000901937484741,,,,,,,,,,,,,,,,,,,0.98,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.45098400116,0.515928030014,0.000881910324097,,,,,,,,,,,,,,,,,,,3.92,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.500963926315,0.511219024658,0.00089693069458,,,,,,,,,,,,,,,,,,,2.01,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,3,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,a,1,0.451197862625,0.510156154633,0.000910997390747,,,,,,,,,,,,,,,,,,,3.79,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,s,1,0.384259939194,0.510750055313,0.000900030136108,,,,,,,,,,,,,,,,,,,1.96,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.384412050247,0.512354135513,0.00088906288147,,,,,,,,,,,,,,,,,,,0.98,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,0,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,w,1,0.4006960392,0.507080078125,0.000876903533936,,,,,,,,,,,,,,,,,,,0.26,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.383816957474,0.500477075577,0.000888109207153,,,,,,,,,,,,,,,,,,,0.88,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,1,0,0,0,0,None,,,,,,,,,,,,,,,,,,,,,q,1,0.350996017456,0.509671926498,0.000881910324097,,,,,,,,,,,,,,,,,,,1.14,,,,LearningTask,,,59.9366095543,1,2015_May_26_1118,1,
