xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,key_resp_8.keys,learningStimOnset,learningFixOnset,EndTrialTimeStamp,,,,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,expName,gender (m/f),age,frameRate,session,date,participant
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,7,1,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,7,2,30,3,0,0,0,0,None,,,206.8901451,a,1,0.350569963,None,0.510855913,0.000931025,209.8867781,3.520112037,2.996633053,0.523478984,,,,,,,,,,,,,,,,,,,,,4.02,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,7,2,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,7,3,31,1,0,0,0,0,None,,,210.364985,q,1,0.417837143,None,0.505481958,0.000909805,213.356179,3.469400883,2.99119401,0.478206873,,,,,,,,,,,,,,,,,,,,,4.1,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,0,0,0,0,None,,,213.824271,None,0,,None,0.515882015,0.001003027,216.8260601,3.469881058,3.001789093,0.468091965,,,,,,,,,,,,,,,,,,,,,1.25,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,1,0,1,0,None,,,216.826731,None,0,,None,0.515915871,0.00125289,219.8280849,3.002024889,3.001353979,0.00067091,,,,,,,,,,,,,,,,,,,,,0.99,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,2,0,2,0,None,,,219.828747,None,0,,None,0.516056061,0.001451969,222.830626,3.002541065,3.001878977,0.000662088,,,,,,,,,,,,,,,,,,,,,1.17,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,3,0,3,0,None,,,222.8315461,None,0,,None,0.515648842,0.001402855,225.8330731,3.002447128,3.001527071,0.000920057,,,,,,,,,,,,,,,,,,,,,0.95,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,4,0,4,0,None,,,225.8337321,None,0,,None,0.515955925,0.001224995,228.835289,3.002215862,3.001556873,0.000658989,,,,,,,,,,,,,,,,,,,,,0.9,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,0,0,0,0,None,,,229.3500981,None,0,,None,0.502041101,0.000901937,232.354722,3.519433022,3.00462389,0.514809132,,,,,,,,,,,,,,,,,,,,,1.76,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,1,0,1,0,None,,,232.355396,None,0,,None,0.515954018,0.001274109,235.357343,3.002620935,3.001946926,0.000674009,,,,,,,,,,,,,,,,,,,,,2.12,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,2,0,2,0,None,,,235.358187,None,0,,None,0.51559186,0.001531839,238.359612,3.00226903,3.001425028,0.000844002,,,,,,,,,,,,,,,,,,,,,1.88,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,3,0,3,0,None,,,238.3601849,None,0,,None,0.51609683,0.001039028,241.362421,3.002809048,3.002236128,0.00057292,,,,,,,,,,,,,,,,,,,,,1.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,4,0,4,0,None,,,241.3631721,a,1,0.901407003,None,0.515817881,0.001523972,244.3647451,3.002324104,3.001573086,0.000751018,,,,,,,,,,,,,,,,,,,,,1.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,1,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,2,34,3,0,0,0,0,None,,,244.8481469,a,1,0.434074879,None,0.500272036,0.001101971,247.8508019,3.486056805,3.00265503,0.483401775,,,,,,,,,,,,,,,,,,,,,0.85,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,3,35,3,0,0,0,0,None,,,248.354115,a,1,0.40071106,None,0.513847113,0.001020193,251.353734,3.502932071,2.999619007,0.503313064,,,,,,,,,,,,,,,,,,,,,1.78,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,8,3,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,0,36,0,0,0,0,0,None,,,251.921416,w,1,0.384053946,None,0.515632868,0.001228809,254.9227071,3.568973065,3.001291037,0.567682028,,,,,,,,,,,,,,,,,,,,,4.24,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,1,37,0,0,0,0,0,None,,,255.4232969,w,1,0.650926113,None,0.516333103,0.000931025,258.4255061,3.502799034,3.002209187,0.500589847,,,,,,,,,,,,,,,,,,,,,1.01,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,2,38,3,0,0,0,0,None,,,258.937779,a,1,0.417454004,None,0.505050898,0.00100112,261.928421,3.502914906,2.990642071,0.512272835,,,,,,,,,,,,,,,,,,,,,3.88,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,2,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,3,39,0,0,0,0,0,None,,,262.493818,w,1,0.417531013,None,0.501755953,0.001004934,265.4982121,3.569791078,3.004394054,0.565397024,,,,,,,,,,,,,,,,,,,,,0.92,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,9,3,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,0,40,1,0,0,0,0,None,,,266.0258219,q,1,0.401105165,None,0.506164789,0.001055002,269.0177209,3.519508839,2.991899014,0.527609825,,,,,,,,,,,,,,,,,,,,,0.88,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,1,41,2,0,0,0,0,None,,,269.5551131,s,1,0.334214926,None,0.513020039,0.00097084,272.5538101,3.536089182,2.998697043,0.537392139,,,,,,,,,,,,,,,,,,,,,0.72,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,1,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,2,42,3,0,0,0,0,None,,,273.1487291,a,1,0.300698042,None,0.505749941,0.000961065,276.140265,3.586454868,2.991535902,0.594918966,,,,,,,,,,,,,,,,,,,,,4.23,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,2,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,3,43,1,0,0,0,0,None,,,276.694253,q,1,0.417572975,None,0.512953043,0.000962019,279.6927769,3.55251193,2.99852395,0.55398798,,,,,,,,,,,,,,,,,,,,,0.75,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,None,10,3,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,0,44,2,0,0,0,0,None,,,280.3437221,s,1,0.284158945,None,0.515918016,0.000927925,283.3455691,3.652792216,3.001847029,0.650945187,,,,,,,,,,,,,,,,,,,,,4.14,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,0,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,0,0,0,0,None,,,283.9542179,None,0,,None,0.508826971,0.001121998,286.948576,3.60300684,2.994358063,0.608648777,,,,,,,,,,,,,,,,,,,,,3.75,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,1,0,1,0,None,,,286.9490991,None,0,,None,0.516130924,0.00106883,289.951333,3.002757072,3.002233982,0.00052309,,,,,,,,,,,,,,,,,,,,,3.89,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,2,0,2,0,None,,,289.95189,None,0,,None,0.516134024,0.001025915,292.9537179,3.002384901,3.001827955,0.000556946,,,,,,,,,,,,,,,,,,,,,4.21,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,3,0,3,0,None,,,292.9542489,None,0,,None,0.500155926,0.00097084,295.955991,3.002273083,3.001742125,0.000530958,,,,,,,,,,,,,,,,,,,,,3.82,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,4,0,4,0,None,,,295.9565911,None,0,,None,0.516083956,0.001041889,298.9584441,3.002453088,3.001852989,0.000600099,,,,,,,,,,,,,,,,,,,,,3.88,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,1,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,0,0,0,0,None,,,299.606004,None,0,,None,0.502907991,0.001067877,302.6111259,3.652681828,3.005121946,0.647559882,,,,,,,,,,,,,,,,,,,,,4.07,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,1,0,1,0,None,,,302.6116409,None,0,,None,0.516245842,0.001024008,305.6133311,3.002205133,3.001690149,0.000514984,,,,,,,,,,,,,,,,,,,,,4.19,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,2,0,2,0,None,,,305.6139979,None,0,,None,0.515838146,0.001713037,308.615937,3.002605916,3.001939059,0.000666857,,,,,,,,,,,,,,,,,,,,,3.83,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,3,0,3,0,None,,,308.6166251,None,0,,None,0.515970945,0.001241922,311.6183491,3.00241208,3.001724004,0.000688076,,,,,,,,,,,,,,,,,,,,,3.75,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,4,0,4,0,None,,,311.6189001,None,0,,None,0.516251802,0.001003027,314.6209481,3.002599001,3.002048015,0.000550986,,,,,,,,,,,,,,,,,,,,,3.94,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,0,0,0,0,None,,,315.2458081,None,0,,None,0.509026051,0.001066923,318.2407689,3.619820833,2.994960784,0.624860049,,,,,,,,,,,,,,,,,,,,,4.09,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,1,0,1,0,None,,,318.2412961,None,0,,None,0.515947104,0.000937939,321.242955,3.00218606,3.001658916,0.000527144,,,,,,,,,,,,,,,,,,,,,3.75,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,2,0,2,0,None,,,321.2434611,None,0,,None,0.516222,0.000977039,324.245307,3.002352,3.001845837,0.000506163,,,,,,,,,,,,,,,,,,,,,4.25,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,3,0,3,0,None,,,324.2459719,None,0,,None,0.515927792,0.001452923,327.2477911,3.002484083,3.001819134,0.000664949,,,,,,,,,,,,,,,,,,,,,3.98,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,4,0,4,0,None,,,327.248455,None,0,,None,0.515822887,0.001209974,330.2498419,3.002050876,3.00138688,0.000663996,,,,,,,,,,,,,,,,,,,,,3.97,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,11,3,47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,0,0,0,0,None,,,330.8925951,None,0,,None,0.507688046,0.000938892,333.8863239,3.636482001,2.993728876,0.642753125,,,,,,,,,,,,,,,,,,,,,1.06,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,1,0,1,0,None,,,333.886997,None,0,,None,0.515857935,0.001363993,336.888705,3.002381086,3.001708031,0.000673055,,,,,,,,,,,,,,,,,,,,,1.1,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,2,0,2,0,None,,,336.889303,None,0,,None,0.516106844,0.000890017,339.8911541,3.002449036,3.001851082,0.000597954,,,,,,,,,,,,,,,,,,,,,1.23,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,3,0,3,0,None,,,339.891706,None,0,,None,0.516444921,0.001014948,342.893898,3.002743959,3.00219202,0.000551939,,,,,,,,,,,,,,,,,,,,,1.01,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,4,0,4,0,None,,,342.894526,None,0,,None,0.516017914,0.001410007,345.896101,3.002202988,3.001574993,0.000627995,,,,,,,,,,,,,,,,,,,,,0.95,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,0,0,0,0,None,,,346.5152049,None,0,,None,0.514778137,0.000929117,349.5157211,3.619620085,3.000516177,0.619103908,,,,,,,,,,,,,,,,,,,,,4.09,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,1,0,1,0,None,,,349.516408,None,0,,None,0.515862942,0.001081944,352.5180039,3.002282858,3.001595974,0.000686884,,,,,,,,,,,,,,,,,,,,,3.86,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,2,0,2,0,None,,,352.5185421,None,0,,None,0.51611495,0.001003981,355.520215,3.002211093,3.001672983,0.00053811,,,,,,,,,,,,,,,,,,,,,3.86,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,3,0,3,0,None,,,355.5207469,None,0,,None,0.516060114,0.000963211,358.5226049,3.002389908,3.001857996,0.000531912,,,,,,,,,,,,,,,,,,,,,4.01,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,4,0,4,0,None,,,358.5233371,None,0,,None,0.515843153,0.001100063,361.5251131,3.002508164,3.00177598,0.000732184,,,,,,,,,,,,,,,,,,,,,4.17,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,1,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,0,0,0,0,None,,,362.1778359,None,0,,None,0.514460087,0.000908136,365.1783791,3.653265953,3.000543118,0.652722835,,,,,,,,,,,,,,,,,,,,,0.8,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,1,0,1,0,None,,,365.1790431,None,0,,None,0.516084909,0.001302958,368.180862,3.002482891,3.001818895,0.000663996,,,,,,,,,,,,,,,,,,,,,1.13,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,2,0,2,0,None,,,368.1817839,None,0,,None,0.515585899,0.001473904,371.1831779,3.002315998,3.001394033,0.000921965,,,,,,,,,,,,,,,,,,,,,0.86,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,3,0,3,0,None,,,371.183846,None,0,,None,0.516058922,0.001233101,374.1854999,3.002321959,3.00165391,0.000668049,,,,,,,,,,,,,,,,,,,,,1.2,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,4,0,4,0,None,,,374.186013,None,0,,None,0.516201019,0.00106883,377.1879101,3.002410173,3.001897097,0.000513076,,,,,,,,,,,,,,,,,,,,,0.86,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,2,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,0,0,0,0,None,,,377.7919111,None,0,,None,0.512983084,0.001000881,380.7903869,3.602476835,2.99847579,0.604001045,,,,,,,,,,,,,,,,,,,,,0.61,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,1,0,1,0,None,,,380.79094,None,0,,None,0.516139984,0.001000881,383.792815,3.002428055,3.001874924,0.000553131,,,,,,,,,,,,,,,,,,,,,0.48,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,2,0,2,0,None,,,383.7933011,None,0,,None,0.516282082,0.000952959,386.7955351,3.002720118,3.002233983,0.000486135,,,,,,,,,,,,,,,,,,,,,0.63,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,3,0,3,0,None,,,386.796144,None,0,,None,0.515969992,0.001035929,389.7979059,3.002370834,3.001761913,0.000608921,,,,,,,,,,,,,,,,,,,,,0.51,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,4,0,4,0,None,,,389.798419,None,0,,None,0.516272068,0.000983,392.8005791,3.002673149,3.002160072,0.000513077,,,,,,,,,,,,,,,,,,,,,0.37,LearningTask,,,59.9563154,3,2015_May_29_1129,10
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,12,3,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,0,0,0,0,None,,,393.425832,None,0,,None,0.508504868,0.001029015,396.4200771,3.619498014,2.994245052,0.625252962,,,,,,,,,,,,,,,,,,,,,1.76,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,1,0,1,0,None,,,396.4206979,None,0,,None,0.516167879,0.00114584,399.4224241,3.002346993,3.001726151,0.000620842,,,,,,,,,,,,,,,,,,,,,1.93,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,2,0,2,0,None,,,399.4229341,None,0,,None,0.516190052,0.000994921,402.4249091,3.002485037,3.00197506,0.000509977,,,,,,,,,,,,,,,,,,,,,1.9,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,3,0,3,0,None,,,402.4254351,None,0,,None,0.516108036,0.001018047,405.4269321,3.002022981,3.00149703,0.000525951,,,,,,,,,,,,,,,,,,,,,2.24,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,4,0,4,0,None,,,405.4274731,None,0,,None,0.516102791,0.001048803,408.429312,3.002379895,3.001838923,0.000540972,,,,,,,,,,,,,,,,,,,,,1.78,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,0,0,0,0,None,,,409.0974209,None,0,,None,0.516064167,0.00097394,412.099191,3.669878959,3.001770019,0.66810894,,,,,,,,,,,,,,,,,,,,,0.93,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,1,0,1,0,None,,,412.0997341,None,0,,None,0.51613903,0.000983,415.1016631,3.002472163,3.001929045,0.000543118,,,,,,,,,,,,,,,,,,,,,1.21,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,2,0,2,0,None,,,415.102361,None,0,,None,0.516036987,0.001358032,418.08832,2.986656904,2.985959053,0.000697851,,,,,,,,,,,,,,,,,,,,,0.99,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,3,0,3,0,None,,,418.0888581,None,0,,None,0.516116858,0.001019001,421.0900309,3.001710892,3.001172781,0.000538111,,,,,,,,,,,,,,,,,,,,,0.93,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,4,0,4,0,None,,,421.0906851,None,0,,None,0.515961885,0.000976801,424.0925109,3.00248003,3.00182581,0.00065422,,,,,,,,,,,,,,,,,,,,,0.82,LearningTask,,,59.9563154,3,2015_May_29_1129,10
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,1,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9563154,3,2015_May_29_1129,10
