xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
-200,g,-200,,,,,,,,,0,0,0,0,None,12,3,51,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,13,0,52,0,0,0,0,0,None,,,y,1,0.401100873947,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,13,0,52,0,1,0,1,0,None,,,y,1,0.617733955383,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,13,0,52,0,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,13,1,53,3,0,0,0,0,None,,,h,0,0.367805957794,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,13,1,53,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,13,2,54,3,0,0,0,0,None,,,g,1,0.451076984406,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,13,2,54,3,1,0,1,0,None,,,g,1,0.517417907715,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,13,2,54,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,h,-200,,,,,,,,,0,0,0,0,None,13,3,55,2,0,0,0,0,None,,,y,0,0.467420101166,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,h,-200,,,,,,,,,0,0,0,0,None,13,3,55,2,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,14,0,56,3,0,0,0,0,None,,,g,1,0.418163061142,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,14,0,56,3,1,0,1,0,None,,,g,1,0.552335977554,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,14,0,56,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,14,1,57,0,0,0,0,0,None,,,h,0,0.435267925262,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,14,1,57,0,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,14,2,58,1,0,0,0,0,None,,,t,1,0.334659814835,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,14,2,58,1,1,0,1,0,None,,,t,1,0.517772197723,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,14,2,58,1,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,14,3,59,3,0,0,0,0,None,,,h,0,0.36812710762,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,14,3,59,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,15,0,60,3,0,0,0,0,None,,,y,0,0.0173590183258,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,15,0,60,3,1,0,1,0,None,,,g,1,0.517781019211,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,g,-200,,,,,,,,,0,0,0,0,None,15,0,60,3,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,15,1,61,0,0,0,0,0,None,,,h,0,0.334221839905,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,15,1,61,0,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,15,2,62,1,0,0,0,0,None,,,t,1,0.367454051971,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,15,2,62,1,1,0,1,0,None,,,t,1,0.551078081131,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,15,2,62,1,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,15,3,63,0,0,0,0,0,None,,,h,0,0.33438205719,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,15,3,63,0,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,16,0,64,1,0,0,0,0,None,,,t,1,0.30109000206,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,16,0,64,1,1,0,1,0,None,,,t,1,0.584338903427,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,16,0,64,1,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,16,1,65,0,0,0,0,0,None,,,h,0,0.26756811142,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
200,y,200,,,,,,,,,0,0,0,0,None,16,1,65,0,,,,,,,,,,,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
-200,t,200,,,,,,,,,0,0,0,0,None,16,2,66,1,0,0,0,0,None,,,t,1,0.434056997299,LearningTask,,,59.940207046,3,2015_Mar_19_0937,200,
