xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,goResp.rt,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,key_resp_7.keys,key_resp_7.rt,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,0,0,0,0,None,,,,,,,,,,,,416.600769043,None,0,,0.509508132935,0.000959157943726,419.594834089,,,,,,,,,,,,,,,,,,,0.55,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,1,0,1,0,None,,,,,,,,,,,,419.595827103,None,0,,0.514619827271,0.0018048286438,422.594738007,,,,,,,,,,,,,,,,,,,0.74,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,2,0,2,0,None,,,,,,,,,,,,422.595735073,None,0,,0.515126943588,0.00153088569641,425.595142126,,,,,,,,,,,,,,,,,,,0.51,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,3,0,3,0,None,,,,,,,,,,,,425.596131086,None,0,,0.515107154846,0.00155401229858,428.59584403,,,,,,,,,,,,,,,,,,,0.44,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,4,0,4,0,None,,,,,,,,,,,,428.596834183,None,0,,0.514825820923,0.00149488449097,431.596306086,,,,,,,,,,,,,,,,,,,0.28,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,0,0,0,0,None,,,,,,,,,,,,431.90605998,None,0,,0.506240844727,0.000944852828979,434.896434069,,,,,,,,,,,,,,,,,,,4.03,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,1,0,1,0,None,,,,,,,,,,,,434.897135019,None,0,,0.515580892563,0.00129699707031,437.897009134,,,,,,,,,,,,,,,,,,,3.94,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,2,0,2,0,None,,,,,,,,,,,,437.897706985,None,0,,0.515488862991,0.00129103660583,440.897399187,,,,,,,,,,,,,,,,,,,3.76,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,3,0,3,0,None,,,,,,,,,,,,440.898101091,None,0,,0.515355825424,0.00127100944519,443.897606134,,,,,,,,,,,,,,,,,,,4.14,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,4,0,4,0,None,,,,,,,,,,,,443.898305178,None,0,,0.515736103058,0.00118589401245,446.898149014,,,,,,,,,,,,,,,,,,,4.06,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,0,0,0,0,None,,,,,,,,,,,,447.261773109,None,0,,0.502796173096,0.000988006591797,450.265452147,,,,,,,,,,,,,,,,,,,1.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,1,0,1,0,None,,,,,,,,,,,,450.266441107,None,0,,0.51483798027,0.00172901153564,453.265705109,,,,,,,,,,,,,,,,,,,2.21,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,2,0,2,0,None,,,,,,,,,,,,453.266698122,None,0,,0.514951944351,0.00140190124512,456.266201973,,,,,,,,,,,,,,,,,,,2.04,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,3,0,3,0,None,,,,,,,,,,,,456.266904116,None,0,,0.515424013138,0.00118613243103,459.266967058,,,,,,,,,,,,,,,,,,,2.06,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,4,0,4,0,None,,,,,,,,,,,,459.267891169,None,0,,0.515091896057,0.00128698348999,462.267079115,,,,,,,,,,,,,,,,,,,2.09,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,0,0,0,0,None,,,,,,,,,,,,462.597233057,None,0,,0.502912998199,0.00095796585083,465.60101819,,,,,,,,,,,,,,,,,,,0.42,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,1,0,1,0,None,,,,,,,,,,,,465.602012157,None,0,,0.514833927155,0.00174784660339,468.601221085,,,,,,,,,,,,,,,,,,,0.29,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,2,0,2,0,None,,,,,,,,,,,,468.602212191,None,0,,0.515331029892,0.00152897834778,471.60196209,,,,,,,,,,,,,,,,,,,0.44,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,3,0,3,0,None,,,,,,,,,,,,471.602705002,None,0,,0.515017986298,0.00125193595886,474.602185965,,,,,,,,,,,,,,,,,,,0.29,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,4,0,4,0,None,,,,,,,,,,,,474.603176117,None,0,,0.514897823334,0.00159692764282,477.602487087,,,,,,,,,,,,,,,,,,,0.67,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,0,0,0,0,None,,,,,,,,,,,,477.921900988,None,0,,0.513568162918,0.000917196273804,480.919991016,,,,,,,,,,,,,,,,,,,3.93,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,1,0,1,0,None,,,,,,,,,,,,480.920979977,None,0,,0.514909982681,0.00176405906677,483.920189142,,,,,,,,,,,,,,,,,,,3.8,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,2,0,2,0,None,,,,,,,,,,,,483.921193123,None,0,,0.514961004257,0.00144696235657,486.920572996,,,,,,,,,,,,,,,,,,,3.98,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,3,0,3,0,None,,,,,,,,,,,,486.921560049,None,0,,0.515194177628,0.00144100189209,489.920878172,,,,,,,,,,,,,,,,,,,4.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,4,0,4,0,None,,,,,,,,,,,,489.922039032,None,0,,0.515003919601,0.00127792358398,492.921370029,,,,,,,,,,,,,,,,,,,3.81,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,0,0,0,0,None,,,,,,,,,,,,493.254402161,None,0,,0.516736030579,0.000915050506592,496.255063057,,,,,,,,,,,,,,,,,,,0.88,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,1,0,1,0,None,,,,,,,,,,,,496.2557621,None,0,,0.51552605629,0.0012481212616,499.255724192,,,,,,,,,,,,,,,,,,,1.11,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,2,0,2,0,None,,,,,,,,,,,,499.256512165,None,0,,0.515344142914,0.00129318237305,502.255930185,,,,,,,,,,,,,,,,,,,0.82,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,3,0,3,0,None,,,,,,,,,,,,502.256940126,None,0,,0.51513004303,0.00156807899475,505.256411076,,,,,,,,,,,,,,,,,,,0.75,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,4,0,4,0,None,,,,,,,,,,,,505.257398129,None,0,,0.515028953552,0.00151801109314,508.256945133,,,,,,,,,,,,,,,,,,,1.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,0,0,0,0,None,,,,,,,,,,,,508.638767004,None,0,,0.501109838486,0.00119185447693,511.640516043,,,,,,,,,,,,,,,,,,,1.87,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,1,0,1,0,None,,,,,,,,,,,,511.64121604,None,0,,0.515633821487,0.00124597549438,514.641363144,,,,,,,,,,,,,,,,,,,2.22,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,2,0,2,0,None,,,,,,,,,,,,514.642354012,None,0,,0.514885902405,0.00172400474548,517.641595125,,,,,,,,,,,,,,,,,,,1.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,3,0,3,0,None,,,,,,,,,,,,517.642585993,None,0,,0.515065908432,0.00149703025818,520.641998053,,,,,,,,,,,,,,,,,,,1.75,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,4,0,4,0,None,,,,,,,,,,,,520.643047094,None,0,,0.515037059784,0.00180292129517,523.642367125,,,,,,,,,,,,,,,,,,,2.03,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,0,0,0,0,None,,,,,,,,,,,,523.988345146,None,0,,0.503546953201,0.00114011764526,526.992789984,,,,,,,,,,,,,,,,,,,3.97,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,1,0,1,0,None,,,,,,,,,,,,526.993520975,None,0,,0.515538930893,0.00118780136108,529.993262053,,,,,,,,,,,,,,,,,,,3.89,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,2,0,2,0,None,,,,,,,,,,,,529.993964195,None,0,,0.515528917313,0.00122594833374,532.993759155,,,,,,,,,,,,,,,,,,,4.0,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,3,0,3,0,None,,,,,,,,,,,,532.994518995,None,0,,0.515273809433,0.0012309551239,535.994102001,,,,,,,,,,,,,,,,,,,4.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,4,0,4,0,None,,,,,,,,,,,,535.995098114,None,0,,0.514957904816,0.00145602226257,538.994644165,,,,,,,,,,,,,,,,,,,3.85,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,0,0,0,0,None,,,,,,,,,,,,539.351049185,None,0,,0.509724140167,0.000990152359009,542.345125198,,,,,,,,,,,,,,,,,,,0.89,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,1,0,1,0,None,,,,,,,,,,,,542.346111059,None,0,,0.515069007874,0.00151896476746,545.345273972,,,,,,,,,,,,,,,,,,,1.09,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,2,0,2,0,None,,,,,,,,,,,,545.346379995,None,0,,0.515086889267,0.00169086456299,548.345795155,,,,,,,,,,,,,,,,,,,0.81,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,3,0,3,0,None,,,,,,,,,,,,548.346852064,None,0,,0.515022039413,0.00171494483948,551.346374989,,,,,,,,,,,,,,,,,,,0.8,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,4,0,4,0,None,,,,,,,,,,,,551.347366095,None,0,,0.514956951141,0.00164294242859,554.346585989,,,,,,,,,,,,,,,,,,,1.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,0,0,0,0,None,,,,,,,,,,,,554.708971024,None,0,,0.504002809525,0.000977993011475,557.697211027,,,,,,,,,,,,,,,,,,,1.15,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,1,0,1,0,None,,,,,,,,,,,,557.69822216,None,0,,0.514986038208,0.0012309551239,560.697816133,,,,,,,,,,,,,,,,,,,0.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,2,0,2,0,None,,,,,,,,,,,,560.698831081,None,0,,0.51479101181,0.0015389919281,563.698068142,,,,,,,,,,,,,,,,,,,0.78,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,3,0,3,0,None,,,,,,,,,,,,563.699059963,None,0,,0.515111923218,0.00155901908875,566.698400021,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,4,0,4,0,None,,,,,,,,,,,,566.699412107,None,0,,0.514993190765,0.00179219245911,569.698983192,,,,,,,,,,,,,,,,,,,1.04,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,0,0,0,0,None,,,,,,,,,,,,570.129676104,None,0,,0.502059221268,0.000935077667236,573.13282299,,,,,,,,,,,,,,,,,,,2.08,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,1,0,1,0,None,,,,,,,,,,,,573.133804083,None,0,,0.514975070953,0.0017261505127,576.13324213,,,,,,,,,,,,,,,,,,,2.12,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,2,0,2,0,None,,,,,,,,,,,,576.134237051,None,0,,0.515007972717,0.00174403190613,579.133535147,,,,,,,,,,,,,,,,,,,1.82,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,3,0,3,0,None,,,,,,,,,,,,579.134533167,None,0,,0.51504778862,0.00151085853577,582.134155035,,,,,,,,,,,,,,,,,,,2.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,4,0,4,0,None,,,,,,,,,,,,582.135143042,None,0,,0.514805078506,0.00172901153564,585.134521961,,,,,,,,,,,,,,,,,,,1.87,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,0,0,0,0,None,,,,,,,,,,,,585.512840986,None,0,,0.504592895508,0.000944852828979,588.501888037,,,,,,,,,,,,,,,,,,,0.56,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,1,0,1,0,None,,,,,,,,,,,,588.502932072,None,0,,0.514721870422,0.00150299072266,591.502025127,,,,,,,,,,,,,,,,,,,0.46,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,2,0,2,0,None,,,,,,,,,,,,591.502761126,None,0,,0.515469789505,0.00126600265503,594.50249815,,,,,,,,,,,,,,,,,,,0.58,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,3,0,3,0,None,,,,,,,,,,,,594.503565073,None,0,,0.514764070511,0.00178503990173,597.502922058,,,,,,,,,,,,,,,,,,,0.41,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,4,0,4,0,None,,,,,,,,,,,,597.503916979,None,0,,0.515090942383,0.00154304504395,600.503256083,,,,,,,,,,,,,,,,,,,0.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,0,0,0,0,None,,,,,,,,,,,,600.878820181,None,0,,0.50741815567,0.00096607208252,603.870442152,,,,,,,,,,,,,,,,,,,0.6,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,1,0,1,0,None,,,,,,,,,,,,603.871435165,None,0,,0.515086889267,0.0017569065094,606.87097311,,,,,,,,,,,,,,,,,,,0.35,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,2,0,2,0,None,,,,,,,,,,,,606.871960163,None,0,,0.514944076538,0.00154805183411,609.871235132,,,,,,,,,,,,,,,,,,,0.63,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,3,0,3,0,None,,,,,,,,,,,,609.872224092,None,0,,0.515165090561,0.00147104263306,612.872006178,,,,,,,,,,,,,,,,,,,0.66,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,4,0,4,0,None,,,,,,,,,,,,612.873038054,None,0,,0.514785051346,0.00165200233459,615.871953964,,,,,,,,,,,,,,,,,,,0.67,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,0,0,0,0,None,,,,,,,,,,,,616.260776997,None,0,,0.510927915573,0.00124597549438,619.256273031,,,,,,,,,,,,,,,,,,,1.23,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,1,0,1,0,None,,,,,,,,,,,,619.257255077,None,0,,0.514814853668,0.00129795074463,622.256493092,,,,,,,,,,,,,,,,,,,1.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,2,0,2,0,None,,,,,,,,,,,,622.257480145,None,0,,0.514928817749,0.00144982337952,625.257232189,,,,,,,,,,,,,,,,,,,1.18,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,3,0,3,0,None,,,,,,,,,,,,625.258226156,None,0,,0.514914035797,0.00174117088318,628.257294178,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,4,0,4,0,None,,,,,,,,,,,,628.258289099,None,0,,0.515144109726,0.0014591217041,631.257786989,,,,,,,,,,,,,,,,,,,1.09,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,0,0,0,0,None,,,,,,,,,,,,631.693252087,None,0,,0.514231920242,0.000900030136108,634.691504002,,,,,,,,,,,,,,,,,,,2.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,1,0,1,0,None,,,,,,,,,,,,634.692227125,None,0,,0.515360116959,0.00112104415894,637.691821098,,,,,,,,,,,,,,,,,,,2.07,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,2,0,2,0,None,,,,,,,,,,,,637.69287014,None,0,,0.515022039413,0.00170397758484,640.692319155,,,,,,,,,,,,,,,,,,,1.96,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,3,0,3,0,None,,,,,,,,,,,,640.693382978,None,0,,0.515132904053,0.0016930103302,643.692820072,,,,,,,,,,,,,,,,,,,1.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,4,0,4,0,None,,,,,,,,,,,,643.693807125,None,0,,0.514853954315,0.00149202346802,646.693219185,,,,,,,,,,,,,,,,,,,1.92,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,0,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,0,0,0,0,None,,,,,,,,,,,,647.10168004,None,0,,0.507879018784,0.000985145568848,650.093840122,,,,,,,,,,,,,,,,,,,0.43,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,1,0,1,0,None,,,,,,,,,,,,650.094844103,None,0,,0.514824867249,0.00172805786133,653.094046116,,,,,,,,,,,,,,,,,,,0.63,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,9,1,37,2,2,0,2,0,None,,,,,,,,,,,,653.095043182,None,0,,0.514975070953,0.00149297714233,656.094575167,,,,,,,,,,,,,,,,,,,0.4,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
