xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,goResp.rt,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,key_resp_7.keys,key_resp_7.rt,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,2,0,2,0,None,,,,,,,,,,,,178.327541113,None,0,,0.515347957611,0.00125694274902,181.327332973,,,,,,,,,,,,,,,,,,,4.15,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,3,0,3,0,None,,,,,,,,,,,,181.32832408,None,0,,0.5150411129,0.00158095359802,184.327695131,,,,,,,,,,,,,,,,,,,4.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,4,0,4,0,None,,,,,,,,,,,,184.328690052,None,0,,0.515187978745,0.00157308578491,187.328196049,,,,,,,,,,,,,,,,,,,4.13,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,0,0,0,0,None,,,,,,,,,,,,187.542505026,None,0,,0.501763105392,0.000977993011475,190.545104027,,,,,,,,,,,,,,,,,,,1.01,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,1,0,1,0,None,,,,,,,,,,,,190.546103001,None,0,,0.515367031097,0.00139808654785,193.546037197,,,,,,,,,,,,,,,,,,,1.17,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,2,0,2,0,None,,,,,,,,,,,,193.547028065,None,0,,0.514821052551,0.00177311897278,196.546060085,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,3,0,3,0,None,,,,,,,,,,,,196.547111034,None,0,,0.515082120895,0.00184321403503,199.546602964,,,,,,,,,,,,,,,,,,,0.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,4,0,4,0,None,,,,,,,,,,,,199.547598124,None,0,,0.515060186386,0.00179719924927,202.546833038,,,,,,,,,,,,,,,,,,,1.1,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,0,0,0,0,None,,,,,,,,,,,,202.762223005,None,0,,0.501017093658,0.00096607208252,205.764083147,,,,,,,,,,,,,,,,,,,2.08,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,1,0,1,0,None,,,,,,,,,,,,205.765099049,None,0,,0.514909982681,0.00178599357605,208.764419079,,,,,,,,,,,,,,,,,,,1.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,2,0,2,0,None,,,,,,,,,,,,208.765403032,None,0,,0.515095949173,0.00162887573242,211.765127182,,,,,,,,,,,,,,,,,,,1.89,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,3,0,3,0,None,,,,,,,,,,,,211.766144037,None,0,,0.514928102493,0.00166893005371,214.765319109,,,,,,,,,,,,,,,,,,,2.07,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,4,0,4,0,None,,,,,,,,,,,,214.766307116,None,0,,0.515013933182,0.00174403190613,217.765974045,,,,,,,,,,,,,,,,,,,2.23,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,0,0,0,0,None,,,,,,,,,,,,217.990720987,None,0,,0.507894039154,0.000910997390747,220.9830091,,,,,,,,,,,,,,,,,,,0.29,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,1,0,1,0,None,,,,,,,,,,,,220.984032154,None,0,,0.514842033386,0.00158405303955,223.983527184,,,,,,,,,,,,,,,,,,,0.38,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,2,0,2,0,None,,,,,,,,,,,,223.984228134,None,0,,0.515273094177,0.00129294395447,226.983790159,,,,,,,,,,,,,,,,,,,0.75,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,3,0,3,0,None,,,,,,,,,,,,226.984775066,None,0,,0.515069007874,0.00145316123962,229.984327078,,,,,,,,,,,,,,,,,,,0.56,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,4,0,4,0,None,,,,,,,,,,,,229.985319138,None,0,,0.514949083328,0.00180292129517,232.984611988,,,,,,,,,,,,,,,,,,,0.71,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,0,0,0,0,None,,,,,,,,,,,,233.216144085,None,0,,0.501743078232,0.000945091247559,236.218273163,,,,,,,,,,,,,,,,,,,2.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,1,0,1,0,None,,,,,,,,,,,,236.219264984,None,0,,0.515170097351,0.00177097320557,239.218899965,,,,,,,,,,,,,,,,,,,1.79,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,2,0,2,0,None,,,,,,,,,,,,239.219889164,None,0,,0.514986038208,0.00148105621338,242.219171047,,,,,,,,,,,,,,,,,,,2.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,3,0,3,0,None,,,,,,,,,,,,242.22018218,None,0,,0.515258073807,0.00174593925476,245.219727993,,,,,,,,,,,,,,,,,,,1.79,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,4,0,4,0,None,,,,,,,,,,,,245.220723152,None,0,,0.514955043793,0.00156712532043,248.220149994,,,,,,,,,,,,,,,,,,,1.86,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,0,0,0,0,None,,,,,,,,,,,,248.455276012,None,0,,0.514329195023,0.000941038131714,251.454168081,,,,,,,,,,,,,,,,,,,1.88,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,1,0,1,0,None,,,,,,,,,,,,251.455175161,None,0,,0.514867067337,0.00155591964722,254.454266071,,,,,,,,,,,,,,,,,,,2.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,2,0,2,0,None,,,,,,,,,,,,254.455267191,None,0,,0.515172958374,0.00159692764282,257.454603195,,,,,,,,,,,,,,,,,,,2.09,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,3,0,3,0,None,,,,,,,,,,,,257.455593109,None,0,,0.515154123306,0.00175404548645,260.455302,,,,,,,,,,,,,,,,,,,1.86,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,4,0,4,0,None,,,,,,,,,,,,260.456289053,None,0,,0.514801025391,0.00179409980774,263.455610991,,,,,,,,,,,,,,,,,,,1.85,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,0,0,0,0,None,,,,,,,,,,,,263.740511179,None,0,,0.514685153961,0.000960111618042,266.739483118,,,,,,,,,,,,,,,,,,,0.88,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,1,0,1,0,None,,,,,,,,,,,,266.740473032,None,0,,0.515230894089,0.00176882743835,269.739850998,,,,,,,,,,,,,,,,,,,0.84,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,2,0,2,0,None,,,,,,,,,,,,269.740880966,None,0,,0.514981985092,0.00159120559692,272.74030304,,,,,,,,,,,,,,,,,,,1.22,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,3,0,3,0,None,,,,,,,,,,,,272.741299152,None,0,,0.515043020248,0.00159788131714,275.740769148,,,,,,,,,,,,,,,,,,,1.11,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,4,0,4,0,None,,,,,,,,,,,,275.741755962,None,0,,0.514912843704,0.00151395797729,278.740992069,,,,,,,,,,,,,,,,,,,1.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,0,0,0,0,None,,,,,,,,,,,,278.992729187,None,0,,0.514951944351,0.000961065292358,281.991615057,,,,,,,,,,,,,,,,,,,0.52,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,1,0,1,0,None,,,,,,,,,,,,281.992614985,None,0,,0.51483297348,0.00152397155762,284.991902113,,,,,,,,,,,,,,,,,,,0.25,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,2,0,2,0,None,,,,,,,,,,,,284.99289608,None,0,,0.515106201172,0.00168800354004,287.992433071,,,,,,,,,,,,,,,,,,,0.33,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,3,0,3,0,None,,,,,,,,,,,,287.993424177,None,0,,0.515109777451,0.00144386291504,290.992863178,,,,,,,,,,,,,,,,,,,0.6,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,4,0,4,0,None,,,,,,,,,,,,290.993858099,None,0,,0.514937877655,0.00156903266907,293.99322319,,,,,,,,,,,,,,,,,,,0.38,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,0,0,0,0,None,,,,,,,,,,,,294.24905014,None,0,,0.510403871536,0.000947952270508,297.243643045,,,,,,,,,,,,,,,,,,,1.12,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,1,0,1,0,None,,,,,,,,,,,,297.244646072,None,0,,0.515195131302,0.00157308578491,300.24429512,,,,,,,,,,,,,,,,,,,1.2,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,2,0,2,0,None,,,,,,,,,,,,300.245296001,None,0,,0.514808893204,0.00176906585693,303.244338989,,,,,,,,,,,,,,,,,,,1.13,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,3,0,3,0,None,,,,,,,,,,,,303.245043039,None,0,,0.515621900558,0.00127005577087,306.24496007,,,,,,,,,,,,,,,,,,,0.91,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,4,0,4,0,None,,,,,,,,,,,,306.245959997,None,0,,0.515045166016,0.00156712532043,309.245061159,,,,,,,,,,,,,,,,,,,1.23,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,0,0,0,0,None,,,,,,,,,,,,309.509060144,None,0,,0.50608587265,0.000963926315308,312.512556076,,,,,,,,,,,,,,,,,,,1.18,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,1,0,1,0,None,,,,,,,,,,,,312.513548136,None,0,,0.514966964722,0.00209307670593,315.51289916,,,,,,,,,,,,,,,,,,,0.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,2,0,2,0,None,,,,,,,,,,,,315.513895035,None,0,,0.515038967133,0.001620054245,318.513364077,,,,,,,,,,,,,,,,,,,1.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,3,0,3,0,None,,,,,,,,,,,,318.514353037,None,0,,0.515336990356,0.00148797035217,321.513674974,,,,,,,,,,,,,,,,,,,0.9,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,4,0,4,0,None,,,,,,,,,,,,321.514374018,None,0,,0.515683889389,0.00124788284302,324.514125109,,,,,,,,,,,,,,,,,,,1.19,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,0,0,0,0,None,,,,,,,,,,,,324.810353994,None,0,,0.503494977951,0.000917911529541,327.814761162,,,,,,,,,,,,,,,,,,,4.02,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,1,0,1,0,None,,,,,,,,,,,,327.81575799,None,0,,0.51495885849,0.00157189369202,330.815003157,,,,,,,,,,,,,,,,,,,4.05,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,2,0,2,0,None,,,,,,,,,,,,330.815986156,None,0,,0.515053033829,0.00161099433899,333.815533161,,,,,,,,,,,,,,,,,,,3.96,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,3,0,3,0,None,,,,,,,,,,,,333.816541195,None,0,,0.514971017838,0.00177597999573,336.816040039,,,,,,,,,,,,,,,,,,,4.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,4,0,4,0,None,,,,,,,,,,,,336.817028999,None,0,,0.514929056168,0.00154209136963,339.81646204,,,,,,,,,,,,,,,,,,,4.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,0,0,0,0,None,,,,,,,,,,,,340.088910103,None,0,,0.510674953461,0.000947952270508,343.083755016,,,,,,,,,,,,,,,,,,,1.15,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,1,0,1,0,None,,,,,,,,,,,,343.084773064,None,0,,0.514786958694,0.00180888175964,346.083769083,,,,,,,,,,,,,,,,,,,1.06,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,2,0,2,0,None,,,,,,,,,,,,346.084465027,None,0,,0.515660047531,0.00125908851624,349.084221125,,,,,,,,,,,,,,,,,,,1.16,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,3,0,3,0,None,,,,,,,,,,,,349.084733009,None,0,,0.515858888626,0.00176596641541,352.08455801,,,,,,,,,,,,,,,,,,,1.17,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,4,0,4,0,None,,,,,,,,,,,,352.085245132,None,0,,0.51565694809,0.0012640953064,355.085431099,,,,,,,,,,,,,,,,,,,1.04,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,0,0,0,0,None,,,,,,,,,,,,355.367653131,None,0,,0.500425100327,0.000907182693481,358.368891001,,,,,,,,,,,,,,,,,,,2.17,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,1,0,1,0,None,,,,,,,,,,,,358.369882107,None,0,,0.515311956406,0.00155591964722,361.369452,,,,,,,,,,,,,,,,,,,2.24,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,2,0,2,0,None,,,,,,,,,,,,361.370448112,None,0,,0.515279054642,0.0015881061554,364.369908094,,,,,,,,,,,,,,,,,,,1.96,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,3,0,3,0,None,,,,,,,,,,,,364.370898008,None,0,,0.515030145645,0.00159406661987,367.370441198,,,,,,,,,,,,,,,,,,,1.84,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,4,0,4,0,None,,,,,,,,,,,,367.371427059,None,0,,0.515045881271,0.00155591964722,370.370676041,,,,,,,,,,,,,,,,,,,2.19,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,0,0,0,0,None,,,,,,,,,,,,370.659432173,None,0,,0.510854005814,0.000963926315308,373.654425144,,,,,,,,,,,,,,,,,,,0.86,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,1,0,1,0,None,,,,,,,,,,,,373.655411005,None,0,,0.51519203186,0.00158214569092,376.654900074,,,,,,,,,,,,,,,,,,,1.19,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,2,0,2,0,None,,,,,,,,,,,,376.655894995,None,0,,0.515254020691,0.00178098678589,379.655281067,,,,,,,,,,,,,,,,,,,0.85,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,3,0,3,0,None,,,,,,,,,,,,379.656280994,None,0,,0.515084028244,0.0014009475708,382.655825138,,,,,,,,,,,,,,,,,,,0.93,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,4,0,4,0,None,,,,,,,,,,,,382.656815052,None,0,,0.51497220993,0.00160717964172,385.656290054,,,,,,,,,,,,,,,,,,,0.92,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,0,0,0,0,None,,,,,,,,,,,,385.988301039,None,0,,0.502588033676,0.000916004180908,388.990252018,,,,,,,,,,,,,,,,,,,0.83,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,1,0,1,0,None,,,,,,,,,,,,388.991248131,None,0,,0.514756917953,0.00157308578491,391.99044919,,,,,,,,,,,,,,,,,,,0.89,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,2,0,2,0,None,,,,,,,,,,,,391.991436005,None,0,,0.515066862106,0.00159406661987,394.99104619,,,,,,,,,,,,,,,,,,,1.04,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,3,0,3,0,None,,,,,,,,,,,,394.992035151,None,0,,0.514872074127,0.00179600715637,397.991501093,,,,,,,,,,,,,,,,,,,0.95,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,4,0,4,0,None,,,,,,,,,,,,397.99250102,None,0,,0.514897108078,0.00157499313354,400.991883993,,,,,,,,,,,,,,,,,,,1.17,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,0,0,0,0,None,,,,,,,,,,,,401.293066978,None,0,,0.514969110489,0.00107502937317,404.292100191,,,,,,,,,,,,,,,,,,,0.37,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,1,0,1,0,None,,,,,,,,,,,,404.292793036,None,0,,0.515597105026,0.00124001502991,407.292562008,,,,,,,,,,,,,,,,,,,0.71,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,2,0,2,0,None,,,,,,,,,,,,407.293558121,None,0,,0.515208959579,0.00129508972168,410.293081999,,,,,,,,,,,,,,,,,,,0.28,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,3,0,3,0,None,,,,,,,,,,,,410.294072151,None,0,,0.515026092529,0.0013689994812,413.293711185,,,,,,,,,,,,,,,,,,,0.7,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,4,0,4,0,None,,,,,,,,,,,,413.294703007,None,0,,0.514754056931,0.00133609771729,416.29392314,,,,,,,,,,,,,,,,,,,0.51,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.988729687,3,2015_May_27_1654,6,
