xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,feedbackResp.keys,feedbackResp.corr,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,resp.rt,secondPracComputedRewardOutput,secondPracLearningStimOnset,secondPracLearningFixOnset,secondPracPresentationRT,secondPracPresentationAcc,secondPracPresentationResp,secondPracEndTrialTimeStamp,thirdPracComputedRewardOutput,thirdPracLearningStimOnset,thirdPracLearningFixOnset,thirdPracPresentationRT,thirdPracPresentationAcc,thirdPracPresentationResp,thirdPracEndTrialTimeStamp,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,thirdComputedRewardOutput,thirdLearningStimOnset,thirdLearningFixOnset,thirdPresentationRT,thirdPresentationAcc,thirdPresentationResp,thirdEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,feedbackResp.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,1,61,2,,,,,,,,,,,,,,,,,,,,,,,,959.07952714,s,1,None,0,,,,,,,,0.451359987259,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.514187812805,0.000922918319702,0.451359987259,1,s,962.081364155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,15,2,62,2,,,,,,,,,,,,,,,,,,,,,,,,962.083153963,s,1,None,0,,,,,,,,0.434710979462,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,0.514017105103,0.000971078872681,0.434710979462,1,s,965.084794998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,15,3,63,1,,,,,,,,,,,,,,,,,,,,,,,,965.086448193,q,1,None,0,,,,,,,,0.500493049622,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.51447892189,0.00092887878418,0.500493049622,1,q,968.087939024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,968.089467049,w,1,None,0,,,,,,,,0.367352962494,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.514820098877,0.00104904174805,0.367352962494,1,w,971.091629028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,16,1,65,0,,,,,,,,,,,,,,,,,,,,,,,,971.093281984,w,1,None,0,,,,,,,,0.367663860321,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.513846874237,0.0010290145874,0.367663860321,1,w,974.094607115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,2,66,2,,,,,,,,,,,,,,,,,,,,,,,,974.096182108,s,1,None,0,,,,,,,,0.45045208931,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514750957489,0.000891923904419,0.45045208931,1,s,977.098150015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,16,3,67,2,,,,,,,,,,,,,,,,,,,,,,,,977.099934101,s,1,None,0,,,,,,,,0.400877952576,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,0.51394701004,0.000972986221313,0.400877952576,1,s,980.101603985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,0,68,1,,,,,,,,,,,,,,,,,,,,,,,,980.103222132,q,1,None,0,,,,,,,,0.350542068481,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,0.514316797256,0.00092601776123,0.350542068481,1,q,983.104725122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,1,69,1,,,,,,,,,,,,,,,,,,,,,,,,983.106291056,q,1,None,0,,,,,,,,0.33404302597,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.514453172684,0.000912189483643,0.33404302597,1,q,986.108106136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,17,2,70,1,,,,,,,,,,,,,,,,,,,,,,,,986.109631062,q,1,None,0,,,,,,,,0.317551136017,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514298915863,0.000910043716431,0.317551136017,1,q,989.111584187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,17,3,71,2,,,,,,,,,,,,,,,,,,,,,,,,989.113214016,s,1,None,0,,,,,,,,0.417438030243,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.514274120331,0.000929117202759,0.417438030243,1,s,992.114660978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,18,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,992.116358995,s,1,None,0,,,,,,,,0.38435792923,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.514394044876,0.000937938690186,0.38435792923,1,s,995.118185997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,1,73,0,,,,,,,,,,,,,,,,,,,,,,,,995.119747162,w,1,None,0,,,,,,,,0.384360074997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.514276981354,0.000917911529541,0.384360074997,1,w,998.121724129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,18,2,74,0,,,,,,,,,,,,,,,,,,,,,,,,1001.12531805,w,1,None,0,,,,,,,,0.317286968231,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,0.514186143875,0.00100207328796,0.384277105331,0,s,1001.12499213,3.92,0.515496015549,0.000978946685791,0.317286968231,1,w,1004.12811017,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,18,3,75,1,,,,,,,,,,,,,,,,,,,,,,,,1004.12966919,q,1,None,0,,,,,,,,0.350503921509,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,0.514935016632,0.000887870788574,0.350503921509,1,q,1007.13158512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,19,0,76,1,,,,,,,,,,,,,,,,,,,,,,,,1007.13314819,q,1,None,0,,,,,,,,0.350923061371,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,0.514294862747,0.000933885574341,0.350923061371,1,q,1010.13504004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,19,1,77,0,,,,,,,,,,,,,,,,,,,,,,,,1010.13664508,w,1,None,0,,,,,,,,0.317521095276,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.514155864716,0.00100684165955,0.317521095276,1,w,1013.13840008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,2,78,2,,,,,,,,,,,,,,,,,,,,,,,,1013.14002299,s,1,None,0,,,,,,,,0.434364080429,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514022111893,0.00088906288147,0.434364080429,1,s,1016.14142108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,19,3,79,3,,,,,,,,,,,,,,,,,,,,,,,,1016.14297509,a,1,None,0,,,,,,,,0.36740398407,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,0.514835119247,0.000900983810425,0.36740398407,1,a,1019.14499116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,0,80,2,,,,,,,,,,,,,,,,,,,,,,,,1019.14656496,s,1,None,0,,,,,,,,0.368002891541,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,0.514348983765,0.000930070877075,0.368002891541,1,s,1022.1484201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,1,81,3,,,,,,,,,,,,,,,,,,,,,,,,1022.14987612,a,1,None,0,,,,,,,,0.450841903687,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514386177063,0.00101399421692,0.450841903687,1,a,1025.15195918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,2,82,3,,,,,,,,,,,,,,,,,,,,,,,,1025.15350413,a,1,None,0,,,,,,,,0.384080886841,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.514143943787,0.000870943069458,0.384080886841,1,a,1028.15490317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,20,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,1028.15656114,s,1,None,0,,,,,,,,0.383793830872,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.514765977859,0.000861883163452,0.383793830872,1,s,1031.15834618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,0,84,3,,,,,,,,,,,,,,,,,,,,,,,,1031.16000915,a,1,None,0,,,,,,,,0.433978796005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.514517784119,0.000929832458496,0.433978796005,1,a,1034.16175103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,1,85,3,,,,,,,,,,,,,,,,,,,,,,,,1034.16323304,a,1,None,0,,,,,,,,0.367698907852,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.514525175095,0.00107216835022,0.367698907852,1,a,1037.16560102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,21,2,86,3,,,,,,,,,,,,,,,,,,,,,,,,1037.167099,a,1,None,0,,,,,,,,0.317316055298,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.51407289505,0.000977039337158,0.317316055298,1,a,1040.16831207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,1040.17002606,q,1,None,0,,,,,,,,0.383908987045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.514745950699,0.000874996185303,0.383908987045,1,q,1043.17188001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,1,0,1,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,1043.17346311,q,1,None,0,,,,,,,,0.400949001312,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.514142036438,0.000926971435547,0.400949001312,1,q,1046.17525315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,1,89,0,,,,,,,,,,,,,,,,,,,,,,,,1046.17673802,w,1,None,0,,,,,,,,0.384137868881,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,0.514408111572,0.000923156738281,0.384137868881,1,w,1049.17900801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,22,2,90,0,,,,,,,,,,,,,,,,,,,,,,,,1049.18053603,w,1,None,0,,,,,,,,0.367517948151,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.513962984085,0.00102090835571,0.367517948151,1,w,1052.18191814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,22,3,91,3,,,,,,,,,,,,,,,,,,,,,,,,1052.18373919,a,1,None,0,,,,,,,,0.467349052429,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.514465093613,0.000874996185303,0.467349052429,1,a,1055.18522811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,1055.18686509,w,1,None,0,,,,,,,,0.350674152374,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.514569997787,0.000916004180908,0.350674152374,1,w,1058.18892407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,1,93,2,,,,,,,,,,,,,,,,,,,,,,,,1058.19050813,s,1,None,0,,,,,,,,0.418231010437,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,0.513911008835,0.000937938690186,0.418231010437,1,s,1061.19205308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,1061.19364119,w,1,None,0,,,,,,,,0.383967876434,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.514577150345,0.000874042510986,0.383967876434,1,w,1064.19532514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,1,0,1,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,1064.19716001,s,1,None,0,,,,,,,,0.384053945541,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.514465808868,0.000881910324097,0.384053945541,1,s,1067.19848704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,1067.20013309,a,1,None,0,,,,,,,,0.417508125305,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514405012131,0.000921964645386,0.417508125305,1,a,1070.20202017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,1,0,1,0,24,1,97,0,,,,,,,,,,,,,,,,,,,,,,,,1070.203686,w,1,None,0,,,,,,,,0.351430892944,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.514136075974,0.000974893569946,0.351430892944,1,w,1073.20567203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,2,98,3,,,,,,,,,,,,,,,,,,,,,,,,1073.20719314,a,1,None,0,,,,,,,,0.400701999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.514133930206,0.00108885765076,0.400701999664,1,a,1076.20871711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,1,0,1,0,24,3,99,3,,,,,,,,,,,,,,,,,,,,,,,,1076.21053219,a,1,None,0,,,,,,,,0.383645057678,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.514585971832,0.00092887878418,0.383645057678,1,a,1079.21201301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,29.4135251045,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,1109.43704796,a,1,None,0,,,,,,,,0.401047945023,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.507896184921,0.000939130783081,0.401047945023,1,a,1112.43324018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,1115.43613815,w,1,None,0,,,,,,,,0.367334127426,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.513799190521,0.00102114677429,0.401111125946,0,s,1115.435853,0.85,0.515962839127,0.00113201141357,0.367334127426,1,w,1118.43958998,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,1118.44118214,w,1,w,1,,,,,,,,0.367748975754,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.51394200325,0.00124478340149,0.367748975754,1,w,1121.44271708,,,,,,,,,,,,,,,,,0.0571949481964,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,1121.44420719,w,1,None,0,,,,,,,,0.350634098053,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.514276027679,0.001060962677,0.350634098053,1,w,1124.44609809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,1124.44781518,s,1,None,0,,,,,,,,0.467761993408,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.514132022858,0.00091290473938,0.467761993408,1,s,1127.44911504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,1127.45078015,s,1,None,0,,,,,,,,0.383942127228,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.514792919159,0.0284540653229,0.383942127228,1,s,1130.45272613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,1130.45439315,a,1,None,0,,,,,,,,0.451236009598,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.513967037201,0.000930070877075,0.451236009598,1,a,1133.45602798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,1133.45755696,s,1,None,0,,,,,,,,0.43462395668,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.514446020126,0.00100588798523,0.43462395668,1,s,1136.45968103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,1136.46123815,a,1,None,0,,,,,,,,0.383822917938,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.514063119888,0.000956058502197,0.383822917938,1,a,1139.46262407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,1,9,3,,,,,,,,,,,,,,,,,,,,,,,,1139.46417308,a,1,None,0,,,,,,,,0.351199865341,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.51457285881,0.000886917114258,0.351199865341,1,a,1142.46598816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,1142.46761703,q,1,None,0,,,,,,,,0.384067058563,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,0.514605045319,0.000938892364502,0.384067058563,1,q,1145.46950603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,2,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,1145.47098398,a,1,None,0,,,,,,,,0.350957870483,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.51441693306,0.00103187561035,0.350957870483,1,a,1148.47321606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,1148.47475004,s,1,None,0,,,,,,,,0.401288986206,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.514016866684,0.000948905944824,0.401288986206,1,s,1151.47600508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,1151.47765017,w,1,None,0,,,,,,,,0.368210792542,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,0.514357805252,0.00089693069458,0.368210792542,1,w,1154.47961903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,w,200,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,0,,,,,,,,,,,,,,,,,,,,,,,,1154.48121119,w,1,None,0,,,,,,,,0.384520053864,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514163970947,0.000927925109863,0.384520053864,1,w,1157.48318505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
200,s,-200,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,1157.48481417,s,1,None,0,,,,,,,,0.367284059525,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.513984918594,0.000936985015869,0.367284059525,1,s,1160.486444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,q,200,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,1160.48807597,q,1,None,0,,,,,,,,0.350969076157,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.514577865601,0.000876903533936,0.350969076157,1,q,1163.4894681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
-200,a,-200,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,1163.49097419,a,1,None,0,,,,,,,,0.434282064438,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,0.514576196671,0.000924110412598,0.434282064438,1,a,1166.49292803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_05_1044,59.8888552548,LearningTask,001,43,
