practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,corrAns,yPos,ok1.keys,ok1.rt,resp.keys,resp.corr,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,space,0.388962984085,,,LearningTask,,,59.8981776222,3,2015_Mar_18_1245,603,
