xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,StartTrialTimeStamp,resp.keys,resp.corr,resp.rt,key_resp_8.keys,learningStimOnset,learningFixOnset,EndTrialTimeStamp,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,fixStopOnset,goStimOnset,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,NewStimTimeStamp,EndNewStimTimeStamp,computedRewardOutput,expName,gender (m/f),age,frameRate,session,date,participant,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,3,2,0,2,0,None,,,409.908776999,None,0,,None,0.515959024429,0.00121116638184,412.91053009,,,,,,,,,,,,,,,,,,,,,,1.8,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,3,3,0,3,0,None,,,412.910995007,None,0,,None,0.516175031662,0.00103211402893,415.912827015,,,,,,,,,,,,,,,,,,,,,,2.07,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,3,4,0,4,0,None,,,415.913417101,None,0,,None,0.516022205353,0.00128412246704,418.915365934,,,,,,,,,,,,,,,,,,,,,,2.02,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,2,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,0,0,0,0,None,,,419.59000802,None,0,,None,0.509229898453,0.000969886779785,422.584882975,,,,,,,,,,,,,,,,,,,,419.588530064,419.58872509,1.78,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,1,0,1,0,None,,,422.585473061,None,0,,None,0.515967130661,0.00120902061462,425.587336063,,,,,,,,,,,,,,,,,,,,,,1.93,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,2,0,2,0,None,,,425.588152885,None,0,,None,0.515725851059,0.00150299072266,428.589675903,,,,,,,,,,,,,,,,,,,,,,1.78,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,3,0,3,0,None,,,428.590270042,None,0,,None,0.515894889832,0.00123882293701,431.591907024,,,,,,,,,,,,,,,,,,,,,,2.06,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,4,0,4,0,None,,,431.592494965,None,0,,None,0.515894889832,0.00156593322754,434.594383001,,,,,,,,,,,,,,,,,,,,,,2.06,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,13,3,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,0,0,0,0,None,,,435.295271873,None,0,,None,0.516369104385,0.00104904174805,438.297556877,,,,,,,,,,,,,,,,,,,,435.293916941,435.294075012,3.92,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,1,0,1,0,None,,,438.298155069,None,0,,None,0.515854120255,0.00173807144165,441.299622059,,,,,,,,,,,,,,,,,,,,,,4.2,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,2,0,2,0,None,,,441.300209999,None,0,,None,0.516062021255,0.00120496749878,444.302042007,,,,,,,,,,,,,,,,,,,,,,4.12,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,3,0,3,0,None,,,444.302634001,None,0,,None,0.516125917435,0.00117993354797,447.304421902,,,,,,,,,,,,,,,,,,,,,,3.97,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,4,0,4,0,None,,,447.305006981,None,0,,None,0.516108989716,0.00151801109314,450.306905031,,,,,,,,,,,,,,,,,,,,,,4.16,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,0,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,0,0,0,0,None,,,451.024411917,None,0,,None,0.516324996948,0.000962018966675,454.026479006,,,,,,,,,,,,,,,,,,,,451.023032904,451.023196936,0.76,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,1,0,1,0,None,,,454.027128935,None,0,,None,0.515985012054,0.00135087966919,457.028793097,,,,,,,,,,,,,,,,,,,,,,1.01,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,2,0,2,0,None,,,457.029520035,None,0,,None,0.515775918961,0.00132083892822,460.031204939,,,,,,,,,,,,,,,,,,,,,,1.11,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,3,0,3,0,None,,,460.031832933,None,0,,None,0.515954971313,0.00122785568237,463.033982992,,,,,,,,,,,,,,,,,,,,,,0.75,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,4,0,4,0,None,,,463.034651995,None,0,,None,0.515709877014,0.00160694122314,466.036258936,,,,,,,,,,,,,,,,,,,,,,1.03,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,1,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,0,0,0,0,None,,,466.738791943,None,0,,None,0.51451587677,0.00107002258301,469.739123106,,,,,,,,,,,,,,,,,,,,466.737384081,466.737543106,2.18,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,1,0,1,0,None,,,469.739809036,None,0,,None,0.515851020813,0.00137710571289,472.741456985,,,,,,,,,,,,,,,,,,,,,,1.84,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,2,0,2,0,None,,,472.742048979,None,0,,None,0.515927791595,0.00157189369202,475.743731976,,,,,,,,,,,,,,,,,,,,,,2.21,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,3,0,3,0,None,,,475.744319916,None,0,,None,0.516232967377,0.00123906135559,478.746054888,,,,,,,,,,,,,,,,,,,,,,2.07,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,4,0,4,0,None,,,478.746635914,None,0,,None,0.516128063202,0.00118803977966,481.748579025,,,,,,,,,,,,,,,,,,,,,,2.15,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,None,14,2,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.8157454892,3,2015_Jun_02_0948,15,
