StopOrGo,Amount,Shape,Color,StopOrGoAndAmountLoop.thisRepN,StopOrGoAndAmountLoop.thisTrialN,StopOrGoAndAmountLoop.thisN,StopOrGoAndAmountLoop.thisIndex,ShapeLoop.thisRepN,ShapeLoop.thisTrialN,ShapeLoop.thisN,ShapeLoop.thisIndex,ColorLoop.thisRepN,ColorLoop.thisTrialN,ColorLoop.thisN,ColorLoop.thisIndex,expName,gender (m/f),age,frameRate,session,date,participant,
Stop,0.5,line,cyan,0,1,1,0,2,5,21,2,4,5,37,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,green,0,1,1,0,2,5,21,2,4,6,38,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,magenta,0,1,1,0,2,5,21,2,4,7,39,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,blue,0,1,1,0,2,5,21,2,5,0,40,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,yellow,0,1,1,0,2,5,21,2,5,1,41,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,gray,0,1,1,0,2,5,21,2,5,2,42,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,white,0,1,1,0,2,5,21,2,5,3,43,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,green,0,1,1,0,2,5,21,2,5,4,44,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,cyan,0,1,1,0,2,5,21,2,5,5,45,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,magenta,0,1,1,0,2,5,21,2,5,6,46,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,orange,0,1,1,0,2,5,21,2,5,7,47,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,cyan,0,1,1,0,2,5,21,2,6,0,48,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,magenta,0,1,1,0,2,5,21,2,6,1,49,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,orange,0,1,1,0,2,5,21,2,6,2,50,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,yellow,0,1,1,0,2,5,21,2,6,3,51,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,white,0,1,1,0,2,5,21,2,6,4,52,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,gray,0,1,1,0,2,5,21,2,6,5,53,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,blue,0,1,1,0,2,5,21,2,6,6,54,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,green,0,1,1,0,2,5,21,2,6,7,55,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,white,0,1,1,0,2,5,21,2,7,0,56,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,yellow,0,1,1,0,2,5,21,2,7,1,57,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,gray,0,1,1,0,2,5,21,2,7,2,58,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,orange,0,1,1,0,2,5,21,2,7,3,59,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,green,0,1,1,0,2,5,21,2,7,4,60,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,cyan,0,1,1,0,2,5,21,2,7,5,61,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,magenta,0,1,1,0,2,5,21,2,7,6,62,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,blue,0,1,1,0,2,5,21,2,7,7,63,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,line,,0,1,1,0,2,5,21,2,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,0,0,0,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,0,1,1,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,0,2,2,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,0,3,3,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,0,4,4,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,0,5,5,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,0,6,6,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,0,7,7,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,1,0,8,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,1,1,9,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,1,2,10,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,1,3,11,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,1,4,12,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,1,5,13,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,1,6,14,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,1,7,15,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,2,0,16,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,2,1,17,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,2,2,18,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,2,3,19,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,2,4,20,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,2,5,21,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,2,6,22,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,2,7,23,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,3,0,24,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,3,1,25,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,3,2,26,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,3,3,27,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,3,4,28,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,3,5,29,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,3,6,30,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,3,7,31,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,4,0,32,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,4,1,33,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,4,2,34,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,4,3,35,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,4,4,36,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,4,5,37,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,4,6,38,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,4,7,39,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,5,0,40,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,5,1,41,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,5,2,42,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,5,3,43,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,5,4,44,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,5,5,45,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,5,6,46,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,5,7,47,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,6,0,48,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,6,1,49,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,6,2,50,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,6,3,51,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,6,4,52,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,6,5,53,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,6,6,54,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,6,7,55,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,blue,0,1,1,0,2,6,22,4,7,0,56,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,magenta,0,1,1,0,2,6,22,4,7,1,57,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,gray,0,1,1,0,2,6,22,4,7,2,58,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,white,0,1,1,0,2,6,22,4,7,3,59,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,orange,0,1,1,0,2,6,22,4,7,4,60,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,cyan,0,1,1,0,2,6,22,4,7,5,61,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,yellow,0,1,1,0,2,6,22,4,7,6,62,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,green,0,1,1,0,2,6,22,4,7,7,63,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,hexagon,,0,1,1,0,2,6,22,4,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,0,0,0,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,0,1,1,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,0,2,2,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,0,3,3,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,0,4,4,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,0,5,5,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,0,6,6,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,0,7,7,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,1,0,8,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,1,1,9,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,1,2,10,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,1,3,11,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,1,4,12,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,1,5,13,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,1,6,14,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,1,7,15,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,2,0,16,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,2,1,17,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,2,2,18,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,2,3,19,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,2,4,20,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,2,5,21,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,2,6,22,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,2,7,23,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,3,0,24,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,3,1,25,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,3,2,26,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,3,3,27,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,3,4,28,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,3,5,29,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,3,6,30,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,3,7,31,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,4,0,32,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,4,1,33,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,4,2,34,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,4,3,35,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,4,4,36,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,4,5,37,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,4,6,38,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,4,7,39,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,5,0,40,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,5,1,41,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,5,2,42,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,5,3,43,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,5,4,44,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,5,5,45,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,5,6,46,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,5,7,47,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,6,0,48,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,6,1,49,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,6,2,50,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,6,3,51,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,6,4,52,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,6,5,53,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,6,6,54,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,6,7,55,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,white,0,1,1,0,2,7,23,5,7,0,56,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,green,0,1,1,0,2,7,23,5,7,1,57,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,magenta,0,1,1,0,2,7,23,5,7,2,58,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,blue,0,1,1,0,2,7,23,5,7,3,59,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,cyan,0,1,1,0,2,7,23,5,7,4,60,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,yellow,0,1,1,0,2,7,23,5,7,5,61,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,gray,0,1,1,0,2,7,23,5,7,6,62,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,orange,0,1,1,0,2,7,23,5,7,7,63,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,diamond,,0,1,1,0,2,7,23,5,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,blue,0,1,1,0,3,0,24,3,0,0,0,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,white,0,1,1,0,3,0,24,3,0,1,1,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,orange,0,1,1,0,3,0,24,3,0,2,2,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,yellow,0,1,1,0,3,0,24,3,0,3,3,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,magenta,0,1,1,0,3,0,24,3,0,4,4,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,gray,0,1,1,0,3,0,24,3,0,5,5,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,green,0,1,1,0,3,0,24,3,0,6,6,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,cyan,0,1,1,0,3,0,24,3,0,7,7,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,gray,0,1,1,0,3,0,24,3,1,0,8,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,cyan,0,1,1,0,3,0,24,3,1,1,9,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,magenta,0,1,1,0,3,0,24,3,1,2,10,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,yellow,0,1,1,0,3,0,24,3,1,3,11,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,green,0,1,1,0,3,0,24,3,1,4,12,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,orange,0,1,1,0,3,0,24,3,1,5,13,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,white,0,1,1,0,3,0,24,3,1,6,14,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,blue,0,1,1,0,3,0,24,3,1,7,15,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,gray,0,1,1,0,3,0,24,3,2,0,16,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,green,0,1,1,0,3,0,24,3,2,1,17,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,blue,0,1,1,0,3,0,24,3,2,2,18,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,magenta,0,1,1,0,3,0,24,3,2,3,19,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,cyan,0,1,1,0,3,0,24,3,2,4,20,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,yellow,0,1,1,0,3,0,24,3,2,5,21,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,white,0,1,1,0,3,0,24,3,2,6,22,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,orange,0,1,1,0,3,0,24,3,2,7,23,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,white,0,1,1,0,3,0,24,3,3,0,24,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,cyan,0,1,1,0,3,0,24,3,3,1,25,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,orange,0,1,1,0,3,0,24,3,3,2,26,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,green,0,1,1,0,3,0,24,3,3,3,27,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,blue,0,1,1,0,3,0,24,3,3,4,28,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,gray,0,1,1,0,3,0,24,3,3,5,29,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,yellow,0,1,1,0,3,0,24,3,3,6,30,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,magenta,0,1,1,0,3,0,24,3,3,7,31,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,cyan,0,1,1,0,3,0,24,3,4,0,32,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,white,0,1,1,0,3,0,24,3,4,1,33,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,orange,0,1,1,0,3,0,24,3,4,2,34,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Stop,0.5,invertedTriangle,green,0,1,1,0,3,0,24,3,4,3,35,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
