StopOrGo,Amount,Shape,Color,StopOrGoAndAmountLoop.thisRepN,StopOrGoAndAmountLoop.thisTrialN,StopOrGoAndAmountLoop.thisN,StopOrGoAndAmountLoop.thisIndex,ShapeLoop.thisRepN,ShapeLoop.thisTrialN,ShapeLoop.thisN,ShapeLoop.thisIndex,ColorLoop.thisRepN,ColorLoop.thisTrialN,ColorLoop.thisN,ColorLoop.thisIndex,expName,gender (m/f),age,frameRate,session,date,participant,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,1,3,11,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,1,4,12,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,1,5,13,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,1,6,14,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,1,7,15,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,2,0,16,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,2,1,17,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,2,2,18,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,2,3,19,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,2,4,20,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,2,5,21,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,2,6,22,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,2,7,23,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,3,0,24,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,3,1,25,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,3,2,26,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,3,3,27,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,3,4,28,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,3,5,29,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,3,6,30,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,3,7,31,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,4,0,32,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,4,1,33,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,4,2,34,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,4,3,35,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,4,4,36,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,4,5,37,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,4,6,38,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,4,7,39,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,5,0,40,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,5,1,41,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,5,2,42,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,5,3,43,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,5,4,44,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,5,5,45,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,5,6,46,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,5,7,47,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,6,0,48,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,6,1,49,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,6,2,50,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,6,3,51,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,6,4,52,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,6,5,53,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,6,6,54,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,6,7,55,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,blue,0,0,0,5,3,3,27,4,7,0,56,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,white,0,0,0,5,3,3,27,4,7,1,57,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,yellow,0,0,0,5,3,3,27,4,7,2,58,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,orange,0,0,0,5,3,3,27,4,7,3,59,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,gray,0,0,0,5,3,3,27,4,7,4,60,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,cyan,0,0,0,5,3,3,27,4,7,5,61,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,magenta,0,0,0,5,3,3,27,4,7,6,62,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,green,0,0,0,5,3,3,27,4,7,7,63,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,hexagon,,0,0,0,5,3,3,27,4,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,0,0,0,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,0,1,1,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,0,2,2,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,0,3,3,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,0,4,4,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,0,5,5,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,0,6,6,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,0,7,7,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,1,0,8,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,1,1,9,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,1,2,10,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,1,3,11,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,1,4,12,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,1,5,13,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,1,6,14,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,1,7,15,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,2,0,16,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,2,1,17,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,2,2,18,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,2,3,19,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,2,4,20,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,2,5,21,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,2,6,22,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,2,7,23,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,3,0,24,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,3,1,25,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,3,2,26,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,3,3,27,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,3,4,28,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,3,5,29,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,3,6,30,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,3,7,31,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,4,0,32,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,4,1,33,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,4,2,34,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,4,3,35,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,4,4,36,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,4,5,37,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,4,6,38,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,4,7,39,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,5,0,40,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,5,1,41,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,5,2,42,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,5,3,43,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,5,4,44,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,5,5,45,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,5,6,46,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,5,7,47,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,6,0,48,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,6,1,49,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,6,2,50,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,6,3,51,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,6,4,52,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,6,5,53,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,6,6,54,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,6,7,55,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,orange,0,0,0,5,3,4,28,7,7,0,56,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,white,0,0,0,5,3,4,28,7,7,1,57,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,green,0,0,0,5,3,4,28,7,7,2,58,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,blue,0,0,0,5,3,4,28,7,7,3,59,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,gray,0,0,0,5,3,4,28,7,7,4,60,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,yellow,0,0,0,5,3,4,28,7,7,5,61,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,magenta,0,0,0,5,3,4,28,7,7,6,62,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,cyan,0,0,0,5,3,4,28,7,7,7,63,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,circle,,0,0,0,5,3,4,28,7,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,0,0,0,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,0,1,1,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,0,2,2,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,0,3,3,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,0,4,4,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,0,5,5,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,0,6,6,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,0,7,7,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,1,0,8,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,1,1,9,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,1,2,10,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,1,3,11,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,1,4,12,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,1,5,13,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,1,6,14,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,1,7,15,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,2,0,16,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,2,1,17,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,2,2,18,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,2,3,19,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,2,4,20,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,2,5,21,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,2,6,22,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,2,7,23,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,3,0,24,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,3,1,25,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,3,2,26,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,3,3,27,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,3,4,28,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,3,5,29,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,3,6,30,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,3,7,31,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,4,0,32,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,4,1,33,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,4,2,34,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,4,3,35,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,4,4,36,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,4,5,37,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,4,6,38,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,4,7,39,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,5,0,40,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,5,1,41,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,5,2,42,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,5,3,43,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,5,4,44,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,5,5,45,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,5,6,46,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,5,7,47,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,6,0,48,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,6,1,49,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,6,2,50,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,6,3,51,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,6,4,52,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,6,5,53,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,6,6,54,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,6,7,55,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,blue,0,0,0,5,3,5,29,5,7,0,56,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,yellow,0,0,0,5,3,5,29,5,7,1,57,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,green,0,0,0,5,3,5,29,5,7,2,58,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,magenta,0,0,0,5,3,5,29,5,7,3,59,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,gray,0,0,0,5,3,5,29,5,7,4,60,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,orange,0,0,0,5,3,5,29,5,7,5,61,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,white,0,0,0,5,3,5,29,5,7,6,62,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,cyan,0,0,0,5,3,5,29,5,7,7,63,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,diamond,,0,0,0,5,3,5,29,5,,,,,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,cyan,0,0,0,5,3,6,30,1,0,0,0,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,orange,0,0,0,5,3,6,30,1,0,1,1,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,yellow,0,0,0,5,3,6,30,1,0,2,2,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,green,0,0,0,5,3,6,30,1,0,3,3,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,gray,0,0,0,5,3,6,30,1,0,4,4,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,blue,0,0,0,5,3,6,30,1,0,5,5,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,magenta,0,0,0,5,3,6,30,1,0,6,6,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,white,0,0,0,5,3,6,30,1,0,7,7,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,magenta,0,0,0,5,3,6,30,1,1,0,8,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,orange,0,0,0,5,3,6,30,1,1,1,9,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,blue,0,0,0,5,3,6,30,1,1,2,10,7,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,yellow,0,0,0,5,3,6,30,1,1,3,11,0,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,cyan,0,0,0,5,3,6,30,1,1,4,12,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,gray,0,0,0,5,3,6,30,1,1,5,13,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,green,0,0,0,5,3,6,30,1,1,6,14,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,white,0,0,0,5,3,6,30,1,1,7,15,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,gray,0,0,0,5,3,6,30,1,2,0,16,5,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,white,0,0,0,5,3,6,30,1,2,1,17,1,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,orange,0,0,0,5,3,6,30,1,2,2,18,2,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,green,0,0,0,5,3,6,30,1,2,3,19,4,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,cyan,0,0,0,5,3,6,30,1,2,4,20,6,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
Go,2,square,magenta,0,0,0,5,3,6,30,1,2,5,21,3,LearningTask,,,60.0839452551,3,2015_Mar_03_1245,,
