xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,key_resp_3.keys,key_resp_3.rt,computedRewardOutput,expName,gender (m/f),age,frameRate,session,date,participant,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,crossmagenta.gif,z,1,0.400822877884,3,1.05263209343,3,2,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,trianglecyan.gif,m,1,0.284358978271,4,1.3369910717,4,2,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,hexagonorange.gif,m,1,0.317458868027,5,1.65444993973,5,2,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,lineyellow.gif,z,1,0.267539024353,5,1.65444993973,5,3,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,stop,invertedtrianglegreen.gif,m,1,0.25036907196,5,1.65444993973,5,4,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,z,0,-200,,,,,,,,,,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,go,squarewhite.gif,z,1,0.334231138229,6,1.98868107796,6,4,0,0,0,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,38.8590300083,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.11663818359,,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,w,1,0.317493200302,,,,,,,,,,,,,,,,1.14,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,s,1,0.317476034164,,,,,,,,,,,,,,,,1.16,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,w,1,0.367454767227,,,,,,,,,,,,,,,,1.09,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,q,1,0.28431892395,,,,,,,,,,,,,,,,3.98,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,q,1,0.350826025009,,,,,,,,,,,,,,,,1.17,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,w,1,0.250501155853,,,,,,,,,,,,,,,,0.9,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,w,1,0.36755490303,,,,,,,,,,,,,,,,4.23,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,s,1,0.317374944687,,,,,,,,,,,,,,,,1.77,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,q,1,0.300812005997,,,,,,,,,,,,,,,,2.14,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,s,1,0.334187030792,,,,,,,,,,,,,,,,1.05,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,q,1,0.350736856461,,,,,,,,,,,,,,,,0.37,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,3,,,,,,,,,,,,,,,,,a,1,0.333970069885,,,,,,,,,,,,,,,,3.91,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,a,1,0.334167957306,,,,,,,,,,,,,,,,2.17,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,0,,,,,,,,,,,,,,,,,w,1,0.352471113205,,,,,,,,,,,,,,,,0.52,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,a,1,0.40070605278,,,,,,,,,,,,,,,,4.1,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,,,,,,,,,w,1,0.367327928543,,,,,,,,,,,,,,,,3.75,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,3,,,,,,,,,,,,,,,,,a,1,0.267463922501,,,,,,,,,,,,,,,,1.19,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,0,,,,,,,,,,,,,,,,,w,1,0.300801038742,,,,,,,,,,,,,,,,1.24,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,,,,,,,,,w,1,0.400840997696,,,,,,,,,,,,,,,,4.05,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,3,,,,,,,,,,,,,,,,,a,1,0.18407702446,,,,,,,,,,,,,,,,4.05,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,s,1,0.38414311409,,,,,,,,,,,,,,,,0.45,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,2,,,,,,,,,,,,,,,,,s,1,0.334064006805,,,,,,,,,,,,,,,,0.75,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,w,1,0.334115982056,,,,,,,,,,,,,,,,3.8,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,q,1,0.334174871445,,,,,,,,,,,,,,,,3.81,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,0,,,,,,,,,,,,,,,,,w,1,0.333571910858,,,,,,,,,,,,,,,,3.88,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,0,,,,,,,,,,,,,,,,,w,1,0.300849199295,,,,,,,,,,,,,,,,0.45,LearningTask,,,59.9197413666,3,2015_Apr_10_1414,2,
