practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,location,ShapeStimulus,Shape,yPos,corrAns,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,escape,3.32637190819,LearningTask,,,59.9366095543,3,2015_Mar_03_1204,,
