corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,space,0.464812040329,,,,,,,,,,,,,,,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,0,0,0,1,,,-1,go,circleblue.gif,m,1,0.583978891373,1,0.583978891373,1,0,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,0,1,1,0,,,-1,go,linewhite.gif,z,1,0.367607116699,2,0.951586008072,2,0,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,1,0,2,1,,,-1,go,diamondmagenta.gif,m,1,0.383815050125,3,1.3354010582,3,0,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,1,1,3,1,,,0.25,stop,crossgray.gif,m,1,0.334052085876,3,1.3354010582,3,1,0,0,0,0.2,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,2,0,4,1,,,-1,go,diamondmagenta.gif,m,1,0.367393016815,4,1.70279407501,4,1,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,2,1,5,0,,,0.25,stop,linewhite.gif,m,0,0.383965015411,4,1.70279407501,4,2,0,0,0,0.2,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,3,0,6,0,,,-1,go,hexagongreen.gif,m,0,0.433917999268,5,1.70279407501,4,2,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,3,1,7,0,,,0.2,stop,linewhite.gif,m,0,0.384056091309,5,1.70279407501,4,3,0,0,0,0.15,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,4,0,8,0,,,-1,go,invertedtriangleyellow.gif,m,0,0.517420053482,6,1.70279407501,4,3,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,4,1,9,1,,,-1,go,circleblue.gif,z,0,0.517294168472,7,1.70279407501,4,3,0,0,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,5,0,10,1,,,0.2,stop,triangleorange.gif,None,0,,7,1.70279407501,4,4,1,0,0,0.25,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,5,1,11,1,,,-1,go,squarecyan.gif,None,0,,8,1.70279407501,4,4,1,1,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,6,0,12,1,,,-1,go,triangleorange.gif,None,0,,9,1.70279407501,4,4,1,2,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,6,1,13,0,,,-1,go,squarecyan.gif,None,0,,10,1.70279407501,4,4,1,3,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,7,0,14,1,,,-1,go,circleblue.gif,None,0,,11,1.70279407501,4,4,1,4,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,-1,go,linewhite.gif,None,0,,12,1.70279407501,4,4,1,5,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,8,0,16,0,,,-1,go,hexagongreen.gif,None,0,,13,1.70279407501,4,4,1,6,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,8,1,17,0,,,-1,go,invertedtriangleyellow.gif,None,0,,14,1.70279407501,4,4,1,7,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
z,0,-200,,,,,0,0,0,0,None,9,0,18,0,,,-1,go,circleblue.gif,None,0,,15,1.70279407501,4,4,1,8,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
m,0,200,,,,,0,0,0,0,None,9,1,19,1,,,-1,go,diamondmagenta.gif,None,0,,16,1.70279407501,4,4,1,9,0,-1,LearningTask,,,60.0831706258,3,2015_Mar_31_1534,123,
