xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,EndTrialTimeStamp,stopSignalOnset,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],9,3.57749414444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.418199062347,None,0,1.0,circlewhite.gif,go,1.22,0.508646965027,0.00316190719604,0.418199062347,1,w,12.7601230145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367171049118,None,0,1.0,circlewhite.gif,go,0.88,0.514781951904,0.00104689598083,0.367171049118,1,a,15.7628707886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317342996597,None,0,0.5,hexagonmagenta.gif,go,0.6,0.515070199966,0.00128817558289,0.317342996597,1,q,18.7661399841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.401379108429,None,0,0.5,invertedtrianglegreen.gif,stop,0.65,0.515234947205,0.00128197669983,0.401379108429,1,w,21.7694017887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.333787918091,None,0,0.5,invertedtrianglegreen.gif,stop,0,0.514945030212,0.000998973846436,0.333787918091,1,a,24.7728979588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.417614936829,None,0,0.5,hexagonmagenta.gif,go,0.31,0.515340805054,0.000892877578735,0.417614936829,1,s,27.7761929035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367566108704,None,0,4.0,diamondcyan.gif,stop,3.96,0.515018939972,0.000930070877075,0.367566108704,1,w,30.7798278332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.417614936829,None,0,4.0,squareorange.gif,go,3.89,0.51464009285,0.00133299827576,0.417614936829,1,q,33.7830150127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384104013443,None,0,0.5,hexagonmagenta.gif,go,0.27,0.51486492157,0.000903129577637,0.384104013443,1,s,36.786208868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467801094055,None,0,1.0,crossgray.gif,stop,0.86,0.515151977539,0.000901937484741,0.467801094055,1,q,39.7897408009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,z,0,-200,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.599108934,go,squareorange.gif,go,4.0,z,1,0.350687026978,None,0,0.00129103660583,0.510766029358,106.597934961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.598401785,stop,invertedtrianglegreen.gif,stop,0.5,m,1,0.334383964539,None,0,0.000926971435547,0.515069007874,109.600789785,0.765225887299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.60116291,go,hexagonmagenta.gif,go,0.5,z,1,0.317715883255,None,0,0.00097918510437,0.515710115433,112.604063988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.60442996,go,squareorange.gif,go,4.0,z,1,0.284003019333,None,0,0.000946044921875,0.515928030014,115.60747385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,m,0,200,,,,,,,,,,2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.607841015,go,squareorange.gif,go,4.0,m,1,0.317224025726,None,0,0.00106596946716,0.515959024429,118.610852003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,m,0,200,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.611259937,stop,diamondcyan.gif,stop,4.0,m,1,0.350584030151,None,0,0.000951051712036,0.515640974045,121.614131927,0.766132116318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,m,0,200,,,,,,,,,,3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.614496946,stop,diamondcyan.gif,stop,4.0,m,1,0.434803009033,None,0,0.000967979431152,0.515650033951,124.617525816,0.766266107559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,z,0,-200,,,,,,,,,,3,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.617888927,stop,invertedtrianglegreen.gif,stop,0.5,z,1,0.617979049683,None,0,0.00101089477539,0.515733003616,127.620967865,0.766389846802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.621339798,go,hexagonmagenta.gif,go,0.5,m,1,0.434287071228,None,0,0.000968933105469,0.515587091446,130.623936892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,z,0,-200,,,,,,,,,,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.624300003,go,triangleyellow.gif,go,2.0,z,1,0.451201915741,None,0,0.00145077705383,0.516223907471,133.627774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.1654009819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,29.0321848392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.55110001564,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.24,0.508790016174,0.000885009765625,0.55110001564,1,q,189.958859921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417102098465,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.15,0.513440132141,0.00088906288147,0.417102098465,1,w,192.961500883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350769996643,None,0,4.0,diamondcyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514091968536,0.00123000144958,0.350769996643,1,a,195.96469593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.401285171509,None,0,4.0,squareorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.96,0.514154911041,0.00094199180603,0.401285171509,1,w,198.967945814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384303092957,None,0,1.0,circlewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514620065689,0.00090217590332,0.384303092957,1,a,201.971308947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317592144012,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.514308929443,0.00100207328796,0.317592144012,1,w,204.974637985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384575128555,None,0,1.0,crossgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.513955116272,0.000945091247559,0.384575128555,1,w,207.97791791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350888967514,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.06,0.514664888382,0.000886917114258,0.350888967514,1,a,210.981472969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351381063461,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514321804047,0.000977993011475,0.351381063461,1,w,213.9851408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334201097488,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.513696908951,0.000936985015869,0.334201097488,1,w,216.988215923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400501966476,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.23,0.514245986938,0.000962972640991,0.400501966476,1,a,219.991825819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384509086609,None,0,0.5,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.51379108429,0.000910997390747,0.384509086609,1,s,222.995435953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367975950241,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.513342857361,0.000922918319702,0.367975950241,1,a,225.998250008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351197957993,None,0,0.5,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.514288902283,0.000900983810425,0.351197957993,1,s,229.001554012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.467390060425,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.514345884323,0.000897884368896,0.467390060425,1,q,232.005054951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.484033107758,None,0,1.0,circlewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.514340877533,0.000900983810425,0.484033107758,1,q,235.008253813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.36775803566,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.514363050461,0.00210690498352,0.36775803566,1,s,238.012089014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401012897491,None,0,0.5,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.513841152191,0.000899076461792,0.401012897491,1,a,241.015307903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35017490387,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514060974121,0.00089693069458,0.35017490387,1,q,244.018343925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.384845018387,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.07,0.514093875885,0.00111293792725,0.384845018387,1,w,247.021708965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367452859879,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.514357089996,0.000895977020264,0.367452859879,1,w,250.025182009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350682020187,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.91,0.514219999313,0.00089693069458,0.350682020187,1,w,253.028425932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.434676885605,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513866901398,0.000936985015869,0.434676885605,1,s,256.031726837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.350897073746,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.51441693306,0.000890016555786,0.350897073746,1,a,259.035122871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367434024811,None,0,4.0,diamondcyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.514349937439,0.000888824462891,0.367434024811,1,a,262.038614988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35098195076,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514074087143,0.000948905944824,0.35098195076,1,q,265.042076826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367596149445,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.514090776443,0.000894784927368,0.367596149445,1,s,268.04557395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.40106010437,None,0,2.0,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.76,0.513886928558,0.00118899345398,0.40106010437,1,s,271.04875493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.384579896927,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.513892173767,0.00092601776123,0.384579896927,1,q,274.051986933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350744962692,None,0,1.0,crossgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.514211893082,0.00091290473938,0.350744962692,1,w,277.055351973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,7,2,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401062011719,None,0,1.0,circlewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.514374017715,0.000904083251953,0.401062011719,1,q,280.058805943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,7,3,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383543014526,None,0,2.0,triangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514312028885,0.000900030136108,0.383543014526,1,a,283.061918974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,8,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.417531967163,None,0,0.5,hexagonmagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514339923859,0.000916004180908,0.417531967163,1,w,286.065627813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.401179075241,None,0,0.5,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513844013214,0.00089693069458,0.401179075241,1,q,289.068723917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,8,2,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367303133011,None,0,0.5,invertedtrianglegreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514214038849,0.000899076461792,0.367303133011,1,q,292.071968794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,8,3,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.417301177979,None,0,1.0,crossgray.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.51432299614,0.000977039337158,0.417301177979,1,a,295.0753479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jun_18_1102,60.1511557535,LearningTask,1,22,
