corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,space,1.46173405647,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,0,0,0,1,,,0.25,stop,hexagonmagenta.gif,m,1,0.550988912582,0,0,0,1,0,0,0,0.2,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,0,1,1,1,,,-1,go,trianglecyan.gif,m,1,0.300724983215,1,0.300724983215,1,1,0,0,0,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,1,0,2,0,,,-1,go,linegray.gif,z,1,0.384088993073,2,0.684813976288,2,1,0,0,0,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,1,1,3,0,,,-1,go,circlegreen.gif,z,1,0.400614976883,3,1.08542895317,3,1,0,0,0,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,2,0,4,1,,,-1,go,trianglecyan.gif,m,1,0.317214012146,4,1.40264296532,4,1,0,0,0,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,2,1,5,0,,,-1,go,diamondwhite.gif,m,0,0.41676402092,5,1.40264296532,4,1,0,0,1,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,3,0,6,0,,,-1,go,linegray.gif,m,0,0.417114019394,6,1.40264296532,4,1,0,0,2,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,3,1,7,1,,,0.2,stop,hexagonmagenta.gif,z,0,0.417538166046,6,1.40264296532,4,2,0,0,2,0.15,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,4,0,8,1,,,-1,go,trianglecyan.gif,z,0,0.400729894638,7,1.40264296532,4,2,0,0,3,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,4,1,9,0,,,-1,go,diamondwhite.gif,m,0,0.384326934814,8,1.40264296532,4,2,0,0,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,5,0,10,1,,,-1,go,diamondwhite.gif,None,0,,9,1.40264296532,4,2,0,1,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,5,1,11,1,,,0.15,stop,crossyellow.gif,None,0,,9,1.40264296532,4,3,1,1,4,0.2,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,6,0,12,0,,,-1,go,linegray.gif,None,0,,10,1.40264296532,4,3,1,2,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,6,1,13,0,,,0.25,stop,squareorange.gif,None,0,,10,1.40264296532,4,4,2,2,4,0.3,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,7,0,14,0,,,-1,go,diamondwhite.gif,None,0,,11,1.40264296532,4,4,2,3,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,-1,go,crossyellow.gif,None,0,,12,1.40264296532,4,4,2,4,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,8,0,16,1,,,0.2,stop,hexagonmagenta.gif,None,0,,12,1.40264296532,4,5,3,4,4,0.25,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
z,0,-200,,,,,0,0,0,0,None,8,1,17,0,,,0.3,stop,hexagonmagenta.gif,None,0,,12,1.40264296532,4,6,4,4,4,0.35,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,9,0,18,1,,,-1,go,hexagonmagenta.gif,None,0,,13,1.40264296532,4,6,4,5,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
m,0,200,,,,,0,0,0,0,None,9,1,19,1,,,-1,go,squareorange.gif,None,0,,14,1.40264296532,4,6,4,6,4,-1,LearningTask,,,59.9186285714,3,2015_Mar_31_1623,53634,
