xPos,location,ShapeStimulus,Shape,yPos,corrAns,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,space,0.893318891525,,,,LearningTask,,,59.9534015443,3,2015_Mar_05_1317,47,
200,None,None,None,-200,h,0,0,0,20,,,h,1,0.88467001915,LearningTask,,,59.9534015443,3,2015_Mar_05_1317,47,
