pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,xPos,corrAns,yPos,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,escape,49.2423660755,LearningTask,,,59.9959376225,1,2015_May_26_1116,1,
