pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,xPos,corrAns,yPos,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,space,1.51424098015,LearningTask,,,59.9441476514,3,2015_Apr_21_1415,999,
