corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,space,0.490849971771,,,,,,,,,,,,,,,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,0,0,0,1,,,0.25,stop,hexagonyellow.gif,m,1,0.700618028641,0,0,0,1,0,0,0,0.2,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,0,1,1,1,,,0.2,stop,diamondwhite.gif,z,0,0.467256069183,0,0,0,2,0,0,0,0.15,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,1,0,2,0,,,-1,go,trianglegreen.gif,None,0,,1,0,0,2,0,1,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,1,1,3,0,,,-1,go,trianglegreen.gif,None,0,,2,0,0,2,0,2,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,2,0,4,1,,,-1,go,invertedtrianglemagenta.gif,None,0,,3,0,0,2,0,3,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,2,1,5,1,,,-1,go,hexagonyellow.gif,None,0,,4,0,0,2,0,4,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,3,0,6,0,,,0.25,stop,diamondwhite.gif,None,0,,4,0,0,3,1,4,0,0.3,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,3,1,7,0,,,-1,go,trianglegreen.gif,None,0,,5,0,0,3,1,5,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,4,0,8,0,,,-1,go,circlegray.gif,None,0,,6,0,0,3,1,6,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,4,1,9,0,,,0.3,stop,diamondwhite.gif,None,0,,6,0,0,4,2,6,0,0.35,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,5,0,10,0,,,0.35,stop,diamondwhite.gif,None,0,,6,0,0,5,3,6,0,0.4,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,5,1,11,1,,,0.15,stop,diamondwhite.gif,None,0,,6,0,0,6,4,6,0,0.2,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,6,0,12,1,,,-1,go,invertedtrianglemagenta.gif,None,0,,7,0,0,6,4,7,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,6,1,13,1,,,0.2,stop,circlegray.gif,None,0,,7,0,0,7,5,7,0,0.25,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,7,0,14,1,,,0.25,stop,hexagonyellow.gif,None,0,,7,0,0,8,6,7,0,0.3,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,-1,go,crossorange.gif,None,0,,8,0,0,8,6,8,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,8,0,16,1,,,-1,go,trianglegreen.gif,None,0,,9,0,0,8,6,9,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,8,1,17,0,,,-1,go,squareblue.gif,None,0,,10,0,0,8,6,10,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
z,0,-200,,,,,0,0,0,0,None,9,0,18,0,,,0.4,stop,hexagonyellow.gif,None,0,,10,0,0,9,7,10,0,0.45,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
m,0,200,,,,,0,0,0,0,None,9,1,19,1,,,-1,go,crossorange.gif,None,0,,11,0,0,9,7,11,0,-1,LearningTask,,,59.5206057776,3,2015_Mar_31_1554,12321,
