pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,xPos,corrAns,yPos,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,learningStimOnset,learningFixOnset,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,space,1.30209302902,,,,,,LearningTask,,,59.9696027338,3,2015_May_27_1543,2,
