ColorLoop.thisRepN,ColorLoop.thisTrialN,ColorLoop.thisN,ColorLoop.thisIndex,ShapeLoop.thisRepN,ShapeLoop.thisTrialN,ShapeLoop.thisN,ShapeLoop.thisIndex,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,space,1.14006400108,LearningTask,,,60.5290205082,3,2015_Mar_04_1202,796,
