practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,corrAns,yPos,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,space,0.420596122742,,,,LearningTask,,,59.9449187001,3,2015_Mar_05_1405,65,
