practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,Reward,corrAns,ShapeStimulus,yPos,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,space,0.476949930191,LearningTask,,,59.8680828044,3,2015_Mar_05_1324,51,
