practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,Reward,corrAns,ShapeStimulus,yPos,ok1.keys,ok1.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,space,0.74876499176,LearningTask,,55,59.9624868475,3,2015_Mar_05_1334,,
