practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,xPos,location,ShapeStimulus,Shape,yPos,corrAns,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,space,1.20471096039,,,,LearningTask,,,59.9534872419,3,2015_Mar_05_1258,40,
