corrGoResp,yPosGoStim,xPosGoStim,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopBlocks.thisTrial,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,ok1.keys,ok1.rt,beginningSSD,trialType,goStim,goResp.keys,goResp.corr,goResp.rt,goTrailCountOutput,goCumRTOutput,goRTCountOutput,stopTrialCountOutput,stopSuccessCountOutput,omissionCountOutput,commissionCountOutput,EndingSSD,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,space,1.10277700424,,,,,,,,,,,,,,,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,0,0,0,1,,,0.25,stop,circleblue.gif,m,1,0.450465202332,0,0,0,1,0,0,0,0.2,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,0,1,1,0,,,-1,go,squarecyan.gif,z,1,0.417490959167,1,0.417490959167,1,1,0,0,0,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,1,0,2,0,,,-1,go,crossyellow.gif,z,1,0.434290885925,2,0.851781845093,2,1,0,0,0,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,1,1,3,1,,,-1,go,invertedtriangleorange.gif,m,1,0.484284877777,3,1.33606672287,3,1,0,0,0,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,2,0,4,1,,,-1,go,hexagonmagenta.gif,m,1,0.367172002792,4,1.70323872566,4,1,0,0,0,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,2,1,5,0,,,-1,go,hexagonmagenta.gif,m,0,0.434278011322,5,1.70323872566,4,1,0,0,1,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,3,0,6,0,,,-1,go,trianglegreen.gif,m,0,0.384052038193,6,1.70323872566,4,1,0,0,2,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,3,1,7,1,,,-1,go,diamondgray.gif,z,0,0.417094945908,7,1.70323872566,4,1,0,0,3,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,4,0,8,1,,,0.2,stop,circleblue.gif,z,0,0.450398921967,7,1.70323872566,4,2,0,0,3,0.15,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,4,1,9,0,,,-1,go,crossyellow.gif,m,0,0.398468971252,8,1.70323872566,4,2,0,0,4,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,5,0,10,1,,,-1,go,crossyellow.gif,None,0,,9,1.70323872566,4,2,0,1,5,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,5,1,11,1,,,0.15,stop,linewhite.gif,None,0,,9,1.70323872566,4,3,1,1,5,0.2,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,6,0,12,0,,,0.25,stop,invertedtriangleorange.gif,None,0,,9,1.70323872566,4,4,2,1,5,0.3,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,6,1,13,0,,,-1,go,crossyellow.gif,None,0,,10,1.70323872566,4,4,2,2,6,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,7,0,14,1,,,-1,go,crossyellow.gif,None,0,,11,1.70323872566,4,4,2,3,7,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,7,1,15,0,,,-1,go,squarecyan.gif,None,0,,12,1.70323872566,4,4,2,4,8,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,8,0,16,0,,,-1,go,crossyellow.gif,None,0,,13,1.70323872566,4,4,2,5,9,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,8,1,17,1,,,-1,go,trianglegreen.gif,None,0,,14,1.70323872566,4,4,2,6,10,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
m,0,200,,,,,0,0,0,0,None,9,0,18,1,,,-1,go,crossyellow.gif,None,0,,15,1.70323872566,4,4,2,7,11,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
z,0,-200,,,,,0,0,0,0,None,9,1,19,0,,,-1,go,crossyellow.gif,None,0,,16,1.70323872566,4,4,2,8,12,-1,LearningTask,,,60.0337217924,3,2015_Mar_31_1538,3453,
