trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.517128944397,0.64,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
1,0,1,0,space,0,0.516886949539,0.54,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
2,0,2,0,space,0,0.516841888428,0.98,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
3,0,3,0,space,0,0.516195058823,0.96,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
4,0,4,0,space,0,0.517117977142,0.83,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
5,0,5,0,space,0,0.51652097702,0.67,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
6,0,6,0,space,0,0.51639509201,0.93,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
7,0,7,0,space,0,0.51608300209,0.55,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
8,0,8,0,space,0,0.516357183456,0.9,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
9,0,9,0,space,0,0.516026973724,0.65,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
10,0,10,0,space,0,0.5167760849,0.51,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
11,0,11,0,space,0,0.51660990715,0.89,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
12,0,12,0,space,0,0.516448020935,0.68,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
13,0,13,0,space,0,0.515961170197,0.63,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
14,0,14,0,space,0,0.517035961151,0.6,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
15,0,15,0,space,0,0.516330003738,0.98,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
16,0,16,0,space,0,0.517073869705,0.98,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
17,0,17,0,space,0,0.516070842743,0.68,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
18,0,18,0,space,0,0.516535043716,0.78,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
19,0,19,0,space,0,0.516433954239,0.53,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
20,0,20,0,space,0,0.516955852509,0.54,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
21,0,21,0,space,0,0.515985965729,0.81,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
22,0,22,0,space,0,0.516339063644,0.82,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
23,0,23,0,space,0,0.507725954056,0.73,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
24,0,24,0,space,0,0.516912937164,0.84,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
25,0,25,0,space,0,0.516255140305,0.63,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
26,0,26,0,space,0,0.517094135284,0.92,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
27,0,27,0,space,0,0.516226053238,0.83,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
28,0,28,0,space,0,0.516347885132,0.67,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
29,0,29,0,space,0,0.516188144684,0.89,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
30,0,30,0,space,0,0.516983032227,0.87,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
31,0,31,0,space,0,0.516968011856,0.69,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
32,0,32,0,space,0,0.516648054123,0.79,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
33,0,33,0,space,0,0.515877962112,0.62,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
34,0,34,0,space,0,0.516610860825,0.57,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
35,0,35,0,space,0,0.516777992249,0.68,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
36,0,36,0,space,0,0.516420125961,0.59,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
37,0,37,0,space,0,0.516272783279,0.86,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
38,0,38,0,space,0,0.516064882278,0.75,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
39,0,39,0,space,0,0.516119003296,0.68,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
40,0,40,0,space,0,0.516974925995,0.94,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
41,0,41,0,space,0,0.516632080078,0.7,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
42,0,42,0,space,0,0.51612496376,0.52,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
43,0,43,0,space,0,0.515937805176,0.69,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
44,0,44,0,space,0,0.51625084877,0.73,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
45,0,45,0,space,0,0.517108917236,0.82,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
46,0,46,0,space,0,0.516072034836,0.9,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
47,0,47,0,space,0,0.516597986221,0.51,2015_Jun_03_1435,59.9139210491,DondersVisual,001,108,
