trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,1.23626804352,0.89,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
1,0,1,0,space,0,0.717166900635,0.5,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
2,0,2,0,space,0,1.1506729126,0.97,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
3,0,3,0,space,0,0.78379201889,0.6,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
4,0,4,0,space,0,0.850780010223,0.88,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
5,0,5,0,space,0,1.05052995682,0.85,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
6,0,6,0,space,0,1.01700305939,0.83,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
7,0,7,0,space,0,1.1005628109,0.9,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
8,0,8,0,space,0,1.06739997864,0.91,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
9,0,9,0,space,0,0.916916847229,0.76,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
10,0,10,0,space,0,0.833997964859,0.64,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
11,0,11,0,space,0,0.766612052917,0.59,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
12,0,12,0,space,0,0.800505161285,0.65,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
13,0,13,0,space,0,0.682934045792,0.89,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
14,0,14,0,space,0,0.933398962021,0.72,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
15,0,15,0,space,0,1.20093584061,0.98,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
16,0,16,0,space,0,1.0168170929,0.84,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
17,0,17,0,space,0,1.06717896461,0.91,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
18,0,18,0,space,0,1.08423399925,0.94,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
19,0,19,0,space,0,0.867228031158,0.67,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
20,0,20,0,space,0,0.83337187767,0.65,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
21,0,21,0,space,0,0.7667760849,0.86,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
22,0,22,0,space,0,0.717035055161,0.5,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
23,0,23,0,space,0,1.01750183105,0.83,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
24,0,24,0,space,0,0.91724395752,0.7,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
25,0,25,0,space,0,1.00063896179,0.83,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
26,0,26,0,space,0,0.733108043671,0.54,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
27,0,27,0,space,0,1.18384504318,0.99,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
28,0,28,0,space,0,0.783541917801,0.6,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
29,0,29,0,space,0,1.03369212151,0.86,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
30,0,30,0,space,0,0.884073972702,0.71,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
31,0,31,0,space,0,0.850464105606,0.69,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
32,0,32,0,space,0,0.850292921066,0.68,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
33,0,33,0,space,0,0.83352804184,0.69,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
34,0,34,0,space,0,0.799789905548,0.6,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
35,0,35,0,space,0,0.884090900421,0.74,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
36,0,36,0,space,0,0.833281040192,0.68,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
37,0,37,0,space,0,0.934125185013,0.78,2015_Jun_03_1439,59.7314132562,DondersAuditory3,002,108,
