trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,jitterTime,date,frameRate,expName,session,participant,
0,0,0,0,space,0,0.996757984161,0.62,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
1,0,1,0,space,0,1.31777405739,0.92,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
2,0,2,0,space,0,1.05070304871,0.78,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
3,0,3,0,space,0,1.18376684189,0.9,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
4,0,4,0,space,0,1.13427400589,0.93,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
5,0,5,0,space,0,1.23422694206,0.97,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
6,0,6,0,space,0,1.21769499779,0.98,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
7,0,7,0,space,0,1.25069499016,0.98,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
8,0,8,0,space,0,1.217222929,0.95,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
9,0,9,0,space,0,1.21777415276,0.87,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
10,0,10,0,space,0,1.00034689903,0.72,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
11,0,11,0,space,0,0.983758926392,0.72,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
12,0,12,0,space,0,1.20067000389,0.92,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
13,0,13,0,space,0,1.21689295769,0.95,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
14,0,14,0,space,0,0.850393772125,0.57,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
15,0,15,0,space,0,1.06750702858,0.84,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
16,0,16,0,space,0,1.1175069809,0.89,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
17,0,17,0,space,0,0.933696985245,0.7,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
18,0,18,0,space,0,0.817290067673,0.55,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
19,0,19,0,space,0,1.06701421738,0.86,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
20,0,20,0,space,0,0.884321928024,0.6,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
21,0,21,0,space,0,0.817420005798,0.58,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
22,0,22,0,space,0,1.23360109329,0.97,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
23,0,23,0,space,0,1.01438593864,0.67,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
24,0,24,0,space,0,1.26795196533,0.91,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
25,0,25,0,space,0,1.20088386536,0.92,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
26,0,26,0,space,0,0.86739397049,0.54,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
27,0,27,0,space,0,1.10097193718,0.81,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
28,0,28,0,space,0,0.950500011444,0.57,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
29,0,29,0,space,0,0.967641830444,0.63,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
30,0,30,0,space,0,1.11749410629,0.73,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
31,0,31,0,space,0,1.0672929287,0.83,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
32,0,32,0,space,0,1.43423318863,0.77,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
33,0,33,0,space,0,0.883410930634,0.63,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
34,0,34,0,space,0,1.11734700203,0.8,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
35,0,35,0,space,0,1.10061907768,0.64,2015_Jun_03_1044,59.9549441376,DondersAuditory3,002,106,
