0.3210 	WARNING 	Movie2 stim could not be imported and won't be available
10.7427 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xc282c88>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.7427 	EXP 	window1: recordFrameIntervals = False
10.9086 	EXP 	window1: recordFrameIntervals = True
11.0920 	EXP 	window1: recordFrameIntervals = False
11.1373 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
11.1593 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'X', units=u'norm', win=Window(...), wrapWidth=1)
11.1641 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
11.1651 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
11.1660 	EXP 	New trial (rep=0, index=0): None
11.1663 	EXP 	window1: recordFrameIntervals = False
11.1753 	EXP 	text: autoDraw = True
11.1755 	EXP 	window1: recordFrameIntervals = False
11.9094 	EXP 	text_2: autoDraw = True
12.0935 	EXP 	text_2: autoDraw = False
12.3269 	DATA 	Keypress: space
12.3431 	EXP 	text: autoDraw = False
12.3431 	EXP 	text_2: autoDraw = False
12.3431 	EXP 	text_3: autoDraw = True
13.3287 	EXP 	New trial (rep=1, index=0): None
13.3289 	EXP 	window1: recordFrameIntervals = False
13.3445 	EXP 	text_3: autoDraw = False
13.3445 	EXP 	text_3: autoDraw = False
13.3445 	EXP 	text: autoDraw = True
13.3447 	EXP 	window1: recordFrameIntervals = False
13.6341 	DATA 	Keypress: space
13.8619 	EXP 	text: autoDraw = False
13.8619 	EXP 	text_2: autoDraw = False
13.8619 	EXP 	text_3: autoDraw = True
14.8472 	EXP 	New trial (rep=2, index=0): None
14.8474 	EXP 	window1: recordFrameIntervals = False
14.8627 	EXP 	text_3: autoDraw = False
14.8627 	EXP 	text: autoDraw = True
14.8630 	EXP 	window1: recordFrameIntervals = False
15.4301 	EXP 	text_2: autoDraw = True
15.6137 	EXP 	text_2: autoDraw = False
15.7473 	DATA 	Keypress: space
15.7643 	EXP 	text: autoDraw = False
15.7643 	EXP 	text_2: autoDraw = False
15.7643 	EXP 	text_3: autoDraw = True
16.7492 	EXP 	New trial (rep=3, index=0): None
16.7493 	EXP 	window1: recordFrameIntervals = False
16.7649 	EXP 	text_3: autoDraw = False
16.7649 	EXP 	text_3: autoDraw = False
16.7649 	EXP 	text: autoDraw = True
16.7651 	EXP 	window1: recordFrameIntervals = False
17.3993 	EXP 	text_2: autoDraw = True
17.5993 	EXP 	text_2: autoDraw = False
17.6330 	DATA 	Keypress: space
17.6493 	EXP 	text: autoDraw = False
17.6493 	EXP 	text_2: autoDraw = False
17.6493 	EXP 	text_3: autoDraw = True
18.6348 	EXP 	New trial (rep=4, index=0): None
18.6349 	EXP 	window1: recordFrameIntervals = False
18.6506 	EXP 	text_3: autoDraw = False
18.6506 	EXP 	text_3: autoDraw = False
18.6506 	EXP 	text: autoDraw = True
18.6508 	EXP 	window1: recordFrameIntervals = False
19.5512 	EXP 	text_2: autoDraw = True
19.7516 	EXP 	text_2: autoDraw = False
19.7859 	DATA 	Keypress: space
19.8017 	EXP 	text: autoDraw = False
19.8017 	EXP 	text_2: autoDraw = False
19.8017 	EXP 	text_3: autoDraw = True
20.7871 	EXP 	New trial (rep=5, index=0): None
20.7873 	EXP 	window1: recordFrameIntervals = False
20.8027 	EXP 	text_3: autoDraw = False
20.8027 	EXP 	text_3: autoDraw = False
20.8027 	EXP 	text: autoDraw = True
20.8030 	EXP 	window1: recordFrameIntervals = False
21.5034 	EXP 	text_2: autoDraw = True
21.6873 	EXP 	text_2: autoDraw = False
21.7542 	DATA 	Keypress: space
21.7704 	EXP 	text: autoDraw = False
21.7704 	EXP 	text_2: autoDraw = False
21.7704 	EXP 	text_3: autoDraw = True
22.7560 	EXP 	New trial (rep=6, index=0): None
22.7561 	EXP 	window1: recordFrameIntervals = False
