0.3172 	WARNING 	Movie2 stim could not be imported and won't be available
4.7372 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xca80c88>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7372 	EXP 	window1: recordFrameIntervals = False
4.9035 	EXP 	window1: recordFrameIntervals = True
5.0870 	EXP 	window1: recordFrameIntervals = False
5.1326 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
5.1540 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'X', units=u'norm', win=Window(...), wrapWidth=1)
5.1587 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
5.1597 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
5.1605 	EXP 	New trial (rep=0, index=0): None
5.1608 	EXP 	window1: recordFrameIntervals = False
5.1706 	EXP 	text: autoDraw = True
5.1708 	EXP 	window1: recordFrameIntervals = False
5.7377 	EXP 	text_2: autoDraw = True
5.9378 	EXP 	text_2: autoDraw = False
7.1726 	EXP 	text: autoDraw = False
7.1726 	EXP 	text: autoDraw = False
7.1726 	EXP 	text_2: autoDraw = False
7.1726 	EXP 	text_3: autoDraw = True
8.1579 	EXP 	New trial (rep=1, index=0): None
8.1581 	EXP 	window1: recordFrameIntervals = False
8.1738 	EXP 	text_3: autoDraw = False
8.1738 	EXP 	text_3: autoDraw = False
8.1738 	EXP 	text: autoDraw = True
8.1740 	EXP 	window1: recordFrameIntervals = False
8.9751 	EXP 	text_2: autoDraw = True
9.1580 	EXP 	text_2: autoDraw = False
9.2423 	DATA 	Keypress: space
9.2587 	EXP 	text: autoDraw = False
9.2587 	EXP 	text_2: autoDraw = False
9.2587 	EXP 	text_3: autoDraw = True
10.2437 	EXP 	New trial (rep=2, index=0): None
10.2438 	EXP 	window1: recordFrameIntervals = False
10.2594 	EXP 	text_3: autoDraw = False
10.2594 	EXP 	text_3: autoDraw = False
10.2594 	EXP 	text: autoDraw = True
10.2597 	EXP 	window1: recordFrameIntervals = False
11.2607 	EXP 	text_2: autoDraw = True
11.4445 	EXP 	text_2: autoDraw = False
11.4611 	DATA 	Keypress: space
11.4774 	EXP 	text: autoDraw = False
11.4774 	EXP 	text_2: autoDraw = False
11.4774 	EXP 	text_3: autoDraw = True
12.4628 	EXP 	New trial (rep=3, index=0): None
12.4630 	EXP 	window1: recordFrameIntervals = False
12.4786 	EXP 	text_3: autoDraw = False
12.4786 	EXP 	text_3: autoDraw = False
12.4786 	EXP 	text: autoDraw = True
12.4788 	EXP 	window1: recordFrameIntervals = False
13.2460 	EXP 	text_2: autoDraw = True
13.4297 	EXP 	text_2: autoDraw = False
13.5132 	DATA 	Keypress: space
13.5302 	EXP 	text: autoDraw = False
13.5302 	EXP 	text_2: autoDraw = False
13.5302 	EXP 	text_3: autoDraw = True
14.5148 	EXP 	New trial (rep=4, index=0): None
14.5150 	EXP 	window1: recordFrameIntervals = False
14.5306 	EXP 	text_3: autoDraw = False
14.5306 	EXP 	text_3: autoDraw = False
14.5306 	EXP 	text: autoDraw = True
14.5308 	EXP 	window1: recordFrameIntervals = False
15.1819 	EXP 	text_2: autoDraw = True
15.3818 	EXP 	text_2: autoDraw = False
15.4321 	DATA 	Keypress: space
15.4484 	EXP 	text: autoDraw = False
15.4484 	EXP 	text_2: autoDraw = False
15.4484 	EXP 	text_3: autoDraw = True
16.4337 	EXP 	New trial (rep=5, index=0): None
16.4339 	EXP 	window1: recordFrameIntervals = False
16.4496 	EXP 	text_3: autoDraw = False
16.4496 	EXP 	text_3: autoDraw = False
16.4496 	EXP 	text: autoDraw = True
16.4499 	EXP 	window1: recordFrameIntervals = False
17.3510 	EXP 	text_2: autoDraw = True
17.5509 	EXP 	text_2: autoDraw = False
17.5849 	DATA 	Keypress: space
17.6010 	EXP 	text: autoDraw = False
17.6010 	EXP 	text_2: autoDraw = False
17.6010 	EXP 	text_3: autoDraw = True
18.5867 	EXP 	New trial (rep=6, index=0): None
18.5869 	EXP 	window1: recordFrameIntervals = False
18.6022 	EXP 	text_3: autoDraw = False
18.6022 	EXP 	text_3: autoDraw = False
18.6022 	EXP 	text: autoDraw = True
18.6023 	EXP 	window1: recordFrameIntervals = False
19.1362 	EXP 	text_2: autoDraw = True
19.3363 	EXP 	text_2: autoDraw = False
19.4199 	DATA 	Keypress: space
19.4361 	EXP 	text: autoDraw = False
19.4361 	EXP 	text_2: autoDraw = False
19.4361 	EXP 	text_3: autoDraw = True
20.4218 	EXP 	New trial (rep=7, index=0): None
20.4220 	EXP 	window1: recordFrameIntervals = False
20.4375 	EXP 	text_3: autoDraw = False
20.4375 	EXP 	text_3: autoDraw = False
20.4375 	EXP 	text: autoDraw = True
20.4377 	EXP 	window1: recordFrameIntervals = False
20.9551 	EXP 	text_2: autoDraw = True
21.1387 	EXP 	text_2: autoDraw = False
21.2226 	DATA 	Keypress: space
21.2551 	EXP 	text: autoDraw = False
21.2551 	EXP 	text_2: autoDraw = False
21.2551 	EXP 	text_3: autoDraw = True
22.2404 	EXP 	New trial (rep=8, index=0): None
22.2405 	EXP 	window1: recordFrameIntervals = False
22.2561 	EXP 	text_3: autoDraw = False
22.2561 	EXP 	text_3: autoDraw = False
22.2561 	EXP 	text: autoDraw = True
22.2564 	EXP 	window1: recordFrameIntervals = False
22.9567 	EXP 	text_2: autoDraw = True
23.1569 	EXP 	text_2: autoDraw = False
23.1573 	DATA 	Keypress: space
23.1736 	EXP 	text: autoDraw = False
23.1736 	EXP 	text_2: autoDraw = False
23.1736 	EXP 	text_3: autoDraw = True
24.1594 	EXP 	New trial (rep=9, index=0): None
24.1597 	EXP 	window1: recordFrameIntervals = False
24.1752 	EXP 	text_3: autoDraw = False
24.1752 	EXP 	text: autoDraw = True
24.1755 	EXP 	window1: recordFrameIntervals = False
24.9092 	EXP 	text_2: autoDraw = True
25.1092 	EXP 	text_2: autoDraw = False
25.1259 	DATA 	Keypress: space
25.1427 	EXP 	text: autoDraw = False
25.1427 	EXP 	text_2: autoDraw = False
25.1427 	EXP 	text_3: autoDraw = True
26.1281 	EXP 	New trial (rep=10, index=0): None
26.1283 	EXP 	window1: recordFrameIntervals = False
26.1438 	EXP 	text_3: autoDraw = False
26.1438 	EXP 	text: autoDraw = True
26.1440 	EXP 	window1: recordFrameIntervals = False
26.9279 	EXP 	text_2: autoDraw = True
27.1280 	EXP 	text_2: autoDraw = False
27.1623 	DATA 	Keypress: space
27.1783 	EXP 	text: autoDraw = False
27.1783 	EXP 	text_2: autoDraw = False
27.1783 	EXP 	text_3: autoDraw = True
28.1638 	EXP 	New trial (rep=11, index=0): None
28.1640 	EXP 	window1: recordFrameIntervals = False
28.1795 	EXP 	text_3: autoDraw = False
28.1795 	EXP 	text_3: autoDraw = False
28.1795 	EXP 	text: autoDraw = True
28.1797 	EXP 	window1: recordFrameIntervals = False
28.9635 	EXP 	text_2: autoDraw = True
29.1639 	EXP 	text_2: autoDraw = False
29.2142 	DATA 	Keypress: space
29.2305 	EXP 	text: autoDraw = False
29.2305 	EXP 	text_2: autoDraw = False
29.2305 	EXP 	text_3: autoDraw = True
30.2158 	EXP 	New trial (rep=12, index=0): None
30.2160 	EXP 	window1: recordFrameIntervals = False
30.2316 	EXP 	text_3: autoDraw = False
30.2316 	EXP 	text_3: autoDraw = False
30.2316 	EXP 	text: autoDraw = True
30.2319 	EXP 	window1: recordFrameIntervals = False
31.1326 	EXP 	text_2: autoDraw = True
31.3165 	EXP 	text_2: autoDraw = False
31.3499 	DATA 	Keypress: space
31.3662 	EXP 	text: autoDraw = False
31.3662 	EXP 	text_2: autoDraw = False
