0.3337 	WARNING 	Movie2 stim could not be imported and won't be available
21.1424 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xcb97c88>, name='window1', pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.1424 	EXP 	window1: recordFrameIntervals = False
21.3093 	EXP 	window1: recordFrameIntervals = True
21.4923 	EXP 	window1: recordFrameIntervals = False
21.5383 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
23.0637 	EXP 	Set  sound=C
23.0943 	EXP 	Set  sound=900.0
23.0944 	EXP 	Sound  set volume 0.200
23.0994 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'ITI', units=u'norm', win=Window(...), wrapWidth=1)
23.1042 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
23.1052 	EXP 	New trial (rep=0, index=0): None
23.1055 	EXP 	window1: recordFrameIntervals = False
23.1290 	EXP 	text: autoDraw = True
23.1291 	EXP 	window1: recordFrameIntervals = False
23.6952 	EXP 	Sound  started
23.8781 	EXP 	Sound  stopped
25.0977 	EXP 	Sound  stopped
25.1127 	EXP 	text: autoDraw = False
25.1127 	EXP 	text: autoDraw = False
25.1127 	EXP 	text_3: autoDraw = True
26.0984 	EXP 	New trial (rep=1, index=0): None
26.0987 	EXP 	window1: recordFrameIntervals = False
26.1139 	EXP 	text_3: autoDraw = False
26.1139 	EXP 	text_3: autoDraw = False
26.1139 	EXP 	text: autoDraw = True
26.1140 	EXP 	window1: recordFrameIntervals = False
26.8820 	EXP 	Sound  started
27.0651 	EXP 	Sound  stopped
27.2657 	DATA 	Keypress: space
27.2674 	EXP 	Sound  stopped
27.2820 	EXP 	text: autoDraw = False
27.2820 	EXP 	text_3: autoDraw = True
28.2674 	EXP 	New trial (rep=2, index=0): None
28.2677 	EXP 	window1: recordFrameIntervals = False
28.2833 	EXP 	text_3: autoDraw = False
28.2833 	EXP 	text_3: autoDraw = False
28.2833 	EXP 	text: autoDraw = True
28.2835 	EXP 	window1: recordFrameIntervals = False
29.0848 	EXP 	Sound  started
29.2678 	EXP 	Sound  stopped
29.4013 	DATA 	Keypress: space
29.4029 	EXP 	Sound  stopped
29.4174 	EXP 	text: autoDraw = False
29.4174 	EXP 	text_3: autoDraw = True
30.4033 	EXP 	New trial (rep=3, index=0): None
30.4035 	EXP 	window1: recordFrameIntervals = False
30.4190 	EXP 	text_3: autoDraw = False
30.4190 	EXP 	text_3: autoDraw = False
30.4190 	EXP 	text: autoDraw = True
30.4192 	EXP 	window1: recordFrameIntervals = False
30.9701 	EXP 	Sound  started
31.1536 	DATA 	Keypress: space
31.1537 	EXP 	Sound  stopped
31.1550 	EXP 	Sound  stopped
31.1694 	EXP 	text: autoDraw = False
31.1694 	EXP 	text_3: autoDraw = True
32.1550 	EXP 	New trial (rep=4, index=0): None
32.1552 	EXP 	window1: recordFrameIntervals = False
32.1705 	EXP 	text_3: autoDraw = False
32.1705 	EXP 	text_3: autoDraw = False
32.1705 	EXP 	text: autoDraw = True
32.1708 	EXP 	window1: recordFrameIntervals = False
32.6715 	EXP 	Sound  started
32.8551 	EXP 	Sound  stopped
32.8893 	DATA 	Keypress: space
32.9062 	EXP 	Sound  stopped
32.9214 	EXP 	text: autoDraw = False
32.9214 	EXP 	text_3: autoDraw = True
33.9069 	EXP 	New trial (rep=5, index=0): None
33.9071 	EXP 	window1: recordFrameIntervals = False
33.9229 	EXP 	text_3: autoDraw = False
33.9229 	EXP 	text_3: autoDraw = False
33.9229 	EXP 	text: autoDraw = True
33.9231 	EXP 	window1: recordFrameIntervals = False
34.9075 	EXP 	Sound  started
35.0907 	EXP 	Sound  stopped
35.2909 	DATA 	Keypress: space
35.2922 	EXP 	Sound  stopped
35.3074 	EXP 	text: autoDraw = False
35.3074 	EXP 	text_3: autoDraw = True
36.2930 	EXP 	New trial (rep=6, index=0): None
36.2932 	EXP 	window1: recordFrameIntervals = False
36.3088 	EXP 	text_3: autoDraw = False
36.3088 	EXP 	text_3: autoDraw = False
36.3088 	EXP 	text: autoDraw = True
36.3090 	EXP 	window1: recordFrameIntervals = False
37.1937 	EXP 	Sound  started
37.3934 	EXP 	Sound  stopped
37.4268 	DATA 	Keypress: space
37.4282 	EXP 	Sound  stopped
37.4436 	EXP 	text: autoDraw = False
37.4436 	EXP 	text_3: autoDraw = True
38.4288 	EXP 	New trial (rep=7, index=0): None
38.4289 	EXP 	window1: recordFrameIntervals = False
38.4442 	EXP 	text_3: autoDraw = False
38.4442 	EXP 	text_3: autoDraw = False
38.4442 	EXP 	text: autoDraw = True
38.4444 	EXP 	window1: recordFrameIntervals = False
39.2290 	EXP 	Sound  started
39.4121 	EXP 	Sound  stopped
39.4628 	DATA 	Keypress: space
39.4641 	EXP 	Sound  stopped
39.4788 	EXP 	text: autoDraw = False
39.4788 	EXP 	text_3: autoDraw = True
40.4647 	EXP 	New trial (rep=8, index=0): None
40.4649 	EXP 	window1: recordFrameIntervals = False
40.4800 	EXP 	text_3: autoDraw = False
40.4800 	EXP 	text_3: autoDraw = False
40.4800 	EXP 	text: autoDraw = True
40.4802 	EXP 	window1: recordFrameIntervals = False
41.1311 	EXP 	Sound  started
41.3144 	EXP 	Sound  stopped
41.3813 	DATA 	Keypress: space
41.3826 	EXP 	Sound  stopped
41.3974 	EXP 	text: autoDraw = False
41.3974 	EXP 	text_3: autoDraw = True
42.3832 	EXP 	New trial (rep=9, index=0): None
42.3834 	EXP 	window1: recordFrameIntervals = False
42.3987 	EXP 	text_3: autoDraw = False
42.3987 	EXP 	text_3: autoDraw = False
42.3987 	EXP 	text: autoDraw = True
42.3990 	EXP 	window1: recordFrameIntervals = False
43.0836 	EXP 	Sound  started
43.2665 	EXP 	Sound  stopped
43.2999 	DATA 	Keypress: space
43.3012 	EXP 	Sound  stopped
43.3169 	EXP 	text: autoDraw = False
43.3169 	EXP 	text_3: autoDraw = True
44.3021 	EXP 	New trial (rep=10, index=0): None
44.3022 	EXP 	window1: recordFrameIntervals = False
44.3174 	EXP 	text_3: autoDraw = False
44.3174 	EXP 	text_3: autoDraw = False
44.3174 	EXP 	text: autoDraw = True
44.3177 	EXP 	window1: recordFrameIntervals = False
44.9853 	EXP 	Sound  started
45.1689 	EXP 	Sound  stopped
45.2188 	DATA 	Keypress: space
45.2201 	EXP 	Sound  stopped
45.2355 	EXP 	text: autoDraw = False
45.2355 	EXP 	text_3: autoDraw = True
46.2208 	EXP 	New trial (rep=11, index=0): None
46.2210 	EXP 	window1: recordFrameIntervals = False
46.2368 	EXP 	text_3: autoDraw = False
46.2368 	EXP 	text_3: autoDraw = False
46.2368 	EXP 	text: autoDraw = True
46.2370 	EXP 	window1: recordFrameIntervals = False
46.9209 	EXP 	Sound  started
47.1039 	EXP 	Sound  stopped
47.1545 	DATA 	Keypress: space
47.1558 	EXP 	Sound  stopped
47.1706 	EXP 	text: autoDraw = False
47.1706 	EXP 	text_3: autoDraw = True
48.1563 	EXP 	New trial (rep=12, index=0): None
48.1565 	EXP 	window1: recordFrameIntervals = False
48.1718 	EXP 	text_3: autoDraw = False
48.1718 	EXP 	text_3: autoDraw = False
48.1718 	EXP 	text: autoDraw = True
48.1720 	EXP 	window1: recordFrameIntervals = False
48.8728 	EXP 	Sound  started
49.0567 	EXP 	Sound  stopped
49.1234 	DATA 	Keypress: space
49.1248 	EXP 	Sound  stopped
